record_type	path	size_bytes	mtime_epoch_seconds	sha256	filter_rule	n_records
repository_snapshot	data/source_snapshots/eid_nas_china_recovery_summary.tsv	2221		e1942df9768f9a4c4af63e493fa9b60b738d42a8d3a4bb648acd2c9671d36a10	deterministic output of gtd_39_snapshot_eid_nas_inputs.py	11
repository_snapshot	data/source_snapshots/eid_nas_focal_genome_metadata.tsv	101917		d8b97946b902a49908a19d795ff14a4de7f0a266e843e90cc22c2dfb2861c656	deterministic output of gtd_39_snapshot_eid_nas_inputs.py	596
repository_snapshot	data/source_snapshots/eid_nas_highres_cases.tsv	155629		b60238e316e1adff34f24067de96a7796a3cfd6418c90df6141d2c4f43d64f7b	deterministic output of gtd_39_snapshot_eid_nas_inputs.py	838
repository_snapshot	data/source_snapshots/eid_nas_prjna1071282_run_audit.tsv	99177		6789fe63e3e2ade30abe822df7e5e7175db9684fb2acc11737e2e9549a22e608	deterministic output of gtd_39_snapshot_eid_nas_inputs.py	734
repository_snapshot	data/source_snapshots/eid_nas_public_health_sources.tsv	5669		1eb1ede519e71d5b6c375fc8e0cb9e9f187baf0ba071dce052175ed8fa8f52a4	deterministic output of gtd_39_snapshot_eid_nas_inputs.py	17
