event_id	source_state	conditional_source_probability
NODE_0001->NODE_0952:AUS	Africa_other	7.923734423171262e-06
NODE_0001->NODE_0952:AUS	Asia_other	0.0008508294381364451
NODE_0001->NODE_0952:AUS	BEL	9.672807243412921e-05
NODE_0001->NODE_0952:AUS	CHN	7.936673211197658e-05
NODE_0001->NODE_0952:AUS	Europe_other	0.9945442034720818
NODE_0001->NODE_0952:AUS	FRA	7.416915287660916e-05
NODE_0001->NODE_0952:AUS	JPN	9.046132789852379e-05
NODE_0001->NODE_0952:AUS	Unknown_other	0.004256318070037237
NODE_0001->NODE_0952:BEL	AUS	9.850427312728852e-05
NODE_0001->NODE_0952:BEL	Africa_other	7.923720347667192e-06
NODE_0001->NODE_0952:BEL	Asia_other	0.0008508279267464134
NODE_0001->NODE_0952:BEL	CHN	7.93665911270948e-05
NODE_0001->NODE_0952:BEL	Europe_other	0.9945424367910906
NODE_0001->NODE_0952:BEL	FRA	7.416902112456428e-05
NODE_0001->NODE_0952:BEL	JPN	9.046116720550694e-05
NODE_0001->NODE_0952:BEL	Unknown_other	0.004256310509230788
NODE_0001->NODE_0952:CHN	AUS	9.850256299380762e-05
NODE_0001->NODE_0952:CHN	Africa_other	7.923582783894273e-06
NODE_0001->NODE_0952:CHN	Asia_other	0.0008508131555159092
NODE_0001->NODE_0952:CHN	BEL	9.672622131517633e-05
NODE_0001->NODE_0952:CHN	Europe_other	0.9945251705318174
NODE_0001->NODE_0952:CHN	FRA	7.416773347558985e-05
NODE_0001->NODE_0952:CHN	JPN	9.045959670845288e-05
NODE_0001->NODE_0952:CHN	Unknown_other	0.004256236615389679
NODE_0001->NODE_0952:FRA	AUS	9.850205103139034e-05
NODE_0001->NODE_0952:FRA	Africa_other	7.923541601447115e-06
NODE_0001->NODE_0952:FRA	Asia_other	0.0008508087334547312
NODE_0001->NODE_0952:FRA	BEL	9.6725718585211e-05
NODE_0001->NODE_0952:FRA	CHN	7.936480074611946e-05
NODE_0001->NODE_0952:FRA	Europe_other	0.9945200015342311
NODE_0001->NODE_0952:FRA	JPN	9.045912654897286e-05
NODE_0001->NODE_0952:FRA	Unknown_other	0.004256214493800962
NODE_0001->NODE_0952:JPN	AUS	9.850365583113815e-05
NODE_0001->NODE_0952:JPN	Africa_other	7.923670692135386e-06
NODE_0001->NODE_0952:JPN	Asia_other	0.0008508225948680377
NODE_0001->NODE_0952:JPN	BEL	9.672729444487247e-05
NODE_0001->NODE_0952:JPN	CHN	7.936609376094393e-05
NODE_0001->NODE_0952:JPN	Europe_other	0.9945362042978382
NODE_0001->NODE_0952:JPN	FRA	7.416855632999485e-05
NODE_0001->NODE_0952:JPN	Unknown_other	0.0042562838362346965
NODE_0952->NODE_0941:AUS	Africa_other	0.016814424986852077
NODE_0952->NODE_0941:AUS	Asia_other	0.06693032862553183
NODE_0952->NODE_0941:AUS	BEL	0.1979353015543258
NODE_0952->NODE_0941:AUS	CHN	0.16540869642790243
NODE_0952->NODE_0941:AUS	Europe_other	0.05919026778247086
NODE_0952->NODE_0941:AUS	FRA	0.15177283186776874
NODE_0952->NODE_0941:AUS	JPN	0.1865169064343744
NODE_0952->NODE_0941:AUS	Unknown_other	0.15543124232077402
NODE_0952->NODE_0941:BEL	AUS	0.20084567938102038
NODE_0952->NODE_0941:BEL	Africa_other	0.016753412041456042
NODE_0952->NODE_0941:BEL	Asia_other	0.06668746474591884
NODE_0952->NODE_0941:BEL	CHN	0.16480849322314955
NODE_0952->NODE_0941:BEL	Europe_other	0.05897548954420148
NODE_0952->NODE_0941:BEL	FRA	0.15122210786081688
NODE_0952->NODE_0941:BEL	JPN	0.18584010982452204
