event_id	parent_node	child_node	destination_country	transition_support	parent_country_probability	child_country_probability	top_source_state	top_source_probability_conditional	n_descendant_country_tips	n_descendant_prepandemic	n_descendant_pandemic	n_descendant_resurgence	descendant_date_lower	descendant_date_upper	n_attributed_tips	n_resurgence	n_lineages	sample_span_days	high_support_introduction	post_resurgence_candidate	high_support_post_reseeding	successful_sampled_cluster
NODE_0941->NODE_0940:AUS	NODE_0941	NODE_0940	AUS	0.017689847195235572	0.1196798116972801	0.0200947875901177	Europe_other	0.21048153854793733	97	60	0	37	1971-01-01	2024-10-31	0	0	0	19662	False	False	False	False
NODE_0941->NODE_0940:BEL	NODE_0941	NODE_0940	BEL	0.01673889675594007	0.11737510649954	0.0189649044335858	Europe_other	0.20993193032875843	119	20	17	82	2014-01-30	2023-12-31	0	0	0	3622	False	False	False	False
NODE_0941->NODE_0940:CHN	NODE_0941	NODE_0940	CHN	0.014765026478543447	0.1619897700651952	0.0176191482527512	Europe_other	0.22110845551751987	386	155	78	153	2013-01-01	2024-12-31	0	0	0	4382	False	False	False	False
NODE_0941->NODE_0940:FRA	NODE_0941	NODE_0940	FRA	0.01323294609369278	0.0900008483531799	0.0145417125606603	Europe_other	0.20361683559094101	59	6	0	53	2000-01-01	2024-12-31	0	0	0	9131	False	False	False	False
NODE_0941->NODE_0940:JPN	NODE_0941	NODE_0940	JPN	0.043129180775817545	0.1405377436715709	0.0501815879152888	Europe_other	0.2155896274495159	107	46	1	60	1982-01-01	2025-12-31	0	0	0	16070	False	False	False	False
NODE_0941->NODE_0942:CHN	NODE_0941	NODE_0942	CHN	0.1421492381051024	0.1619897700651952	0.1696270916837868	Europe_other	0.22110845551751987	2	2	0	0	1951-01-01	1951-12-31	0	0	0	364	False	False	False	False
NODE_0941->NODE_0942:JPN	NODE_0941	NODE_0942	JPN	0.12301126135022104	0.1405377436715709	0.1431258446132559	Europe_other	0.2155896274495159	4	4	0	0	1950-01-01	1999-12-31	0	0	0	18261	False	False	False	False
NODE_0940->NODE_0004:AUS	NODE_0940	NODE_0004	AUS	0.002313865331643086	0.0200947875901177	0.0023613154643321	Europe_other	0.7002860633778611	97	60	0	37	1971-01-01	2024-10-31	0	0	0	19662	False	False	False	False
NODE_0940->NODE_0004:BEL	NODE_0940	NODE_0004	BEL	0.0006412721151949135	0.0189649044335858	0.000653668883094	Europe_other	0.6994795260466886	119	20	17	82	2014-01-30	2023-12-31	0	0	0	3622	False	False	False	False
NODE_0940->NODE_0004:CHN	NODE_0940	NODE_0004	CHN	0.0006249720160602735	0.0176191482527512	0.0006361809831174	Europe_other	0.6985213142758969	386	155	78	153	2013-01-01	2024-12-31	0	0	0	4382	False	False	False	False
NODE_0940->NODE_0004:FRA	NODE_0940	NODE_0004	FRA	0.0004935101391085247	0.0145417125606603	0.0005007925199867	Europe_other	0.6963399389182198	59	6	0	53	2000-01-01	2024-12-31	0	0	0	9131	False	False	False	False
NODE_0940->NODE_0004:JPN	NODE_0940	NODE_0004	JPN	0.0010993739475860648	0.0501815879152888	0.0011574569766163	Europe_other	0.7224685844695565	87	26	1	60	1992-01-01	2025-12-31	0	0	0	12418	False	False	False	False
NODE_0940->NODE_0958:JPN	NODE_0940	NODE_0958	JPN	0.07919645422996022	0.0501815879152888	0.0833806264674694	Europe_other	0.7224685844695565	20	20	0	0	1982-01-01	2016-12-31	0	0	0	12783	False	False	False	False
NODE_0942->NODE_0943:CHN	NODE_0942	NODE_0943	CHN	0.2857854608505457	0.1696270916837868	0.3441652033542935	Europe_other	0.20990783158990114	2	2	0	0	1951-01-01	1951-12-31	0	0	0	364	False	False	False	False
NODE_0942->NODE_0943:JPN	NODE_0942	NODE_0943	JPN	0.1629869449108429	0.1431258446132559	0.1902110641174373	Europe_other	0.20341584058745033	4	4	0	0	1950-01-01	1999-12-31	0	0	0	18261	False	False	False	False
NODE_0004->NODE_0003:AUS	NODE_0004	NODE_0003	AUS	0.002739389464058994	0.0023613154643321	0.0027458733372333	Europe_other	0.9935673870092953	2	2	0	0	1971-01-01	1977-12-31	0	0	0	2556	False	False	False	False
NODE_0004->NODE_0005:AUS	NODE_0004	NODE_0005	AUS	0.00017940931626403268	0.0023613154643321	0.0001798339609771	Europe_other	0.9935673870092953	95	58	0	37	1974-01-01	2024-10-31	0	0	0	18566	False	False	False	False
NODE_0004->NODE_0005:BEL	NODE_0004	NODE_0005	BEL	5.6601011909146374e-05	0.000653668883094	5.6638034429852777e-05	Europe_other	0.9918696152770873	119	20	17	82	2014-01-30	2023-12-31	0	0	0	3622	False	False	False	False
NODE_0004->NODE_0005:CHN	NODE_0004	NODE_0005	CHN	0.0003354809352566184	0.0006361809831174	0.0003356944977122	Europe_other	0.9918522585184257	386	155	78	153	2013-01-01	2024-12-31	0	0	0	4382	False	False	False	False
NODE_0004->NODE_0005:FRA	NODE_0004	NODE_0005	FRA	4.150011582197579e-05	0.0005007925199867	4.152090918271754e-05	Europe_other	0.9917179058826971	59	6	0	53	2000-01-01	2024-12-31	0	0	0	9131	False	False	False	False
NODE_0004->NODE_0005:JPN	NODE_0004	NODE_0005	JPN	0.00015204655264275046	0.0011574569766163	0.0001522227439197	Europe_other	0.9923698864219173	87	26	1	60	1992-01-01	2025-12-31	0	0	0	12418	False	False	False	False
NODE_0958->NODE_0959:JPN	NODE_0958	NODE_0959	JPN	0.08761171337496422	0.0833806264674694	0.0955813458724096	Europe_other	0.505416004878853	20	20	0	0	1982-01-01	2016-12-31	0	0	0	12783	False	False	False	False
NODE_0943->NODE_0944:CHN	NODE_0943	NODE_0944	CHN	0.432536215635805	0.3441652033542935	0.6595200770804308	JPN	0.29002892967905863	2	2	0	0	1951-01-01	1951-12-31	0	0	0	364	False	False	False	False
NODE_0943->NODE_0945:JPN	NODE_0943	NODE_0945	JPN	0.7960486382919082	0.1902110641174373	0.9830322483034676	CHN	0.42500605788000684	4	4	0	0	1950-01-01	1999-12-31	0	0	0	18261	True	False	False	False
NODE_0003->NODE_0002:AUS	NODE_0003	NODE_0002	AUS	0.5985418337263537	0.0027458733372333	0.6001898791126865	Europe_other	0.9941744630027243	2	2	0	0	1971-01-01	1977-12-31	0	0	0	2556	True	False	False	False
NODE_0005->NODE_0006:AUS	NODE_0005	NODE_0006	AUS	1.056781274164776e-05	0.0001798339609771	1.056971353509917e-05	Europe_other	0.9993025792729527	89	56	0	33	1974-01-01	2024-10-31	0	0	0	18566	False	False	False	False
NODE_0005->NODE_0006:BEL	NODE_0005	NODE_0006	BEL	7.547354350845671e-07	5.6638034429852777e-05	7.547781842373528e-07	Europe_other	0.9991794622926944	113	19	17	77	2014-01-30	2023-12-31	0	0	0	3622	False	False	False	False
NODE_0005->NODE_0006:CHN	NODE_0005	NODE_0006	CHN	3.4691931932157507e-06	0.0003356944977122	3.470358173359638e-06	Europe_other	0.9994583834119112	240	40	48	152	2013-01-01	2024-12-31	0	0	0	4382	False	False	False	False
NODE_0005->NODE_0006:FRA	NODE_0005	NODE_0006	FRA	5.599171394632293e-07	4.152090918271754e-05	5.599403886972562e-07	Europe_other	0.9991643569444307	53	6	0	47	2000-01-01	2024-12-31	0	0	0	9131	False	False	False	False
NODE_0005->NODE_0006:JPN	NODE_0005	NODE_0006	JPN	1.6840350144351446e-06	0.0001522227439197	1.6842914018939011e-06	Europe_other	0.999274983111767	83	23	1	59	1994-01-01	2025-12-31	0	0	0	11687	False	False	False	False
NODE_0005->NODE_0765:AUS	NODE_0005	NODE_0765	AUS	0.008397548356637538	0.0001798339609771	0.0083990587926487	Europe_other	0.9993025792729527	6	2	0	4	2013-01-01	2024-09-30	0	0	0	4290	False	False	False	False
NODE_0005->NODE_0765:BEL	NODE_0005	NODE_0765	BEL	0.0035900503401680725	5.6638034429852777e-05	0.0035902536850799	Europe_other	0.9991794622926944	6	1	0	5	2015-05-04	2023-12-05	0	0	0	3137	False	False	False	False
NODE_0005->NODE_0765:CHN	NODE_0005	NODE_0765	CHN	0.02814325796160355	0.0003356944977122	0.0281527086710001	Europe_other	0.9994583834119112	146	115	30	1	2013-01-01	2023-12-31	0	0	0	4016	False	False	False	False
NODE_0005->NODE_0765:FRA	NODE_0005	NODE_0765	FRA	0.002583965224792965	4.152090918271754e-05	0.0025840725178333	Europe_other	0.9991643569444307	6	0	0	6	2024-01-01	2024-12-31	0	0	0	365	False	True	False	False
NODE_0005->NODE_0765:JPN	NODE_0005	NODE_0765	JPN	0.01002117626589212	0.0001522227439197	0.0100227019490843	Europe_other	0.999274983111767	4	3	0	1	1992-01-01	2024-12-12	0	0	0	12034	False	False	False	False
NODE_0959->NODE_0960:JPN	NODE_0959	NODE_0960	JPN	0.0867609372490087	0.0955813458724096	0.0959300616512593	Europe_other	0.49928851534234936	20	20	0	0	1982-01-01	2016-12-31	0	0	0	12783	False	False	False	False
NODE_0944->CHN__SAMN03249373:CHN	NODE_0944	CHN__SAMN03249373	CHN	0.3404799229195692	0.6595200770804308	1.0	JPN	0.2346344567881147	1	1	0	0	1951-01-01	1951-12-31	0	0	0	364	False	False	False	False
NODE_0944->CHN__SAMN22851881:CHN	NODE_0944	CHN__SAMN22851881	CHN	0.3404799229195692	0.6595200770804308	1.0	JPN	0.2346344567881147	1	1	0	0	1951-01-01	1951-12-31	0	0	0	364	False	False	False	False
NODE_0945->NODE_0946:JPN	NODE_0945	NODE_0946	JPN	0.01679642226507092	0.9830322483034676	0.9899026438784748	Asia_other	0.7830664907571813	4	4	0	0	1950-01-01	1999-12-31	0	0	0	18261	False	False	False	False
NODE_0002->AUS__SAMEA751508:AUS	NODE_0002	AUS__SAMEA751508	AUS	0.3998101208873135	0.6001898791126865	1.0	Europe_other	0.5482490993342294	1	1	0	0	1971-01-01	1971-12-31	0	0	0	364	False	False	False	False
NODE_0002->AUS__SAMEA751511:AUS	NODE_0002	AUS__SAMEA751511	AUS	0.3998101208873135	0.6001898791126865	1.0	Europe_other	0.5482490993342294	1	1	0	0	1977-01-01	1977-12-31	0	0	0	364	False	False	False	False
NODE_0006->AUS__SAMEA751513:AUS	NODE_0006	AUS__SAMEA751513	AUS	0.9999894302864649	1.056971353509917e-05	1.0	Europe_other	0.9999921780450446	1	1	0	0	1974-01-01	1974-12-31	0	0	0	364	True	False	False	False
NODE_0006->NODE_0007:AUS	NODE_0006	NODE_0007	AUS	8.002968573921558e-06	1.056971353509917e-05	8.003053163900907e-06	Europe_other	0.9999921780450446	88	55	0	33	1977-01-01	2024-10-31	0	0	0	17470	False	False	False	False
NODE_0006->NODE_0007:BEL	NODE_0006	NODE_0007	BEL	2.5020688367404636e-07	7.547781842373528e-07	2.5020707252488623e-07	Europe_other	0.9999823631790576	113	19	17	77	2014-01-30	2023-12-31	0	0	0	3622	False	False	False	False
NODE_0006->NODE_0007:CHN	NODE_0006	NODE_0007	CHN	1.1485853425256935e-06	3.470358173359638e-06	1.1485893285420576e-06	Europe_other	0.9999850787205766	240	40	48	152	2013-01-01	2024-12-31	0	0	0	4382	False	False	False	False
NODE_0006->NODE_0007:FRA	NODE_0006	NODE_0007	FRA	1.8563077278752343e-07	5.599403886972562e-07	1.856308767297487e-07	Europe_other	0.9999821683445894	53	6	0	47	2000-01-01	2024-12-31	0	0	0	9131	False	False	False	False
NODE_0006->NODE_0007:JPN	NODE_0006	NODE_0007	JPN	5.577111723081416e-07	1.6842914018939011e-06	5.57712111657856e-07	Europe_other	0.9999832926774473	83	23	1	59	1994-01-01	2025-12-31	0	0	0	11687	False	False	False	False
NODE_0765->NODE_0766:AUS	NODE_0765	NODE_0766	AUS	0.021663182320218063	0.0083990587926487	0.0218466738180396	Europe_other	0.9513689639666527	6	2	0	4	2013-01-01	2024-09-30	0	0	0	4290	False	False	False	False
NODE_0765->NODE_0766:BEL	NODE_0765	NODE_0766	BEL	0.005254716571612827	0.0035902536850799	0.0052736503140868	Europe_other	0.9467775316266691	6	1	0	5	2015-05-04	2023-12-05	0	0	0	3137	False	False	False	False
NODE_0765->NODE_0766:CHN	NODE_0765	NODE_0766	CHN	0.09013687000979925	0.0281527086710001	0.0927479767799087	Europe_other	0.9707063738529609	146	115	30	1	2013-01-01	2023-12-31	0	0	0	4016	False	False	False	False
NODE_0765->NODE_0766:FRA	NODE_0765	NODE_0766	FRA	0.0034424007989008556	0.0025840725178333	0.0034513192581461	Europe_other	0.9458224338628909	6	0	0	6	2024-01-01	2024-12-31	0	0	0	365	False	True	False	False
NODE_0765->NODE_0766:JPN	NODE_0765	NODE_0766	JPN	0.006224841553348365	0.0100227019490843	0.0062878629293863	Europe_other	0.9529292863201358	3	2	0	1	2018-01-01	2024-12-12	0	0	0	2537	False	False	False	False
NODE_0765->JPN__SAMEA41226418:JPN	NODE_0765	JPN__SAMEA41226418	JPN	0.9899772980509157	0.0100227019490843	1.0	Europe_other	0.9529292863201358	1	1	0	0	1992-01-01	1992-12-31	0	0	0	365	True	False	False	False
NODE_0960->NODE_0961:JPN	NODE_0960	NODE_0961	JPN	0.6293167721540138	0.0959300616512593	0.6960930183160873	Europe_other	0.49825289590506816	20	20	0	0	1982-01-01	2016-12-31	0	0	0	12783	True	False	False	False
NODE_0946->NODE_0947:JPN	NODE_0946	NODE_0947	JPN	0.010097351366979526	0.9899026438784748	0.9999995291296456	Asia_other	0.6568022913870614	4	4	0	0	1950-01-01	1999-12-31	0	0	0	18261	False	False	False	False
NODE_0007->NODE_0008:AUS	NODE_0007	NODE_0008	AUS	7.723117995994976e-06	8.003053163900907e-06	7.72317980501355e-06	Europe_other	0.9999973939634477	88	55	0	33	1977-01-01	2024-10-31	0	0	0	17470	False	False	False	False
NODE_0007->NODE_0008:BEL	NODE_0007	NODE_0008	BEL	1.9387825529663328e-07	2.5020707252488623e-07	1.938783038063561e-07	Europe_other	0.9999896411356207	113	19	17	77	2014-01-30	2023-12-31	0	0	0	3622	False	False	False	False
NODE_0007->NODE_0008:CHN	NODE_0007	NODE_0008	CHN	8.820385578607965e-07	1.1485893285420576e-06	8.82039570962035e-07	Europe_other	0.9999905395096024	240	40	48	152	2013-01-01	2024-12-31	0	0	0	4382	False	False	False	False
NODE_0007->NODE_0008:FRA	NODE_0007	NODE_0008	FRA	1.4389260462504305e-07	1.856308767297487e-07	1.4389263133595838e-07	Europe_other	0.9999895765600819	53	6	0	47	2000-01-01	2024-12-31	0	0	0	9131	False	False	False	False
NODE_0007->NODE_0008:JPN	NODE_0007	NODE_0008	JPN	4.2942009491467283e-07	5.57712111657856e-07	4.294203344075943e-07	Europe_other	0.999989948637646	83	23	1	59	1994-01-01	2025-12-31	0	0	0	11687	False	False	False	False
NODE_0766->NODE_0767:AUS	NODE_0766	NODE_0767	AUS	0.08560550067453407	0.0218466738180396	0.0875174662122545	Europe_other	0.8849191731265273	6	2	0	4	2013-01-01	2024-09-30	0	0	0	4290	False	False	False	False
NODE_0766->NODE_0767:BEL	NODE_0766	NODE_0767	BEL	0.008005576432711199	0.0052736503140868	0.0080480188699525	Europe_other	0.8701756346046463	6	1	0	5	2015-05-04	2023-12-05	0	0	0	3137	False	False	False	False
NODE_0766->NODE_0767:CHN	NODE_0766	NODE_0767	CHN	0.010986563030636639	0.0927479767799087	0.0121097145549946	Europe_other	0.9540751747498933	1	1	0	0	2013-01-01	2013-12-31	0	0	0	364	False	False	False	False
NODE_0766->NODE_0767:FRA	NODE_0766	NODE_0767	FRA	0.003301259776987032	0.0034513192581461	0.00331269293792	Europe_other	0.8685843946444645	6	0	0	6	2024-01-01	2024-12-31	0	0	0	365	False	True	False	False
NODE_0766->NODE_0767:JPN	NODE_0766	NODE_0767	JPN	0.002306345589031973	0.0062878629293863	0.0023209393374533	Europe_other	0.8710637621349631	1	0	0	1	2024-12-12	2024-12-12	0	0	0	0	False	True	False	False
NODE_0766->NODE_0794:CHN	NODE_0766	NODE_0794	CHN	0.8081636296849514	0.0927479767799087	0.8907818434138647	Europe_other	0.9540751747498933	145	114	30	1	2013-01-01	2023-12-31	0	0	0	4016	True	False	False	False
NODE_0766->NODE_0794:JPN	NODE_0766	NODE_0794	JPN	0.00399405434706371	0.0062878629293863	0.0040193273263602	Europe_other	0.8710637621349631	2	2	0	0	2018-01-01	2018-12-31	0	0	0	364	False	False	False	False
NODE_0961->NODE_0962:JPN	NODE_0961	NODE_0962	JPN	0.24075420190091582	0.6960930183160873	0.7921970089891492	Unknown_other	0.46102224216249965	19	19	0	0	1982-01-01	2016-12-31	0	0	0	12783	False	False	False	False
NODE_0961->JPN__SAMEA751448:JPN	NODE_0961	JPN__SAMEA751448	JPN	0.3039069816839127	0.6960930183160873	1.0	Unknown_other	0.46102224216249965	1	1	0	0	1991-01-01	1991-12-31	0	0	0	364	False	False	False	False
NODE_0947->JPN__SAMN04875532:JPN	NODE_0947	JPN__SAMN04875532	JPN	4.708703543743198e-07	0.9999995291296456	1.0	Asia_other	0.6566568568030348	1	1	0	0	1950-01-01	1950-12-31	0	0	0	364	False	False	False	False
NODE_0947->NODE_0948:JPN	NODE_0947	NODE_0948	JPN	4.7087034894274796e-07	0.9999995291296456	0.9999999884648252	Asia_other	0.6566568568030348	3	3	0	0	1954-01-01	1999-12-31	0	0	0	16800	False	False	False	False
NODE_0008->NODE_0009:AUS	NODE_0008	NODE_0009	AUS	7.482939488220636e-06	7.72317980501355e-06	7.482997280754116e-06	Europe_other	0.9999979870094058	86	53	0	33	1977-01-01	2024-10-31	0	0	0	17470	False	False	False	False
NODE_0008->NODE_0009:BEL	NODE_0008	NODE_0009	BEL	1.9443533956075155e-07	1.938783038063561e-07	1.944353772575527e-07	Europe_other	0.9999904577216012	113	19	17	77	2014-01-30	2023-12-31	0	0	0	3622	False	False	False	False
NODE_0008->NODE_0009:CHN	NODE_0008	NODE_0009	CHN	8.437366775052829e-07	8.82039570962035e-07	8.437374217150763e-07	Europe_other	0.9999911458769087	240	40	48	152	2013-01-01	2024-12-31	0	0	0	4382	False	False	False	False
NODE_0008->NODE_0009:FRA	NODE_0008	NODE_0009	FRA	1.4457545865385094e-07	1.4389263133595838e-07	1.445754794571971e-07	Europe_other	0.9999904077363986	53	6	0	47	2000-01-01	2024-12-31	0	0	0	9131	False	False	False	False
NODE_0008->NODE_0009:JPN	NODE_0008	NODE_0009	JPN	4.1663990688185625e-07	4.294203344075943e-07	4.166400857955812e-07	Europe_other	0.9999906932614854	83	23	1	59	1994-01-01	2025-12-31	0	0	0	11687	False	False	False	False
NODE_0008->NODE_0762:AUS	NODE_0008	NODE_0762	AUS	0.11805626160874667	7.72317980501355e-06	0.118057173385524	Europe_other	0.9999979870094058	2	2	0	0	1995-01-01	2000-12-31	0	0	0	2191	False	False	False	False
NODE_0767->NODE_0768:AUS	NODE_0767	NODE_0768	AUS	0.08005823245998052	0.0875174662122545	0.0877367286447184	Europe_other	0.9689720786680042	5	1	0	4	2013-01-01	2024-09-30	0	0	0	4290	False	False	False	False
NODE_0767->NODE_0768:BEL	NODE_0767	NODE_0768	BEL	0.005113678488039724	0.0080480188699525	0.00515516737233	Europe_other	0.8913436480113668	5	0	0	5	2023-06-12	2023-12-05	0	0	0	176	False	True	False	False
NODE_0767->NODE_0768:CHN	NODE_0767	NODE_0768	CHN	0.007707379735688256	0.0121097145549946	0.007801858009178	Europe_other	0.8950083936844013	1	1	0	0	2013-01-01	2013-12-31	0	0	0	364	False	False	False	False
NODE_0767->NODE_0768:FRA	NODE_0767	NODE_0768	FRA	0.002546739105930994	0.00331269293792	0.0025552037112201	Europe_other	0.8871088166245577	5	0	0	5	2024-01-01	2024-12-31	0	0	0	365	False	True	False	False
NODE_0767->NODE_0768:JPN	NODE_0767	NODE_0768	JPN	0.001613533535549613	0.0023209393374533	0.0016172871609414	Europe_other	0.8862269765643795	1	0	0	1	2024-12-12	2024-12-12	0	0	0	0	False	True	False	False
NODE_0767->NODE_0791:AUS	NODE_0767	NODE_0791	AUS	0.3892792804385316	0.0875174662122545	0.4266155964899627	Europe_other	0.9689720786680042	1	1	0	0	2015-01-01	2015-12-31	0	0	0	364	False	False	False	False
NODE_0767->NODE_0791:BEL	NODE_0767	NODE_0791	BEL	0.3630307990050065	0.0080480188699525	0.3659761822255106	Europe_other	0.8913436480113668	1	1	0	0	2015-05-04	2015-05-04	0	0	0	0	False	False	False	False
NODE_0767->NODE_0791:FRA	NODE_0767	NODE_0791	FRA	0.06381016278711563	0.00331269293792	0.0640222488387134	Europe_other	0.8871088166245577	1	0	0	1	2024-01-01	2024-12-31	0	0	0	365	False	True	False	False
NODE_0794->NODE_0795:CHN	NODE_0794	NODE_0795	CHN	0.10765059548155238	0.8907818434138647	0.9856474312185752	Europe_other	0.7990509647674735	114	86	27	1	2013-01-01	2023-12-31	0	0	0	4016	False	False	False	False
NODE_0794->NODE_0795:JPN	NODE_0794	NODE_0795	JPN	0.0010540507746550235	0.0040193273263602	0.001058304446637	CHN	0.8943766358664614	2	2	0	0	2018-01-01	2018-12-31	0	0	0	364	False	False	False	False
NODE_0794->NODE_0910:CHN	NODE_0794	NODE_0910	CHN	0.10921796344539066	0.8907818434138647	0.9999982316058914	Europe_other	0.7990509647674735	31	28	3	0	2014-01-01	2022-12-31	0	0	0	3286	False	False	False	False
NODE_0962->NODE_0963:JPN	NODE_0962	NODE_0963	JPN	0.20778389659362553	0.7921970089891492	0.9999081128855156	Unknown_other	0.7560577728669242	19	19	0	0	1982-01-01	2016-12-31	0	0	0	12783	False	False	False	False
NODE_0948->NODE_0949:JPN	NODE_0948	NODE_0949	JPN	1.1535174775114374e-08	0.9999999884648252	0.9999999965131467	Asia_other	0.6425559391126092	2	2	0	0	1954-01-01	1999-12-31	0	0	0	16800	False	False	False	False
NODE_0948->JPN__SAMN09862822:JPN	NODE_0948	JPN__SAMN09862822	JPN	1.1535174815335836e-08	0.9999999884648252	1.0	Asia_other	0.6425559391126092	1	1	0	0	1954-01-01	1954-12-31	0	0	0	364	False	False	False	False
NODE_0009->NODE_0010:AUS	NODE_0009	NODE_0010	AUS	0.00016152975292615314	7.482997280754116e-06	0.0001615309616619	Europe_other	0.9999980410251589	1	1	0	0	1977-01-01	1977-12-31	0	0	0	364	False	False	False	False
NODE_0009->NODE_0013:AUS	NODE_0009	NODE_0013	AUS	3.071665294798431e-06	7.482997280754116e-06	3.071688280233479e-06	Europe_other	0.9999980410251589	85	52	0	33	1998-01-01	2024-10-31	0	0	0	9800	False	False	False	False
NODE_0009->NODE_0013:BEL	NODE_0009	NODE_0013	BEL	2.708559431703869e-06	1.944353772575527e-07	2.7085599583437463e-06	Europe_other	0.9999907524761165	113	19	17	77	2014-01-30	2023-12-31	0	0	0	3622	False	False	False	False
NODE_0009->NODE_0013:CHN	NODE_0009	NODE_0013	CHN	2.2230033393420773e-06	8.437374217150763e-07	2.2230052149747657e-06	Europe_other	0.9999914017727043	240	40	48	152	2013-01-01	2024-12-31	0	0	0	4382	False	False	False	False
NODE_0009->NODE_0013:FRA	NODE_0009	NODE_0013	FRA	2.0768654278211697e-06	1.445754794571971e-07	2.0768657280850283e-06	Europe_other	0.9999907026166726	53	6	0	47	2000-01-01	2024-12-31	0	0	0	9131	False	False	False	False
NODE_0009->NODE_0013:JPN	NODE_0009	NODE_0013	JPN	2.5362497396322335e-06	4.166400857955812e-07	2.536250796335983e-06	Europe_other	0.9999909746788628	83	23	1	59	1994-01-01	2025-12-31	0	0	0	11687	False	False	False	False
NODE_0762->NODE_0763:AUS	NODE_0762	NODE_0763	AUS	0.10411987397304223	0.118057173385524	0.1180573965012317	Europe_other	0.9890364949489726	1	1	0	0	1995-01-01	1995-12-31	0	0	0	364	False	False	False	False
NODE_0762->AUS__SAMEA751475:AUS	NODE_0762	AUS__SAMEA751475	AUS	0.881942826614476	0.118057173385524	1.0	Europe_other	0.9890364949489726	1	1	0	0	2000-01-01	2000-12-31	0	0	0	365	True	False	False	False
NODE_0768->NODE_0769:AUS	NODE_0768	NODE_0769	AUS	0.0009725459400441529	0.0877367286447184	0.0010660803416971	Europe_other	0.9793081753206089	1	1	0	0	2013-01-01	2013-12-31	0	0	0	364	False	False	False	False
NODE_0768->NODE_0769:BEL	NODE_0768	NODE_0769	BEL	0.00016312062816028762	0.00515516737233	0.0001639658998172	Europe_other	0.8980163040333233	4	0	0	4	2023-06-12	2023-10-31	0	0	0	141	False	True	False	False
NODE_0768->NODE_0769:CHN	NODE_0768	NODE_0769	CHN	0.0011437437044076932	0.007801858009178	0.0011527371963354	Europe_other	0.9004117644187387	1	1	0	0	2013-01-01	2013-12-31	0	0	0	364	False	False	False	False
NODE_0768->NODE_0781:AUS	NODE_0768	NODE_0781	AUS	0.4194876518642044	0.0877367286447184	0.4598317887346301	Europe_other	0.9793081753206089	4	0	0	4	2024-05-01	2024-09-30	0	0	0	152	False	True	False	False
NODE_0768->NODE_0781:BEL	NODE_0768	NODE_0781	BEL	0.014674395629159367	0.00515516737233	0.0147504365986403	Europe_other	0.8980163040333233	1	0	0	1	2023-12-05	2023-12-05	0	0	0	0	False	True	False	False
