model_month	basis_1	basis_2	basis_3	basis_4	basis_5	basis_6	basis_7	basis_8	basis_9	basis_10	basis_11	basis_12	basis_13	basis_14
2019-01-01	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2019-02-01	0.6527745471652906	0.3226249460026198	0.02421254184979138	0.0003879649822981868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2019-03-01	0.396967751977572	0.5116135903754369	0.08831493778860541	0.003103719858385494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2019-04-01	0.2186128750741098	0.5914077270032372	0.179504343400602	0.010475054522051047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2019-05-01	0.10374317709216899	0.5864491497708063	0.2849779142699408	0.024829758867083954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2019-06-01	0.0383919186690149	0.52117965256293	0.39193280598078184	0.048495622787273346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2019-07-01	0.008592360441912814	0.42004102926439396	0.487566174117285	0.08380043617640838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2019-08-01	0.00037776304812806293	0.30747507375998406	0.5590751742636098	0.1330719889282781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2019-09-01	0.0	0.20748635418433786	0.5939848813165275	0.1984923290199556	3.6435479179018085e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2019-10-01	0.0	0.131501328291829	0.5892539529580072	0.2780508009684259	0.001193917781738069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2019-11-01	0.0	0.07678383733802975	0.5524630092441183	0.36501587712440703	0.00573727629344493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2019-12-01	0.0	0.039842196482256495	0.491759314803123	0.4524041878065318	0.015994300908088736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-01-01	0.0	0.017184720883825597	0.41529013426328326	0.5332323633334327	0.034292781519458616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-02-01	0.0	0.005319725702053388	0.33120273225286107	0.6005170340237421	0.06296050802134362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-03-01	0.0	0.0007555260962561216	0.247644373400118	0.647274830196093	0.104325270307533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-04-01	0.0	4.372257501482269e-07	0.17276232233331643	0.6665223821691179	0.16071485827181564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-05-01	0.0	0.0	0.11339216643027322	0.6530252232620424	0.23329112647425243	0.00029148383343214674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-06-01	0.0	0.0	0.06946875905421648	0.6107498654802108	0.3170819436841576	0.0026994317814151127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-07-01	0.0	0.0	0.038665621988607624	0.5466779296019906	0.40510510615549744	0.00955134225390457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-08-01	0.0	0.0	0.018654965339657336	0.46779278530874846	0.49037724420690476	0.023175005144689672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-09-01	0.0	0.0	0.007108999213576609	0.3810778022818521	0.5659149881570118	0.045898210347559476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-10-01	0.0	0.0	0.0016999337165762639	0.2935163502026685	0.624734968324452	0.0800487477563033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-11-01	0.0	0.0	9.997895486722467e-05	0.21209179875256567	0.6598538150278572	0.12795440726470994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-12-01	0.0	0.0	0.0	0.143712897751552	0.6644000883778983	0.19186835890521003	1.865496533965766e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2021-01-01	0.0	0.0	0.0	0.0916518447137365	0.636957176944095	0.2704072204043349	0.0009837579378335042	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2021-02-01	0.0	0.0	0.0	0.05398076556479943	0.5839085766786116	0.3569875379001855	0.005123119856403424	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2021-03-01	0.0	0.0	0.0	0.02837187041095139	0.5122376572628153	0.4446259417113948	0.014764530614838527	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2021-04-01	0.0	0.0	0.0	0.012497369358403291	0.42892778837807344	0.5263390621565954	0.03223578010692792	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2021-05-01	0.0	0.0	0.0	0.00402947251336598	0.34096233970575285	0.5951435295544203	0.05986465822646087	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2021-06-01	0.0	0.0	0.0	0.0006403899820504247	0.2553246809272219	0.6440559742235015	0.09997895486722626	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2021-07-01	0.0	0.0	0.0	2.3318706674572086e-06	0.17899818172384727	0.666093026482472	0.15490645992301327	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2021-08-01	0.0	0.0	0.0	0.0	0.11811624491870809	0.6555462669373966	0.22612499642932318	0.0002124917145720362	0.0	0.0	0.0	0.0	0.0	0.0
2021-09-01	0.0	0.0	0.0	0.0	0.07288465809820799	0.6155986990493544	0.30918477218498036	0.0023318706674571718	0.0	0.0	0.0	0.0	0.0	0.0
2021-10-01	0.0	0.0	0.0	0.0	0.040984958851227354	0.5532197012757081	0.3971117449912875	0.008683594881777059	0.0	0.0	0.0	0.0	0.0	0.0
2021-11-01	0.0	0.0	0.0	0.0	0.02008935728397699	0.4753926432978245	0.48292254516687755	0.02159545425132088	0.0	0.0	0.0	0.0	0.0	0.0
