country_iso3	epidemic_period	lineage_group	feature	category	n_category	n_feature_annotated	n_feature_interpretable	n_feature_missing	n_lineage_tree_total	category_percent_of_annotated	category_percent_of_tree_total
CHN	resurgence	Other_model_lineages	frozen_PRN_mechanism	insufficient_data	2	5	3	0	5	40	40
CHN	resurgence	Other_model_lineages	published_MT_label	MISSING	5	0	0	5	5		100
FRA	prepandemic	Other_model_lineages	source_ptxP	ptxP3	5	5	5	1	6	100	83.3333333333333
FRA	prepandemic	Other_model_lineages	source_ptxP	MISSING	1	5	5	1	6		16.6666666666667
FRA	prepandemic	Other_model_lineages	source_fim3	fim3-2	4	5	5	1	6	80	66.6666666666667
FRA	prepandemic	Other_model_lineages	source_fim3	fim3-1	1	5	5	1	6	20	16.6666666666667
FRA	prepandemic	Other_model_lineages	source_fim3	MISSING	1	5	5	1	6		16.6666666666667
FRA	prepandemic	Other_model_lineages	source_antigen_profile	ptxP3/fim3-2	3	4	4	2	6	75	50
FRA	prepandemic	Other_model_lineages	source_antigen_profile	MISSING	2	4	4	2	6		33.3333333333333
FRA	prepandemic	Other_model_lineages	source_antigen_profile	ptxP3/fim3-1	1	4	4	2	6	25	16.6666666666667
FRA	prepandemic	Other_model_lineages	source_23S_raw	MS	6	6	6	0	6	100	100
FRA	prepandemic	Other_model_lineages	frozen_23S_status	MS	6	6	6	0	6	100	100
FRA	prepandemic	Other_model_lineages	frozen_PRN_outcome	intact	4	6	5	0	6	66.6666666666667	66.6666666666667
FRA	prepandemic	Other_model_lineages	frozen_PRN_outcome	disrupted	1	6	5	0	6	16.6666666666667	16.6666666666667
FRA	prepandemic	Other_model_lineages	frozen_PRN_outcome	non_interpretable	1	6	5	0	6	16.6666666666667	16.6666666666667
FRA	prepandemic	Other_model_lineages	frozen_PRN_mechanism	intact	4	6	5	0	6	66.6666666666667	66.6666666666667
FRA	prepandemic	Other_model_lineages	frozen_PRN_mechanism	coding_disrupted_is481	1	6	5	0	6	16.6666666666667	16.6666666666667
FRA	prepandemic	Other_model_lineages	frozen_PRN_mechanism	insufficient_data	1	6	5	0	6	16.6666666666667	16.6666666666667
FRA	prepandemic	Other_model_lineages	published_MT_label	MISSING	6	0	0	6	6		100
FRA	resurgence	L1_02.07	source_ptxP	ptxP3	6	6	6	0	6	100	100
FRA	resurgence	L1_02.07	source_fim3	fim3-1	5	5	5	1	6	100	83.3333333333333
FRA	resurgence	L1_02.07	source_fim3	MISSING	1	5	5	1	6		16.6666666666667
FRA	resurgence	L1_02.07	source_antigen_profile	ptxP3/fim3-1	5	5	5	1	6	100	83.3333333333333
FRA	resurgence	L1_02.07	source_antigen_profile	MISSING	1	5	5	1	6		16.6666666666667
FRA	resurgence	L1_02.07	source_23S_raw	23S_rRNA_1	4	6	6	0	6	66.6666666666667	66.6666666666667
FRA	resurgence	L1_02.07	source_23S_raw	23S_rRNA_13	1	6	6	0	6	16.6666666666667	16.6666666666667
FRA	resurgence	L1_02.07	source_23S_raw	MS	1	6	6	0	6	16.6666666666667	16.6666666666667
FRA	resurgence	L1_02.07	frozen_23S_status	MISSING	5	1	1	5	6		83.3333333333333
FRA	resurgence	L1_02.07	frozen_23S_status	MS	1	1	1	5	6	100	16.6666666666667
FRA	resurgence	L1_02.07	frozen_PRN_outcome	MISSING	5	1	1	5	6		83.3333333333333
FRA	resurgence	L1_02.07	frozen_PRN_outcome	intact	1	1	1	5	6	100	16.6666666666667
FRA	resurgence	L1_02.07	frozen_PRN_mechanism	MISSING	5	1	1	5	6		83.3333333333333
FRA	resurgence	L1_02.07	frozen_PRN_mechanism	intact	1	1	1	5	6	100	16.6666666666667
