cohort_version	analysis_domain	input_path	sha256	size_bytes	data_rows
pre_rescue	ancestry	data/model_sensitivity/cohort_gate_pre_rescue/country_phylogeographic_summary.tsv	5f280a1e57632a1eba7df8f810d0ff249ea7a5f6599d3fa85ee58cccd18f2640	315	5
pre_rescue	growth	data/model_sensitivity/cohort_gate_pre_rescue/lineage_relative_transmission.tsv	269eeafe041adee1f894da07d3411c73d2c34899ea75b5109a61ef25a50a9464	426	5
final	ancestry	results/phylogeography/events_thr0_5/country_phylogeographic_summary.tsv	2d9aebef25034f1085c91797c40fd6d43abdfba0de129c922c67987a428497ee	318	5
final	growth	results/model_main/lineage_relative_transmission.tsv	ef8417a458d2439036525e2b8b4198c0d660cf3fc5d24eeb9dd914ee6aea390a	431	5
