node	AUS	Africa_other	Asia_other	BEL	CHN	Europe_other	FRA	JPN	Unknown_other
NODE_0001	0.170284260500759	0.013698390673321487	0.05515017794539275	0.16720974944648526	0.13727838766450223	0.04254991152438156	0.12821322122579465	0.15637347418843534	0.12924242683092782
NODE_0953	9.857272453595953e-05	7.929609503875186e-06	0.0008506576582565661	9.679297736294111e-05	7.946656169043224e-05	0.9944461268287393	7.421899417240568e-05	9.05201652259493e-05	0.004255714480512473
NODE_0952	0.1677594785042866	0.013991586370005167	0.05569598052990005	0.1647249962162826	0.13772294870169358	0.04924180455299958	0.12630795878903894	0.15521417359279743	0.129341072742996
NODE_0988	4.943968765692437e-05	3.977138898803108e-06	0.0008367007093638539	4.8547045754648186e-05	3.9856887466993434e-05	0.9968093732642731	3.7224941355417595e-05	4.5400882612223276e-05	0.0021294794426179628
USA__SAMN03996251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
NODE_0941	0.11976275380604795	0.022727368634293674	0.05685582723542998	0.11745382559308917	0.16197471485806686	0.1850125473545914	0.09006129766376866	0.14056133864356862	0.1055903262111436
NODE_0954	0.07699465546144887	0.0061951913369461785	0.13310310176088008	0.07560448814012614	0.062077991902093774	0.22470166506022393	0.05797206798634885	0.07070814388863188	0.29264269446330027
DEU__SAMN22091640	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
IRN__SAMN12675072	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
NODE_0940	0.020129714141301727	0.001960344685259761	0.09891278172903913	0.01899727436048297	0.017650660793337287	0.6858925594603346	0.014566546871659652	0.05022209110212944	0.09166802685645548
NODE_0942	0.12034988301343526	0.02420419367182702	0.055429562691816425	0.11804409782366751	0.16960226924270116	0.17403341722050047	0.09051391059863446	0.14314748682946615	0.10467517890795155
NODE_0955	4.904841487933438e-05	3.945850397017426e-06	3.0206024193095923e-05	4.816283537778058e-05	3.954238949608068e-05	0.98786881292312	3.693033622443834e-05	4.504201064094355e-05	0.011878309215671236
