numerator	denominator	mean	median	lower_95	upper_95	posterior_probability_above_one
L1_02.07	L1_01.02	1.10935637234302	1.10784354611111	1.05350372647225	1.17292933349431	1
L1_02.07	L1_02.05	1.13457011166229	1.13136118715793	1.0825860911663	1.20393901440984	1
L1_02.07	L1_02.06	1.15051280376885	1.14840957181012	1.09942632795888	1.21570347977627	1
L1_02.07	Other	1.18151468143793	1.17818988022823	1.1246119666928	1.25985186183695	1
