parameter	mean	se_mean	sd	2.5%	50%	97.5%	n_eff	Rhat	replicate	truth	covered_95	log_error_median	parameter_type
lineage_relative_transmission[1]	1.00039685579239	0.000493654263096663	0.0176986549974865	0.964107565295047	1.00083393443209	1.03201838215658	1285.38948669066	0.999620232665227	1	1.02617787723966	TRUE	-0.0250075144491336	lineage_growth
lineage_relative_transmission[2]	1.00199886637766	0.000413154098069276	0.0126818627784074	0.977976072201584	1.00206753054993	1.02694248426374	942.197547836549	0.999874611945635	1	0.979948387507446	TRUE	0.0223207706632373	lineage_growth
lineage_relative_transmission[3]	0.955803390485042	0.000563473362814371	0.0188347882911182	0.912740580363401	0.958485400925752	0.985882336884811	1117.31262265264	0.999787081686525	1	0.980489102338822	TRUE	-0.0226971999808217	lineage_growth
lineage_relative_transmission[4]	1.09110690582501	0.000470569558477306	0.0145302189859172	1.06541301922274	1.08996267739951	1.12186363117397	953.447230275757	1.00195500220886	1	1.10876091490477	TRUE	-0.0170996441897599	lineage_growth
lineage_relative_transmission[5]	0.95720117857723	0.00038081980256294	0.0148164029639284	0.92570396774793	0.957794294784771	0.983437043636376	1513.72336694724	0.998708373237631	1	0.914731153707363	FALSE	0.0460028302909359	lineage_growth
import_scale[1]	133.476234670748	2.72112744685946	100.24633123211	10.4287261953383	111.508087149363	374.62039553109	1357.18549412366	0.998997112116623	1	71.8128563458779	TRUE	0.440033600990239	import_scale
import_scale[2]	324.976764742896	49.0538351856227	1373.59784769678	4.28560888265785	93.8416701478594	1695.40817805704	784.103275651547	1.00360320351667	1	323.957793507471	TRUE	-1.23900423834317	import_scale
import_scale[3]	61.8839604031761	1.79284744023178	68.336837322664	3.21195411992799	40.1712629541392	248.239667397187	1452.85770182865	1.00211296523136	1	3.50744529325622	TRUE	2.43826395231252	import_scale
lineage_relative_transmission[1]	1.0109977182031	0.000348303490763711	0.0144239266970093	0.981814696652738	1.01083935616494	1.03986391916343	1714.94959154946	0.998523313711862	2	0.998778507609086	TRUE	0.0120032704545532	lineage_growth
lineage_relative_transmission[2]	0.974912573116025	0.0004589022411601	0.0133109160345724	0.944619304242172	0.976116203975806	0.997111330557398	841.34773607889	0.998643882968838	2	0.991157836337763	TRUE	-0.0152921506370978	lineage_growth
lineage_relative_transmission[3]	0.983328849159093	0.000222151436468626	0.00932746970525773	0.965617726196741	0.983455688561657	1.00212969426379	1762.9071643614	0.99864691659154	2	0.978830177774793	TRUE	0.00471441947713508	lineage_growth
lineage_relative_transmission[4]	1.08251770371017	0.000342327104349194	0.0126112441483393	1.05993960641611	1.08199435868096	1.10833383365655	1357.16700914543	0.998559574406699	2	1.10256329503299	TRUE	-0.0188317705294065	lineage_growth
lineage_relative_transmission[5]	0.953509113438483	0.000286915168247572	0.0130380795282922	0.926775769422375	0.954910790557842	0.97590851442153	2065.00084851379	0.998622359210521	2	0.936002722295035	TRUE	0.0199995381807948	lineage_growth
import_scale[1]	89.4553079957407	1.63710895867898	73.5529607357912	5.00748143959147	71.6690652233129	267.974080465077	2018.57619851032	0.998939258660886	2	87.8105616358639	TRUE	-0.203122578255021	import_scale
import_scale[2]	313.610912521518	33.5388293201518	837.667674148628	5.76954690346748	100.877549572156	1631.04946432639	623.803365680677	1.00003084087164	2	70.5844695201247	TRUE	0.357097259007899	import_scale
import_scale[3]	15.906239333448	0.274455070866902	12.6512318087407	2.38577439426009	12.8304269674447	48.42663995336	2124.82471014293	0.998963170374999	2	4.35022111453745	TRUE	1.08159278217127	import_scale
lineage_relative_transmission[1]	0.974456455913547	0.000694463676062827	0.0217229117535706	0.929314616783097	0.975239802444084	1.0152109461162	978.446324366167	1.00202305405201	3	0.988767640997149	TRUE	-0.0137759686576564	lineage_growth
lineage_relative_transmission[2]	0.995847902006204	0.000488463504047162	0.0143731782420965	0.970871302626072	0.994588593426384	1.03034397058116	865.847448344099	1.00317813841591	3	0.977680409165433	TRUE	0.0171463410751834	lineage_growth
lineage_relative_transmission[3]	0.96261228022626	0.000909054249304513	0.0237200319662792	0.899425750249758	0.968436482125827	0.991990135852665	680.849209365691	1.00192316629335	3	0.957992882452031	TRUE	0.0108425485811654	lineage_growth
lineage_relative_transmission[4]	1.11138189279508	0.000584628518924322	0.0187569853344694	1.07938423224214	1.11021005955677	1.15212532060438	1029.35714581584	0.999893528295463	3	1.12136167733529	TRUE	-0.00999448991199946	lineage_growth
lineage_relative_transmission[5]	0.964136097095075	0.000427681684433925	0.0157183444969299	0.93288558557439	0.965134649698977	0.994079982958532	1350.74168279451	1.00293993508856	3	0.962943597130355	TRUE	0.00227278484718195	lineage_growth
import_scale[1]	340.556923950861	14.2201815604245	447.649175601558	7.5042522338371	155.980814952608	1534.30655949726	990.980925502172	1.00004716617189	3	69.7037452255662	TRUE	0.805478968781996	import_scale
import_scale[2]	318.399118169091	34.5122687203988	1125.5270642774	4.71118534552885	101.627449705806	1967.20819836676	1063.56703085977	0.999552584099638	3	293.927309083484	TRUE	-1.06201881582887	import_scale
import_scale[3]	24.771932906662	0.53749876164558	19.2965705534425	3.18228009425327	19.8063383391568	72.8531416890136	1288.85875916753	0.99932344632033	3	19.9501373312248	TRUE	-0.00723402247000359	import_scale
lineage_relative_transmission[1]	1.01234334610086	0.000470905832653347	0.0185506433484107	0.978054873420483	1.01216466079799	1.04994643887517	1551.8502564898	0.999162051589656	4	1.02027350278699	TRUE	-0.00797946541219778	lineage_growth
lineage_relative_transmission[2]	0.998953416530258	0.000428326488968003	0.0157561587656557	0.967477253588738	0.998950734783199	1.02985768816392	1353.16523034255	1.00139877814717	4	1.00096915221206	TRUE	-0.00201849896817754	lineage_growth
lineage_relative_transmission[3]	0.950660100099755	0.000476516036251743	0.0177334894408645	0.911343772105552	0.952184414973801	0.981169778197452	1384.94765792526	1.00106328362938	4	0.969504599107257	TRUE	-0.0180264892252379	lineage_growth
lineage_relative_transmission[4]	1.09341991908445	0.000592375900237415	0.0187732375430641	1.05954744113686	1.09124979846661	1.13477223417967	1004.34653931845	0.999677075476667	4	1.12012792937798	TRUE	-0.0261192579525753	lineage_growth
lineage_relative_transmission[5]	0.95203741851736	0.000465075273002362	0.0174084614874894	0.915134190689879	0.953350647644333	0.983586976728023	1401.1166137415	0.99895307513886	4	0.901664972632089	FALSE	0.0557397530162592	lineage_growth
import_scale[1]	211.483563680727	5.59248292218392	191.133424980793	9.92264289022301	158.714719548366	723.288730372442	1168.05677062777	0.998824393608553	4	117.719521080922	TRUE	0.298803518941454	import_scale
import_scale[2]	304.138553092239	24.2771717638831	701.99174866292	5.60700291347699	101.881357654081	1733.99807974171	836.11849995417	1.00353292408158	4	42.9798294574047	TRUE	0.863078052780193	import_scale
import_scale[3]	26.9607077785203	0.46727844453693	16.3094257040722	8.43060217522865	22.454819728007	70.7185031847969	1218.22032839637	0.998506137305338	4	20.1253475756744	TRUE	0.109525184366157	import_scale
lineage_relative_transmission[1]	0.844213018271817	0.0035582610989288	0.106058554556352	0.628777738336702	0.846356076339513	1.01925970511857	888.414795333783	0.999690731967645	5	1.00980863913078	TRUE	-0.176575960603646	lineage_growth
lineage_relative_transmission[2]	0.926621331871707	0.00157820954990572	0.0671690222430218	0.788004575729642	0.931709294813498	1.04168476603092	1811.37645747644	0.998700227937734	5	0.982064683135619	TRUE	-0.0526363243650637	lineage_growth
