country_iso3	model_month	observed_cases	fitted_median	fitted_lower_95	fitted_upper_95	baseline_median	baseline_lower_95	baseline_upper_95	no_new_exposure_median	no_new_exposure_lower_95	no_new_exposure_upper_95	equal_lineage_median	equal_lineage_lower_95	equal_lineage_upper_95	l10207_reference_median	l10207_reference_lower_95	l10207_reference_upper_95
CHN	2024-01-01	15275	14824.870869742	9217.54191524952	25627.8254951284	22723.0441418322	6121.78576629191	84269.9371890989	22723.0441418322	6121.78576629191	84269.9371890989	9724.76143989828	1897.8261512095	36035.5119451942	9692.15096112481	1881.56797004639	35783.8662457323
CHN	2024-02-01	17105	20182.8344324351	16939.6438911111	24107.992854615	28582.1248260633	7907.00004250591	108943.685365949	28582.1248260633	7907.00004250591	108943.685365949	12095.5725624574	2291.19716534391	42799.099201568	12029.6628031783	2283.0038235781	42352.5025161356
CHN	2024-03-01	27078	21867.396346353	18456.8255667266	26000.960985078	34231.2691772312	9943.99858532441	135965.416872532	34231.2691772312	9943.99858532441	135965.416872532	14298.8033678219	2688.23857850448	49727.1653804296	14256.196675891	2681.51687645612	49454.0827961477
CHN	2024-04-01	91272	31948.4930552746	26861.3294580755	38121.0822140657	39328.5323872898	11408.2040157398	160651.467364645	39328.5323872898	11408.2040157398	160651.467364645	16199.365845056	2862.484227124	54789.2208424868	16148.0853976918	2880.22191351293	54555.8069079302
CHN	2024-05-01	97669	91029.1193455719	71414.8433137009	113472.354747449	42637.5697126559	12527.0568115876	178071.456627008	42637.5697126559	12527.0568115876	178071.456627008	17283.6985761046	2996.44344857854	59230.181398578	17245.03206317	2986.65682379476	58913.564560022
CHN	2024-06-01	85817	92063.2073882547	72350.2182225619	116147.305711088	43439.2338689692	12944.7277667878	189613.346187175	43439.2338689692	12944.7277667878	189613.346187175	17425.3413049294	3050.25297645908	61254.5422516267	17360.6792062542	3037.07408298789	60123.8349123049
CHN	2024-07-01	74964	77631.9343695661	61573.9761597633	97915.5048930466	41770.7737482251	12822.8112049007	190476.221547947	41770.7737482251	12822.8112049007	190476.221547947	16564.3230403063	2932.23785532918	57372.5666240683	16531.9855193586	2918.4236757454	56804.9665485401
CHN	2024-08-01	43216	65158.0518602177	51800.7857604079	81977.1430604402	38284.5483033388	11739.3851940024	181874.870735199	38284.5483033388	11739.3851940024	181874.870735199	15116.1990613426	2520.17831141971	53635.1102000926	15067.078470119	2506.21708177652	53349.9347523627
CHN	2024-09-01	17316	37693.7024512577	30760.4024887576	46674.2309879836	33840.7192373241	10375.9788085723	170869.89253663	33840.7192373241	10375.9788085723	170869.89253663	13104.8111120958	2190.58663305516	46998.8152548661	13046.0889211032	2178.91104585184	46574.5310400323
CHN	2024-10-01	10118	15802.4093918936	13074.6341204636	19266.200132804	28822.0336517854	8758.48628306617	152887.728176346	28822.0336517854	8758.48628306617	152887.728176346	10947.1825374742	1804.04672153778	41163.1739404628	10908.8555067627	1799.39594861712	40914.900682998
CHN	2024-11-01	7829	9326.08021702585	7692.38643400934	11395.6147191831	23942.3374658365	7127.62428387823	133431.717459258	23942.3374658365	7127.62428387823	133431.717459258	8956.61003568213	1434.30727954945	34478.6114710463	8917.85322898225	1419.88868300283	34330.7595857205
CHN	2024-12-01	6662	7117.21520019841	5866.01724331206	8670.53539088834	19598.1500709619	5784.61095088831	116775.373812456	19598.1500709619	5784.61095088831	116775.373812456	7137.05998306559	1111.26831305851	28420.0545552505	7120.10873589179	1104.94200043026	28260.876646139
CHN	2025-01-01	5611	5933.10455987522	4914.17414427531	7227.83135235351	15640.1754181821	4502.68007014043	96155.392099507	15640.1754181821	4502.68007014043	96155.392099507	5670.84470908358	862.400926004324	22660.4220389441	5652.94783475432	854.147679751818	22725.4602048994
CHN	2025-02-01	4298	4927.21772408804	4076.48209505142	5991.29205487984	12458.762317046	3520.02918672021	81759.1309277724	12458.762317046	3520.02918672021	81759.1309277724	4468.5286475235	629.676295076739	18483.5994311522	4457.66614639265	625.847023303856	18367.2625621457
CHN	2025-03-01	4186	3752.83436424838	3113.08991127804	4595.1951925144	9886.27790591069	2741.98273211547	66599.8309023501	9886.27790591069	2741.98273211547	66599.8309023501	3483.51860532957	476.526618876564	14249.0322608305	3469.82833410035	475.767952538325	14237.9081274195
CHN	2025-04-01	4506	3583.2493686752	2960.64989313578	4375.8174100052	7823.21190918888	2123.29687220543	52797.6962524093	7823.21190918888	2123.29687220543	52797.6962524093	2729.34519576935	359.71195624729	11296.0179094406	2719.82474869498	351.42987540198	11230.1707982515
CHN	2025-05-01	4260	3756.69087297453	3100.67078721644	4613.13841762957	6200.59645582223	1627.91992463244	44763.0032211694	6200.59645582223	1627.91992463244	44763.0032211694	2132.68059370857	263.093752063421	8928.32297445145	2129.2412064624	261.454736752798	8860.81966966465
CHN	2025-06-01	3590	3518.87881754689	2893.38426209367	4341.29376378886	4965.95082431987	1286.45102624999	36735.3548844287	4965.95082431987	1286.45102624999	36735.3548844287	1676.97969198478	193.511825088245	7387.61449133843	1675.61938680356	191.766597957851	7358.81038484779
CHN	2025-07-01	2974	2987.23229111221	2456.33788846475	3722.78869715073	4062.19076708241	1000.38853777101	30758.0017614729	4062.19076708241	1000.38853777101	30758.0017614729	1336.61138685844	142.318149230321	5945.55596821488	1335.78231755036	141.715636105187	5939.08681326527
CHN	2025-08-01	1774	2521.44449214597	2048.06730985258	3186.79119022789	3355.00101607179	820.261341799729	25962.8881284973	3355.00101607179	820.261341799729	25962.8881284973	1076.61286909183	108.005289013048	4986.75404102653	1072.16638106338	107.252145989955	4926.77985975332
CHN	2025-09-01	1028	1589.48591228041	1281.05516150749	2009.51396487597	2858.68200167229	668.427962837359	23292.7853048695	2858.68200167229	668.427962837359	23292.7853048695	891.939916220234	81.3128319798733	4237.21520511486	890.870798100501	81.3374541417054	4252.08658678895
CHN	2025-10-01	893	977.38590565153	776.033552635947	1248.979802082	2554.9244678147	574.904078062042	21549.2494706665	2554.9244678147	574.904078062042	21549.2494706665	760.422365417936	65.7115740226965	3793.18097821433	758.52306623701	65.5569655687833	3774.92099050469
CHN	2025-11-01	1246	893.374815807327	685.663496434406	1179.93522708678	2395.85226115798	525.836858878561	22535.1918063391	2395.85226115798	525.836858878561	22535.1918063391	682.230246308755	56.552529830858	3665.71267933365	681.456185893144	56.2632160535212	3681.43387784503
CHN	2025-12-01	1313	1298.60180372955	900.8984857867	1922.99602200214	2425.70178869244	498.851486594722	23492.4596405122	2425.70178869244	498.851486594722	23492.4596405122	654.866079988967	50.423803442686	3704.15566694917	652.350213787124	50.2985021349491	3719.79101873571
JPN	2019-01-01	934	934.000001	934.000001	934.000001	934	934	934	934	934	934	934	934	934	934	934	934
JPN	2019-02-01	922	950.989081630362	652.335474971651	1444.831574074	922	922	922	922	922	922	922	922	922	922	922	922
JPN	2019-03-01	957	940.310107509822	695.985050033958	1302.99570112226	957	957	957	957	957	957	957	957	957	957	957	957
JPN	2019-04-01	876	965.299858349709	740.487058490491	1276.10119439462	876	876	876	876	876	876	876	876	876	876	876	876
JPN	2019-05-01	862	879.781803522943	687.840384071264	1143.45219684091	862	862	862	862	862	862	862	862	862	862	862	862
JPN	2019-06-01	1083	851.282919407318	675.971896546573	1085.88373483252	1083	1083	1083	1083	1083	1083	1083	1083	1083	1083	1083	1083
JPN	2019-07-01	1389	1027.57266043174	822.779912282388	1297.24214814645	1389	1389	1389	1389	1389	1389	1389	1389	1389	1389	1389	1389
JPN	2019-08-01	1038	1258.39641942441	1009.71448697776	1583.60709398435	1038	1038	1038	1038	1038	1038	1038	1038	1038	1038	1038	1038
JPN	2019-09-01	1243	943.623550898757	762.451547061027	1181.94510985356	1243	1243	1243	1243	1243	1243	1243	1243	1243	1243	1243	1243
JPN	2019-10-01	930	1086.32360494794	871.534260887327	1372.59432857895	930	930	930	930	930	930	930	930	930	930	930	930
JPN	2019-11-01	833	814.403511174918	658.247979255654	1019.52547650229	833	833	833	833	833	833	833	833	833	833	833	833
JPN	2019-12-01	719	719.888952058032	581.950012779469	893.823264150983	719	719	719	719	719	719	719	719	719	719	719	719
JPN	2020-01-01	535	616.5027113096	499.183067828993	765.885400203699	535	535	535	535	535	535	535	535	535	535	535	535
JPN	2020-02-01	453	459.958244738543	371.532096653295	572.547261086327	453	453	453	453	453	453	453	453	453	453	453	453
JPN	2020-03-01	503	388.364983262676	312.908944182137	481.090328050755	503	503	503	503	503	503	503	503	503	503	503	503
JPN	2020-04-01	130	425.763328068098	342.508856917609	529.841330803789	130	130	130	130	130	130	130	130	130	130	130	130
JPN	2020-05-01	65	115.559520627464	93.0668749398422	143.813017001095	65	65	65	65	65	65	65	65	65	65	65	65
JPN	2020-06-01	71	58.6620672283238	47.6057072001814	73.1661842845796	71	71	71	71	71	71	71	71	71	71	71	71
JPN	2020-07-01	38	64.3719790348566	52.3727586456085	80.2682252052966	38	38	38	38	38	38	38	38	38	38	38	38
JPN	2020-08-01	52	35.2000950267204	28.6785024274217	43.8846426399592	52	52	52	52	52	52	52	52	52	52	52	52
JPN	2020-09-01	48	48.5299281494598	39.2748060662597	60.7600870374254	48	48	48	48	48	48	48	48	48	48	48	48
JPN	2020-10-01	36	45.526265928939	36.6804658145226	57.3421946725513	36	36	36	36	36	36	36	36	36	36	36	36
JPN	2020-11-01	54	34.9167070883898	28.0581868611663	43.9878281806808	54	54	54	54	54	54	54	54	54	54	54	54
JPN	2020-12-01	41	52.8270597606308	42.4476075619006	66.4690828804325	41	41	41	41	41	41	41	41	41	41	41	41
JPN	2021-01-01	33	40.9444870767182	32.9107654738508	51.3782611162127	33	33	33	33	33	33	33	33	33	33	33	33
JPN	2021-02-01	31	33.5560036348004	27.0639733275748	42.0096537358138	31	31	31	31	31	31	31	31	31	31	31	31
JPN	2021-03-01	44	32.0411943414042	25.877496321312	39.8482384608518	44	44	44	44	44	44	44	44	44	44	44	44
JPN	2021-04-01	20	45.743683623497	37.1668747071953	56.5408524856643	20	20	20	20	20	20	20	20	20	20	20	20
JPN	2021-05-01	36	21.4039142475099	17.3338854050603	26.5002209468689	36	36	36	36	36	36	36	36	36	36	36	36
JPN	2021-06-01	49	38.3140487854193	30.9735103450764	47.6228870830755	49	49	49	49	49	49	49	49	49	49	49	49
JPN	2021-07-01	36	52.1535364304281	42.1660858804624	65.4584558554747	36	36	36	36	36	36	36	36	36	36	36	36
JPN	2021-08-01	31	38.6045179565951	31.3507375417102	48.5425968206008	31	31	31	31	31	31	31	31	31	31	31	31
JPN	2021-09-01	39	33.3419706606207	27.076680547859	41.8212765731299	39	39	39	39	39	39	39	39	39	39	39	39
JPN	2021-10-01	53	41.6401995063701	33.977950408921	52.0778015758517	53	53	53	53	53	53	53	53	53	53	53	53
JPN	2021-11-01	99	56.0985893769159	45.7420489745814	69.9588583132904	99	99	99	99	99	99	99	99	99	99	99	99
JPN	2021-12-01	92	103.392330787346	83.7635565201464	129.525355338046	92	92	92	92	92	92	92	92	92	92	92	92
JPN	2022-01-01	40	95.9882511882836	77.3297898429458	121.099373475452	40	40	40	40	40	40	40	40	40	40	40	40
JPN	2022-02-01	35	42.3206743434184	33.8957195964836	53.7157692323118	35	35	35	35	35	35	35	35	35	35	35	35
JPN	2022-03-01	25	37.2283858637718	29.6571481889082	47.3600090215672	25	25	25	25	25	25	25	25	25	25	25	25
JPN	2022-04-01	16	26.8685794701057	21.4952590035945	34.2342391622745	16	16	16	16	16	16	16	16	16	16	16	16
JPN	2022-05-01	31	17.5309929217349	14.0822104192488	22.2319918922143	31	31	31	31	31	31	31	31	31	31	31	31
JPN	2022-06-01	29	33.6010635234978	27.0775924871369	42.4611146248411	29	29	29	29	29	29	29	29	29	29	29	29
JPN	2022-07-01	14	31.7728477592183	25.6147545354408	39.9341861092023	14	14	14	14	14	14	14	14	14	14	14	14
JPN	2022-08-01	20	15.7988398427111	12.7160096651497	19.7977791679766	20	20	20	20	20	20	20	20	20	20	20	20
JPN	2022-09-01	30	22.4895660035108	18.1044787031431	28.3949086052449	30	30	30	30	30	30	30	30	30	30	30	30
JPN	2022-10-01	36	33.6855603845357	26.907049911288	42.7144450301568	36	36	36	36	36	36	36	36	36	36	36	36
JPN	2022-11-01	53	40.6453465864203	32.4528439332744	51.3536130364219	53	53	53	53	53	53	53	53	53	53	53	53
JPN	2022-12-01	22	59.8155286386036	48.0570609044265	75.2411854161654	22	22	22	22	22	22	22	22	22	22	22	22
JPN	2023-01-01	35	25.4582122544287	20.5123311971516	31.8194442889	25.4582122544287	20.5123311971516	31.8194442889	25.4582122544287	20.5123311971516	31.8194442889	23.6750039418261	18.8350601938522	30.0557424696627	23.5535494462522	18.7672218489132	29.8100734062492
JPN	2023-02-01	43	40.3320019907472	32.5830726277618	50.4842837393466	29.548517120909	19.3451058803924	45.9509128095846	29.548517120909	19.3451058803924	45.9509128095846	25.6115766009233	16.3155404287256	40.6240809704591	25.3348367221609	16.191029142789	40.1269470113346
JPN	2023-03-01	34	49.6716707613532	40.0964828620958	61.8958740209697	34.3838638829336	18.467395037068	66.0351205651173	34.3838638829336	18.467395037068	66.0351205651173	27.7261355304889	14.2800209660505	54.455537445183	27.2961885544495	14.1405281092155	53.1500190611104
JPN	2023-04-01	46	39.650744227896	31.9307308058232	49.5265521291457	40.1294325869975	17.7434596781635	93.6850617077656	40.1294325869975	17.7434596781635	93.6850617077656	29.9672925534493	12.8428127719004	72.2361297063903	29.4389913938443	12.6224670113955	69.6750425028788
JPN	2023-05-01	85	53.7567613893338	43.1479412264255	67.1849257470239	47.0325622308264	17.3844453158034	132.772893954001	47.0325622308264	17.3844453158034	132.772893954001	32.5525768523525	11.6229519935325	95.8410329171987	31.7866015929239	11.3862088541331	90.9939937656295
JPN	2023-06-01	84	98.7494476704292	79.4819577651409	124.080402230971	54.9898198590806	17.1956449789662	189.374611811661	54.9898198590806	17.1956449789662	189.374611811661	35.1941065243167	10.4653225499972	126.856530887024	34.3403970126784	10.2866056535065	120.443051983135
JPN	2023-07-01	116	98.0790319194233	78.9184775209829	122.879080538926	64.5113834114816	16.9470766178983	264.526659913282	64.5113834114816	16.9470766178983	264.526659913282	38.2074514291375	9.53889879166738	167.262639780985	37.1485510696953	9.37704465231017	156.518013239192
JPN	2023-08-01	55	135.376941005756	108.950372818739	168.990046794709	77.0116546130167	17.3481241571874	363.129744520722	77.0116546130167	17.3481241571874	363.129744520722	41.807682729746	8.96900588038228	211.254187611046	40.361937408695	8.76521095003601	198.949706555765
JPN	2023-09-01	50	65.5924538080624	53.2853757020671	81.7137186441152	91.3929858985393	17.8476270064554	499.962053765835	91.3929858985393	17.8476270064554	499.962053765835	45.8681285645517	8.67965377032237	271.208930185393	44.3969928624004	8.60199751683338	255.15643408351
JPN	2023-10-01	110	60.2711638271219	48.7329119081771	74.9985900747532	109.023492811477	18.9298261222358	683.371714115525	109.023492811477	18.9298261222358	683.371714115525	51.2613566816978	8.41221585638331	344.103919767288	49.3816176500913	8.25615340486342	322.768690419115
JPN	2023-11-01	80	131.73955762406	106.211634294553	164.759226724013	130.649670702484	20.3757590375818	907.579814886169	130.649670702484	20.3757590375818	907.579814886169	57.045071508237	8.41355133998282	432.952880468717	54.5760504083137	8.31220903622356	398.96084338519
JPN	2023-12-01	77	97.7348401916033	78.3897845810913	122.874533674259	158.499702792584	21.9037316326165	1183.0277797541	158.499702792584	21.9037316326165	1183.0277797541	63.7657599564173	8.78782561937934	542.020465146494	60.6265847734526	8.43285131162503	511.103228020128
JPN	2024-01-01	37	164.968779209285	103.507806591622	359.067235362934	280.084152172619	69.5082735362158	1641.43089422249	191.758219834041	24.2265140335195	1557.18750356809	160.2419744596	44.3697392987287	785.892024613822	155.987475803608	43.2608228809416	732.596275864014
JPN	2024-02-01	35	47.2391513534233	37.8963770211284	59.3402880326411	343.606465908559	77.0043285349349	2093.9212509441	235.537364073567	26.6353999174522	1983.5991809189	180.4037941203	45.01028006722	988.988534950029	175.33710198491	44.4924216505888	888.125237908743
JPN	2024-03-01	34	45.6106848739353	36.8521190534161	57.1610131573788	418.88236391341	86.848166147891	2701.30785385211	294.580795265627	30.386370100518	2558.18146323591	204.686707333532	46.5834793483088	1235.40570742269	197.947649330322	45.5425019863576	1093.86510885739
JPN	2024-04-01	100	45.3074289756668	36.8620523419562	56.4092576234248	518.08366948664	98.9756111429356	3509.46039443891	371.059343645112	35.6165995075533	3307.74480529768	238.843861439435	50.1261688131554	1531.27320000619	229.883011042284	48.6328765424074	1377.80762436271
JPN	2024-05-01	93	133.794537852738	109.132667482442	165.614813979054	651.117648930706	115.850613559741	4682.40490246724	476.311898572717	43.2617006522255	4423.65618430876	280.426640447631	53.4883763204951	1894.11925669413	271.667791631848	52.5228440713936	1793.05875432924
JPN	2024-06-01	150	127.812604392048	104.055181861925	158.567465470439	823.467610387737	140.740287040051	6225.52851082002	616.801490758166	52.6609537006342	5948.79930104305	340.069703385602	59.1835360551189	2485.44866941781	328.095683547843	57.4766151449002	2314.04343893507
JPN	2024-07-01	283	209.036199133236	169.722246597011	261.539922096127	1061.28186026843	177.329690301697	8108.56299599498	810.07882054645	67.422918970879	7759.97292727614	415.507046363867	64.9541784861703	3100.05088766034	398.478988429354	63.6713917880094	2953.35683997111
JPN	2024-08-01	322	396.868002227261	320.927950616897	497.579845396569	1367.23780976735	219.784663989853	10468.3100180205	1058.57550336562	90.3181502292693	9770.80927252033	521.089560119973	76.7019580042333	3833.80297591569	501.364940045443	74.4846098776994	3622.03917660131
JPN	2024-09-01	523	482.21512062239	388.977160805915	606.098079231814	1779.73506872919	298.562891388278	14219.1908251465	1393.51509726156	119.447511395316	13230.4118732975	676.346418943604	103.325782615098	4894.09446382899	651.892731759589	100.270081889811	4679.85531999348
JPN	2024-10-01	528	752.45584837618	607.5791076096	937.564889538082	2278.91242269592	391.891537429363	18477.3148881298	1807.37327541477	160.057542265367	17127.2413508713	871.091927073862	123.414733946401	6241.50979404864	832.119964364275	121.927819971525	5750.21512586738
JPN	2024-11-01	519	788.992646688835	639.44628560289	980.941037404695	2901.51597001975	531.25845658912	24685.5264713319	2362.59142990231	218.24532313249	22799.2323966287	1123.08631130051	158.599212416069	7794.38087461487	1082.33873174006	154.510280089855	7287.67195730029
JPN	2024-12-01	593	822.460905465446	666.444937951424	1026.28351246316	3704.92990160842	731.145220864658	31866.1422755345	3035.27302665779	315.626105791521	29959.2540737117	1486.93269318423	218.717776965582	9866.18917863023	1442.69051701036	213.359163859641	9370.45242834186
JPN	2025-01-01	716	949.136300284694	761.570314404422	1187.6904699183	4659.85511794743	984.568578328599	41721.4752397306	3864.23500173458	430.473118649569	38416.410432507	1934.58248959316	305.249098185872	12424.0389259349	1865.23336378775	298.852483371888	11531.2552794149
JPN	2025-02-01	1253	1084.85629229298	860.895360880537	1365.83172500757	5641.77420141593	1299.71393700787	53907.794172249	4782.45278421158	602.73797974488	47105.6220547224	2430.943212029	383.564608423413	15129.1215397505	2340.46696737368	373.777075640592	14135.9678177116
JPN	2025-03-01	2801	1825.75585211935	1458.83687141467	2283.90084442798	6738.29218985312	1673.15849923395	70264.4983990812	5787.4099716416	849.00524287613	61529.0552472806	2938.25250674265	472.436318954307	18167.917207053	2854.5775215287	464.495107043162	17579.2692542504
JPN	2025-04-01	7028	3667.27537120203	2968.91592274393	4551.59087833312	7811.96026211155	2040.71037784089	86660.1563546802	6743.2614759516	1119.59259271394	78297.9537184564	3439.54761697223	555.061696266805	21380.8151747691	3330.35940684758	542.907573843877	20240.8171492814
JPN	2025-05-01	9080	7939.99734376429	6226.31654346838	10272.2097067902	8734.97642415145	2458.06036489303	101378.947202442	7606.50605574632	1413.26055732624	92202.1135332939	3898.66447348866	646.533341484876	23680.1615185849	3785.51462788803	634.253880877908	21640.8871282946
JPN	2025-06-01	16156	9580.03326325627	7335.38106066672	12592.7552098525	9281.56854124597	2616.65557606415	111172.266616599	8188.38844829193	1672.30800433919	96459.3783039507	4205.67633304399	718.01222961577	24025.2172872038	4094.34583417967	685.558456256334	22577.263381866
JPN	2025-07-01	14588	14966.4486977962	10707.2502655348	20744.344791252	9317.39679525008	2677.11879817842	116129.635227174	8375.45871964333	1766.061424561	102445.849959182	4259.10234915481	709.734522664303	25227.2894102456	4154.72805234147	703.949423982039	23888.5749147373
JPN	2025-08-01	9737	12941.51931851	9443.21143948991	18012.8202193784	9020.03530075058	2672.31934039729	110934.459169063	8122.31704738727	1772.65149955272	100254.827250043	4102.31293953556	664.068494228477	23191.2256953742	4002.00092078209	645.19947142008	21978.6796600573
JPN	2025-09-01	6835	8594.75947787073	6465.44349151482	11685.7938606392	8099.68493487938	2378.24187931246	103118.857282461	7450.95652870349	1711.3924713497	91704.7750955362	3720.04352485149	590.782549291301	21027.4473226202	3648.70053301812	573.106262695993	20191.8677157786
JPN	2025-10-01	3319	5886.59758836238	4414.34385612679	8168.57562213511	6899.08001066618	1942.91882702221	89891.3634328206	6356.93300080115	1455.86371219533	77948.5324562423	3163.87682201375	478.962985833669	18415.2208688858	3108.37266418568	463.244041418126	17838.0779269405
JPN	2025-11-01	2099	2873.41345475544	2044.41892902117	4222.65552006454	5462.90184001051	1411.75638332176	76685.0368117704	5101.10930020986	1146.91306659011	68177.0817995579	2529.9239121491	361.411702995879	14958.8028897969	2475.73983745944	348.423234127443	14712.5599688126
JPN	2025-12-01	1658	1721.91268956536	1083.88269415861	2834.39390003043	4058.12449134872	890.051176147511	60964.8511124501	3822.55689153105	718.914582241237	53087.8902463976	1807.19233996565	222.095645087526	12448.6383956825	1766.89978619452	216.944212399779	11685.5078248124
