lineage	mean_main	median_main	lower_95_main	upper_95_main	mean_no_project	median_no_project	lower_95_no_project	upper_95_no_project
L1_01.02	1.00822981755589	1.00828352507164	0.975920327421136	1.0416799198854	1.00329096331054	1.00344931292801	0.980787038823736	1.02596221346222
L1_02.05	0.984473445675921	0.985493049034788	0.954256356462509	1.00925259810844	0.988012882673762	0.988187283118824	0.972145155685489	1.00214963241588
L1_02.06	0.970939311842844	0.971614571007472	0.944701338956707	0.993374157467327	0.971656211561779	0.972170219515244	0.955815318372033	0.984682445638981
L1_02.07	1.10378756969578	1.10221920475434	1.07134501192078	1.14558547142404	1.06957678138144	1.06922458355748	1.05312275819996	1.08819566559443
Other	0.940696371571769	0.942645887548383	0.89710592808034	0.972686184859606	0.97088001139239	0.970868638790086	0.956761004430804	0.984835746764719
