country_iso3	country_label	model_month	cases	source_url	source_file	data_freeze_date
AUS	Australia	2023-01-01	46	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-07-24
AUS	Australia	2023-02-01	34	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-07-24
AUS	Australia	2023-03-01	44	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-07-24
AUS	Australia	2023-04-01	43	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-07-24
AUS	Australia	2023-05-01	77	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-07-24
AUS	Australia	2023-06-01	92	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-07-24
AUS	Australia	2023-07-01	95	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-07-24
AUS	Australia	2023-08-01	156	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-07-24
AUS	Australia	2023-09-01	270	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-07-24
AUS	Australia	2023-10-01	367	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-07-24
AUS	Australia	2023-11-01	633	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-07-24
AUS	Australia	2023-12-01	585	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-07-24
AUS	Australia	2024-01-01	827	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-07-24
AUS	Australia	2024-02-01	846	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-07-24
AUS	Australia	2024-03-01	1375	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-07-24
AUS	Australia	2024-04-01	2038	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-07-24
AUS	Australia	2024-05-01	2578	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-07-24
AUS	Australia	2024-06-01	4465	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-07-24
AUS	Australia	2024-07-01	5233	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-07-24
AUS	Australia	2024-08-01	6661	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-07-24
AUS	Australia	2024-09-01	8312	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-07-24
AUS	Australia	2024-10-01	7940	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-07-24
AUS	Australia	2024-11-01	9308	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-07-24
AUS	Australia	2024-12-01	6843	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-07-24
AUS	Australia	2025-01-01	5010	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-07-24
AUS	Australia	2025-02-01	2881	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-07-24
AUS	Australia	2025-03-01	2362	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-07-24
AUS	Australia	2025-04-01	1929	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-07-24
AUS	Australia	2025-05-01	2008	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-07-24
AUS	Australia	2025-06-01	1756	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-07-24
AUS	Australia	2025-07-01	1572	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-07-24
AUS	Australia	2025-08-01	1704	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-07-24
AUS	Australia	2025-09-01	1748	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-07-24
AUS	Australia	2025-10-01	1587	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-07-24
AUS	Australia	2025-11-01	1496	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-07-24
AUS	Australia	2025-12-01	919	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-07-24
CHN	China	2023-01-01	883	https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.060	Pertussis incidence.xlsx	2026-07-24
CHN	China	2023-02-01	538	https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.061	Pertussis incidence.xlsx	2026-07-24
CHN	China	2023-03-01	821	https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.082	Pertussis incidence.xlsx	2026-07-24
CHN	China	2023-04-01	1074	https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.099	Pertussis incidence.xlsx	2026-07-24
CHN	China	2023-05-01	1334	https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.127	Pertussis incidence.xlsx	2026-07-24
CHN	China	2023-06-01	1512	https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.130	Pertussis incidence.xlsx	2026-07-24
CHN	China	2023-07-01	2767	https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.150	Pertussis incidence.xlsx	2026-07-24
CHN	China	2023-08-01	4793	https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.179	Pertussis incidence.xlsx	2026-07-24
CHN	China	2023-09-01	4517	https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.192	Pertussis incidence.xlsx	2026-07-24
CHN	China	2023-10-01	4430	https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.213	Pertussis incidence.xlsx	2026-07-24
CHN	China	2023-11-01	6410	https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1739453479981600768.html	Pertussis incidence.xlsx	2026-07-24
CHN	China	2023-12-01	9126	https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1746766719346462720.html	Pertussis incidence.xlsx	2026-07-24
CHN	China	2024-01-01	15275	https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1770302255702646784.html	Pertussis incidence.xlsx	2026-07-24
CHN	China	2024-02-01	17105	https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1769982157846650880.html	Pertussis incidence.xlsx	2026-07-24
CHN	China	2024-03-01	27078	https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1782571426407886848.html	Pertussis incidence.xlsx	2026-07-24
CHN	China	2024-04-01	91272	https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1792834031219224576.html	Pertussis incidence.xlsx	2026-07-24
CHN	China	2024-05-01	97669	https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1806581689096187904.html	Pertussis incidence.xlsx	2026-07-24
CHN	China	2024-06-01	85817	https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1817735919697768448.html	Pertussis incidence.xlsx	2026-07-24
CHN	China	2024-07-01	74964	https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1828699266119217152.html	Pertussis incidence.xlsx	2026-07-24
CHN	China	2024-08-01	43216	https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1834433420274282496.html	Pertussis incidence.xlsx	2026-07-24
CHN	China	2024-09-01	17316	https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1848255166500679680.html	Pertussis incidence.xlsx	2026-07-24
CHN	China	2024-10-01	10118	https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1859039988831596544.html	Pertussis incidence.xlsx	2026-07-24
CHN	China	2024-11-01	7829	https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1868944491533684736.html	Pertussis incidence.xlsx	2026-07-24
CHN	China	2024-12-01	6662	https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1879707944644890624.html	Pertussis incidence.xlsx	2026-07-24
CHN	China	2025-01-01	5611	https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1890318316888248320.html	Pertussis incidence.xlsx	2026-07-24
CHN	China	2025-02-01	4298	https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1904362252617027584.html	Pertussis incidence.xlsx	2026-07-24
CHN	China	2025-03-01	4186	https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1914222311882788864.html	Pertussis incidence.xlsx	2026-07-24
CHN	China	2025-04-01	4506	https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1925457919569465344.html	Pertussis incidence.xlsx	2026-07-24
CHN	China	2025-05-01	4260	https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1930458943493410816.html	Pertussis incidence.xlsx	2026-07-24
CHN	China	2025-06-01	3590	https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1941024811541499904.html	Pertussis incidence.xlsx	2026-07-24
CHN	China	2025-07-01	2974	https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1952913634768621568.html	Pertussis incidence.xlsx	2026-07-24
CHN	China	2025-08-01	1774	https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1963855822880935936.html	Pertussis incidence.xlsx	2026-07-24
CHN	China	2025-09-01	1028	https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1976561324014342144.html	Pertussis incidence.xlsx	2026-07-24
CHN	China	2025-10-01	893	https://globalinfectiousdisease.com/diseases/pertussis/	Pertussis incidence.xlsx	2026-07-24
CHN	China	2025-11-01	1246	https://globalinfectiousdisease.com/diseases/pertussis/	Pertussis incidence.xlsx	2026-07-24
CHN	China	2025-12-01	1313	https://globalinfectiousdisease.com/diseases/pertussis/	Pertussis incidence.xlsx	2026-07-24
JPN	Japan	2023-01-01	35	https://www.niid.go.jp/niid/en/survaillance-data-table-english.html	Pertussis incidence.xlsx	2026-07-24
JPN	Japan	2023-02-01	43	https://www.niid.go.jp/niid/en/survaillance-data-table-english.html	Pertussis incidence.xlsx	2026-07-24
JPN	Japan	2023-03-01	34	https://www.niid.go.jp/niid/en/survaillance-data-table-english.html	Pertussis incidence.xlsx	2026-07-24
JPN	Japan	2023-04-01	46	https://www.niid.go.jp/niid/en/survaillance-data-table-english.html	Pertussis incidence.xlsx	2026-07-24
JPN	Japan	2023-05-01	85	https://www.niid.go.jp/niid/en/survaillance-data-table-english.html	Pertussis incidence.xlsx	2026-07-24
JPN	Japan	2023-06-01	84	https://www.niid.go.jp/niid/en/survaillance-data-table-english.html	Pertussis incidence.xlsx	2026-07-24
JPN	Japan	2023-07-01	116	https://www.niid.go.jp/niid/en/survaillance-data-table-english.html	Pertussis incidence.xlsx	2026-07-24
JPN	Japan	2023-08-01	55	https://www.niid.go.jp/niid/en/survaillance-data-table-english.html	Pertussis incidence.xlsx	2026-07-24
JPN	Japan	2023-09-01	50	https://www.niid.go.jp/niid/en/survaillance-data-table-english.html	Pertussis incidence.xlsx	2026-07-24
JPN	Japan	2023-10-01	110	https://www.niid.go.jp/niid/en/survaillance-data-table-english.html	Pertussis incidence.xlsx	2026-07-24
JPN	Japan	2023-11-01	80	https://www.niid.go.jp/niid/en/survaillance-data-table-english.html	Pertussis incidence.xlsx	2026-07-24
JPN	Japan	2023-12-01	77	https://www.niid.go.jp/niid/en/survaillance-data-table-english.html	Pertussis incidence.xlsx	2026-07-24
JPN	Japan	2024-01-01	37	https://www.niid.go.jp/niid/en/survaillance-data-table-english.html	Pertussis incidence.xlsx	2026-07-24
JPN	Japan	2024-02-01	35	https://www.niid.go.jp/niid/en/survaillance-data-table-english.html	Pertussis incidence.xlsx	2026-07-24
JPN	Japan	2024-03-01	34	https://www.niid.go.jp/niid/en/survaillance-data-table-english.html	Pertussis incidence.xlsx	2026-07-24
JPN	Japan	2024-04-01	100	https://www.niid.go.jp/niid/en/survaillance-data-table-english.html	Pertussis incidence.xlsx	2026-07-24
JPN	Japan	2024-05-01	93	https://www.niid.go.jp/niid/en/survaillance-data-table-english.html	Pertussis incidence.xlsx	2026-07-24
JPN	Japan	2024-06-01	150	https://www.niid.go.jp/niid/en/survaillance-data-table-english.html	Pertussis incidence.xlsx	2026-07-24
JPN	Japan	2024-07-01	283	https://www.niid.go.jp/niid/en/survaillance-data-table-english.html	Pertussis incidence.xlsx	2026-07-24
JPN	Japan	2024-08-01	322	https://www.niid.go.jp/niid/en/survaillance-data-table-english.html	Pertussis incidence.xlsx	2026-07-24
JPN	Japan	2024-09-01	523	https://www.niid.go.jp/niid/en/survaillance-data-table-english.html	Pertussis incidence.xlsx	2026-07-24
JPN	Japan	2024-10-01	528	https://id-info.jihs.go.jp/surveillance/idwr/rapid/2024/	Pertussis incidence.xlsx	2026-07-24
JPN	Japan	2024-11-01	519	https://id-info.jihs.go.jp/surveillance/idwr/rapid/2024/	Pertussis incidence.xlsx	2026-07-24
JPN	Japan	2024-12-01	593	https://id-info.jihs.go.jp/surveillance/idwr/rapid/2024/	Pertussis incidence.xlsx	2026-07-24
JPN	Japan	2025-01-01	716	https://id-info.jihs.go.jp/surveillance/idwr/rapid/2025/	Pertussis incidence.xlsx	2026-07-24
JPN	Japan	2025-02-01	1253	https://id-info.jihs.go.jp/surveillance/idwr/rapid/2025/	Pertussis incidence.xlsx	2026-07-24
JPN	Japan	2025-03-01	2801	https://id-info.jihs.go.jp/surveillance/idwr/rapid/2025/	Pertussis incidence.xlsx	2026-07-24
JPN	Japan	2025-04-01	7028	https://id-info.jihs.go.jp/surveillance/idwr/rapid/2025/	Pertussis incidence.xlsx	2026-07-24
JPN	Japan	2025-05-01	9080	https://id-info.jihs.go.jp/surveillance/idwr/rapid/2025/	Pertussis incidence.xlsx	2026-07-24
JPN	Japan	2025-06-01	16156	https://id-info.jihs.go.jp/surveillance/idwr/rapid/2025/	Pertussis incidence.xlsx	2026-07-24
JPN	Japan	2025-07-01	14588	https://id-info.jihs.go.jp/surveillance/idwr/rapid/2025/	Pertussis incidence.xlsx	2026-07-24
JPN	Japan	2025-08-01	9737	https://id-info.jihs.go.jp/surveillance/idwr/rapid/2025/	Pertussis incidence.xlsx	2026-07-24
JPN	Japan	2025-09-01	6835	https://id-info.jihs.go.jp/surveillance/idwr/rapid/2025/	Pertussis incidence.xlsx	2026-07-24
JPN	Japan	2025-10-01	3319	https://id-info.jihs.go.jp/surveillance/idwr/rapid/2025/	Pertussis incidence.xlsx	2026-07-24
JPN	Japan	2025-11-01	2099	https://id-info.jihs.go.jp/surveillance/idwr/rapid/2025/	Pertussis incidence.xlsx	2026-07-24
JPN	Japan	2025-12-01	1658	https://id-info.jihs.go.jp/surveillance/idwr/rapid/2025/	Pertussis incidence.xlsx	2026-07-24
