country_iso3	country_name	model_month	year	month	period	cases	case_data_available	n_source_intervals	source_time_resolution	source_url	source_file	reporting_era_record_iso3	reporting_era_scope_type	reporting_era_match_type	reporting_era_confidence	pcr_lab_guideline_year	reporting_case_definition_change_year	surveillance_platform_change_year	data_freeze_date
AUS	Australia	2016-12-01	2016	12	pre_pandemic	1636.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2017-01-01	2017	1	pre_pandemic	1364.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2017-02-01	2017	2	pre_pandemic	1012.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2017-03-01	2017	3	pre_pandemic	1053.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2017-04-01	2017	4	pre_pandemic	843.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2017-05-01	2017	5	pre_pandemic	1043.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2017-06-01	2017	6	pre_pandemic	950.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2017-07-01	2017	7	pre_pandemic	1055.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2017-08-01	2017	8	pre_pandemic	1097.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2017-09-01	2017	9	pre_pandemic	977.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2017-10-01	2017	10	pre_pandemic	1020.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2017-11-01	2017	11	pre_pandemic	1002.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2017-12-01	2017	12	pre_pandemic	819.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2018-01-01	2018	1	pre_pandemic	877.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2018-02-01	2018	2	pre_pandemic	817.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2018-03-01	2018	3	pre_pandemic	772.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2018-04-01	2018	4	pre_pandemic	742.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2018-05-01	2018	5	pre_pandemic	780.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2018-06-01	2018	6	pre_pandemic	695.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2018-07-01	2018	7	pre_pandemic	729.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2018-08-01	2018	8	pre_pandemic	1171.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2018-09-01	2018	9	pre_pandemic	1207.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2018-10-01	2018	10	pre_pandemic	1429.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2018-11-01	2018	11	pre_pandemic	1827.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2018-12-01	2018	12	pre_pandemic	1535.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2019-01-01	2019	1	pre_pandemic	1315.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2019-02-01	2019	2	pre_pandemic	835.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2019-03-01	2019	3	pre_pandemic	935.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2019-04-01	2019	4	pre_pandemic	793.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2019-05-01	2019	5	pre_pandemic	985.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2019-06-01	2019	6	pre_pandemic	841.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2019-07-01	2019	7	pre_pandemic	959.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2019-08-01	2019	8	pre_pandemic	1057.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2019-09-01	2019	9	pre_pandemic	1034.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2019-10-01	2019	10	pre_pandemic	1020.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2019-11-01	2019	11	pre_pandemic	1177.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2019-12-01	2019	12	pre_pandemic	1074.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2020-01-01	2020	1	pandemic_interruption	871.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2020-02-01	2020	2	pandemic_interruption	762.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2020-03-01	2020	3	pandemic_interruption	682.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2020-04-01	2020	4	pandemic_interruption	371.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2020-05-01	2020	5	pandemic_interruption	213.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2020-06-01	2020	6	pandemic_interruption	194.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2020-07-01	2020	7	pandemic_interruption	127.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2020-08-01	2020	8	pandemic_interruption	70.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2020-09-01	2020	9	pandemic_interruption	51.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2020-10-01	2020	10	pandemic_interruption	24.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2020-11-01	2020	11	pandemic_interruption	44.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2020-12-01	2020	12	pandemic_interruption	48.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2021-01-01	2021	1	pandemic_interruption	40.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2021-02-01	2021	2	pandemic_interruption	54.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2021-03-01	2021	3	pandemic_interruption	53.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2021-04-01	2021	4	pandemic_interruption	48.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2021-05-01	2021	5	pandemic_interruption	52.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2021-06-01	2021	6	pandemic_interruption	57.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2021-07-01	2021	7	pandemic_interruption	38.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2021-08-01	2021	8	pandemic_interruption	51.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2021-09-01	2021	9	pandemic_interruption	38.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2021-10-01	2021	10	pandemic_interruption	41.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2021-11-01	2021	11	pandemic_interruption	48.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2021-12-01	2021	12	pandemic_interruption	30.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2022-01-01	2022	1	pandemic_interruption	41.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2022-02-01	2022	2	pandemic_interruption	43.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2022-03-01	2022	3	pandemic_interruption	47.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2022-04-01	2022	4	pandemic_interruption	22.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2022-05-01	2022	5	pandemic_interruption	39.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2022-06-01	2022	6	pandemic_interruption	35.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2022-07-01	2022	7	pandemic_interruption	42.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2022-08-01	2022	8	pandemic_interruption	64.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2022-09-01	2022	9	pandemic_interruption	38.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2022-10-01	2022	10	pandemic_interruption	40.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2022-11-01	2022	11	pandemic_interruption	35.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2022-12-01	2022	12	pandemic_interruption	36.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2023-01-01	2023	1	post_pandemic_resurgence	46.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2023-02-01	2023	2	post_pandemic_resurgence	34.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2023-03-01	2023	3	post_pandemic_resurgence	44.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2023-04-01	2023	4	post_pandemic_resurgence	43.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2023-05-01	2023	5	post_pandemic_resurgence	77.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2023-06-01	2023	6	post_pandemic_resurgence	92.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2023-07-01	2023	7	post_pandemic_resurgence	95.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2023-08-01	2023	8	post_pandemic_resurgence	156.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2023-09-01	2023	9	post_pandemic_resurgence	270.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2023-10-01	2023	10	post_pandemic_resurgence	367.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2023-11-01	2023	11	post_pandemic_resurgence	633.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2023-12-01	2023	12	post_pandemic_resurgence	585.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2024-01-01	2024	1	post_pandemic_resurgence	827.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2024-02-01	2024	2	post_pandemic_resurgence	846.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2024-03-01	2024	3	post_pandemic_resurgence	1375.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2024-04-01	2024	4	post_pandemic_resurgence	2038.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2024-05-01	2024	5	post_pandemic_resurgence	2578.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2024-06-01	2024	6	post_pandemic_resurgence	4465.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2024-07-01	2024	7	post_pandemic_resurgence	5233.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2024-08-01	2024	8	post_pandemic_resurgence	6661.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2024-09-01	2024	9	post_pandemic_resurgence	8312.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2024-10-01	2024	10	post_pandemic_resurgence	7940.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2024-11-01	2024	11	post_pandemic_resurgence	9308.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2024-12-01	2024	12	post_pandemic_resurgence	6843.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2025-01-01	2025	1	post_pandemic_resurgence	5010.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2025-02-01	2025	2	post_pandemic_resurgence	2881.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2025-03-01	2025	3	post_pandemic_resurgence	2362.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2025-04-01	2025	4	post_pandemic_resurgence	1929.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
AUS	Australia	2025-05-01	2025	5	post_pandemic_resurgence	2008.0	True	1.0	monthly	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	AUS	country	country_direct	high	2004	2013	2004	2026-07-24
