lineage	mean	median	lower_95	upper_95
L1_01.02	1.0038509009508	1.00337564865089	0.971471121931227	1.03819276055801
L1_02.05	0.981504349443769	0.982369082018935	0.950043812174792	1.00741610842552
L1_02.06	0.967856599996594	0.968293541573631	0.939898333914597	0.991698100187899
L1_02.07	1.11323050429021	1.11204828279221	1.07829085892382	1.15550864211045
Other	0.942644190857178	0.944382976001428	0.900314580455427	0.974269515503064
