lineage	mean	median	lower_95	upper_95
L1_01.02	1.00822981755589	1.00828352507164	0.975920327421136	1.0416799198854
L1_02.05	0.984473445675921	0.985493049034788	0.954256356462509	1.00925259810844
L1_02.06	0.970939311842844	0.971614571007472	0.944701338956707	0.993374157467327
L1_02.07	1.10378756969578	1.10221920475434	1.07134501192078	1.14558547142404
Other	0.940696371571769	0.942645887548383	0.89710592808034	0.972686184859606
