ct	specimen_group	ct_centered	success_probability	ci_lower	ci_upper
22.0	upper_respiratory_swab	-1.249156626506025	0.5616432964939374	0.4749628428227597	0.6447178252358381
22.25	upper_respiratory_swab	-0.999156626506025	0.5381210348295011	0.452779767214145	0.621285185440307
22.5	upper_respiratory_swab	-0.749156626506025	0.5144278150645462	0.43031760412927805	0.5977286498652743
22.75	upper_respiratory_swab	-0.499156626506025	0.4906695687392328	0.40766440360133005	0.5741924042521543
23.0	upper_respiratory_swab	-0.249156626506025	0.46695339526697804	0.38492374433293286	0.5508095644026332
23.25	upper_respiratory_swab	0.0008433734939750082	0.44338563788935853	0.362213228130727	0.5276979791421473
23.5	upper_respiratory_swab	0.250843373493975	0.42006998835771725	0.33966138014138014	0.5049576881692296
23.75	upper_respiratory_swab	0.500843373493975	0.3971056915325033	0.31740316356011467	0.48267013392277125
24.0	upper_respiratory_swab	0.750843373493975	0.3745859146882475	0.2955745905556397	0.4608989185752602
24.25	upper_respiratory_swab	1.000843373493975	0.3525963359857526	0.27430706940925237	0.4396916797714993
24.5	upper_respiratory_swab	1.250843373493975	0.3312139932974709	0.25372213311351566	0.419082578268121
24.75	upper_respiratory_swab	1.500843373493975	0.31050641954675934	0.23392706718499356	0.3990949368326617
25.0	upper_respiratory_swab	1.750843373493975	0.2905310752223574	0.21501175291210142	0.379743693664569
25.25	upper_respiratory_swab	2.000843373493975	0.2713350739606719	0.19704683140830923	0.36103747847980167
25.5	upper_respiratory_swab	2.250843373493975	0.25295518406140116	0.18008312024957832	0.3429802439526139
25.75	upper_respiratory_swab	2.500843373493975	0.23541807825095773	0.16415209888369017	0.32557247090598584
26.0	upper_respiratory_swab	2.750843373493975	0.21874079635291727	0.1492672211972163	0.3088120121210746
26.25	upper_respiratory_swab	3.000843373493975	0.20293138087683862	0.13542580185931655	0.29269465597130917
26.5	upper_respiratory_swab	3.250843373493975	0.18798964374066915	0.12261124216152394	0.27721448853451564
26.75	upper_respiratory_swab	3.500843373493975	0.17390802303888614	0.11079539727625809	0.2623641208538247
27.0	upper_respiratory_swab	3.750843373493975	0.16067249147051813	0.09994092972181669	0.24813483301697473
27.25	upper_respiratory_swab	4.000843373493975	0.14826348220281835	0.09000353639215865	0.2345166723367715
27.5	upper_respiratory_swab	4.250843373493975	0.13665680302638897	0.08093397471999399	0.22149853079007323
27.75	upper_respiratory_swab	4.500843373493975	0.12582451516533155	0.07267984543829539	0.20906821745553608
28.0	upper_respiratory_swab	4.750843373493975	0.1157357586312087	0.06518711444754745	0.19721253481078502
28.25	upper_respiratory_swab	5.000843373493975	0.10635751123639392	0.05840137480879825	0.18591736298551867
28.5	upper_respiratory_swab	5.250843373493975	0.09765527309077403	0.05226886266161267	0.1751677529453319
28.75	upper_respiratory_swab	5.500843373493975	0.08959367246374123	0.04673724890810316	0.16494802767188305
29.0	upper_respiratory_swab	5.750843373493975	0.08213699224341531	0.041756232833227463	0.15524188935538635
29.25	upper_respiratory_swab	6.000843373493975	0.07524961886782708	0.037277965395126914	0.1460325301521255
29.5	upper_respiratory_swab	6.250843373493975	0.068896417581164	0.03325732953536818	0.13730274397989825
29.75	upper_respiratory_swab	6.500843373493975	0.06304303925205396	0.029652103196227776	0.12903503698179183
30.0	upper_respiratory_swab	6.750843373493975	0.05765616486482385	0.026423028312007286	0.12121173458081971
30.25	upper_respiratory_swab	7.000843373493975	0.05270369424813382	0.023533806252211638	0.11381508340445015
30.5	upper_respiratory_swab	7.250843373493975	0.0481548857255362	0.020951037311933658	0.10682734673227388
30.75	upper_respiratory_swab	7.500843373493975	0.043980453239545254	0.01864411905364199	0.10023089248218506
31.0	upper_respiratory_swab	7.750843373493975	0.040152627185267104	0.016585115719138996	0.0940082730826132
31.25	upper_respiratory_swab	8.000843373493975	0.03664518475117769	0.014748608612977733	0.08814229687091614
31.5	upper_respiratory_swab	8.250843373493975	0.033433455051948224	0.013111535334329334	0.08261609090703712
31.75	upper_respiratory_swab	8.500843373493975	0.030494303789677917	0.011653024003380195	0.07741315529668984
32.0	upper_respiratory_swab	8.750843373493975	0.02780610162465915	0.010354227175178832	0.07251740928179487
32.25	upper_respiratory_swab	9.000843373493975	0.02534867989608833	0.00919815893370538	0.06791322948119756
32.5	upper_respiratory_swab	9.250843373493975	0.02310327682158238	0.008169537682734535	0.06358548075615612
32.75	upper_respiratory_swab	9.500843373493975	0.021052476831296633	0.0072546363676342105	0.05951954023727923
33.0	upper_respiratory_swab	9.750843373493975	0.019180145263065437	0.006441141244392302	0.055701315087072684
33.25	upper_respiratory_swab	10.000843373493975	0.017471360261374524	0.005718019831891142	0.05211725458934282
33.5	upper_respiratory_swab	10.250843373493975	0.01591234338492942	0.005075398316582023	0.04875435715737232
33.75	upper_respiratory_swab	10.500843373493975	0.014490390133325334	0.004504448404135129	0.045600172840573154
34.0	upper_respiratory_swab	10.750843373493975	0.013193801350042639	0.003997283412263729	0.04264280188733891
34.25	upper_respiratory_swab	11.000843373493975	0.012011816243265706	0.003546863257493808	0.03987088989271993
34.5	upper_respiratory_swab	11.250843373493975	0.01093454758413812	0.00314690789348777	0.037273620025569165
34.75	upper_respiratory_swab	11.500843373493975	0.009952919490247387	0.002791818699210322	0.03484070279280388
35.0	upper_respiratory_swab	11.750843373493975	0.009058608076694369	0.002476607283272195	0.032562363759894714
35.25	upper_respiratory_swab	12.000843373493975	0.00824398515456877	0.002196831159385398	0.030429329607820695
35.5	upper_respiratory_swab	12.250843373493975	0.007502065073807365	0.0019485357515777607	0.028432812868436106
35.75	upper_respiratory_swab	12.500843373493975	0.006826454741342655	0.0017282022023571964	0.026564495643177706
36.0	upper_respiratory_swab	12.750843373493975	0.006211306793551156	0.0015327004790372056	0.024816512574797178
36.25	upper_respiratory_swab	13.000843373493975	0.005651275861986156	0.001359247300346575	0.023181433308680676
36.5	upper_respiratory_swab	13.250843373493975	0.0051414778412222925	0.0012053684352716307	0.021652244649524907
36.75	upper_respiratory_swab	13.500843373493975	0.0046774520456152645	0.0010688649573318129	0.020222332590793694
37.0	upper_respiratory_swab	13.750843373493975	0.004255126126400844	0.0009477830690681754	0.01888546436850681
37.25	upper_respiratory_swab	14.000843373493975	0.003870783610558212	0.0008403871426335382	0.017635770667486346
37.5	upper_respiratory_swab	14.250843373493975	0.0035210339171734685	0.0007451356524523686	0.01646772808712691
37.75	upper_respiratory_swab	14.500843373493975	0.0032027847047633898	0.0006606597045909284	0.015376141954955496
38.0	upper_respiratory_swab	14.750843373493975	0.002913216403408487	0.0005857438945057088	0.014356129559571608
38.25	upper_respiratory_swab	15.000843373493975	0.0026497587879798033	0.0005193092500879584	0.013403103859864759
38.5	upper_respiratory_swab	15.250843373493975	0.0024100694527158166	0.0004603980403394308	0.012512757714538074
38.75	upper_respiratory_swab	15.500843373493975	0.0021920140524990138	0.00040816025160157835	0.011681048664773324
39.0	upper_respiratory_swab	15.750843373493975	0.0019936481820588595	0.0003618415530602515	0.010904184293195812
39.25	upper_respiratory_swab	16.000843373493975	0.0018132007707185745	0.00032077259133129094	0.010178608173993643
39.5	upper_respiratory_swab	16.250843373493975	0.0016490588769915784	0.00028435947038834094	0.009500986421970939
39.75	upper_respiratory_swab	16.500843373493975	0.0014997537741502352	0.00025207528802290787	0.008868194842336655
40.0	upper_respiratory_swab	16.750843373493975	0.0013639482247025277	0.00022345261353371544	0.008277306678025637
