lineage	mean	median	lower_95	upper_95
L1_01.02	1.05061786734995	1.04860587496569	0.995394175094835	1.12028166785764
L1_02.05	0.825634275071675	0.832199444672945	0.663293179822824	0.963680574560017
L1_02.06	1.00837616598365	1.00613665152936	0.955764370125577	1.07253744979861
L1_02.07	1.17900647227841	1.17515629339598	1.11043594801603	1.26846394470403
Other	0.976293496152467	0.9745848565635	0.91975480801692	1.03884670316728
