country_iso3	n_resurgence_tips	mean_post_import_support	mean_local_persistence_support
AUS	37	0.31060055976799905	0.6850560040695093
BEL	82	0.24745565582033088	0.7554884704526901
CHN	153	0.0018044150654918307	0.9986657453233722
FRA	53	0.8721294777604437	0.1263079587890389
JPN	60	0.8628041492705159	0.1552141735927974
