event_id	parent_node	child_node	destination_country	transition_support	parent_country_probability	child_country_probability	top_source_state	top_source_probability_conditional	n_descendant_country_tips	n_descendant_prepandemic	n_descendant_pandemic	n_descendant_resurgence	descendant_date_lower	descendant_date_upper	n_attributed_tips	n_resurgence	n_lineages	sample_span_days	high_support_introduction	post_resurgence_candidate	high_support_post_reseeding	successful_sampled_cluster
NODE_0003->NODE_0002:AUS	NODE_0003	NODE_0002	AUS	0.5981983217011116	0.0027525841927442	0.5998494578367793	Europe_other	0.994154750954234	2	2	0	0	1971-01-01	1977-12-31	0	0	0	2556	False	False	False	False
NODE_0005->NODE_0006:AUS	NODE_0005	NODE_0006	AUS	1.0606485342612601e-05	0.000180248864489	1.0608397494214982e-05	Europe_other	0.999300585085096	89	56	0	33	1974-01-01	2024-10-31	0	0	0	18566	False	False	False	False
NODE_0005->NODE_0006:BEL	NODE_0005	NODE_0006	BEL	7.581104444985598e-07	5.683726670438804e-05	7.58153535873281e-07	Europe_other	0.9991772527933532	113	19	17	77	2014-01-30	2023-12-31	0	0	0	3622	False	False	False	False
NODE_0005->NODE_0006:CHN	NODE_0005	NODE_0006	CHN	3.482618341622874e-06	0.0003365788256812	3.483790911876912e-06	Europe_other	0.9994568583050385	240	40	48	152	2013-01-01	2024-12-31	0	0	0	4382	False	False	False	False
NODE_0005->NODE_0006:FRA	NODE_0005	NODE_0006	FRA	5.624257993040508e-07	4.166793457842207e-05	5.624492354019953e-07	Europe_other	0.9991620953101719	53	6	0	47	2000-01-01	2024-12-31	0	0	0	9131	False	False	False	False
NODE_0005->NODE_0006:JPN	NODE_0005	NODE_0006	JPN	1.690323686099395e-06	0.0001526068618562	1.6905816804643623e-06	Europe_other	0.9992729581996398	83	23	1	59	1994-01-01	2025-12-31	0	0	0	11687	False	False	False	False
NODE_0005->NODE_0765:AUS	NODE_0005	NODE_0765	AUS	0.008400776998054539	0.000180248864489	0.0084022915015568	Europe_other	0.999300585085096	6	2	0	4	2013-01-01	2024-09-30	0	0	0	4290	False	False	False	False
NODE_0005->NODE_0765:BEL	NODE_0005	NODE_0765	BEL	0.0035952282948970853	5.683726670438804e-05	0.0035954326494615	Europe_other	0.9991772527933532	6	1	0	5	2015-05-04	2023-12-05	0	0	0	3137	False	False	False	False
NODE_0005->NODE_0765:CHN	NODE_0005	NODE_0765	CHN	0.02815966683163469	0.0003365788256812	0.028169147970379	Europe_other	0.9994568583050385	146	115	30	1	2013-01-01	2023-12-31	0	0	0	4016	False	False	False	False
NODE_0005->NODE_0765:FRA	NODE_0005	NODE_0765	FRA	0.0025877707055920176	4.166793457842207e-05	0.0025878785371456	Europe_other	0.9991620953101719	6	0	0	6	2024-01-01	2024-12-31	0	0	0	365	False	True	False	False
NODE_0005->NODE_0765:JPN	NODE_0005	NODE_0765	JPN	0.01002593757765957	0.0001526068618562	0.0100274678380587	Europe_other	0.9992729581996398	4	3	0	1	1992-01-01	2024-12-12	0	0	0	12034	False	False	False	False
NODE_0959->NODE_0960:JPN	NODE_0959	NODE_0960	JPN	0.08680807956232801	0.0956400679791652	0.0959884184257824	Europe_other	0.4988177773857332	20	20	0	0	1982-01-01	2016-12-31	0	0	0	12783	False	False	False	False
NODE_0944->CHN__SAMN03249373:CHN	NODE_0944	CHN__SAMN03249373	CHN	0.340952624467768	0.659047375532232	1.0	JPN	0.2345241919560375	1	1	0	0	1951-01-01	1951-12-31	0	0	0	364	False	False	False	False
NODE_0944->CHN__SAMN22851881:CHN	NODE_0944	CHN__SAMN22851881	CHN	0.340952624467768	0.659047375532232	1.0	JPN	0.2345241919560375	1	1	0	0	1951-01-01	1951-12-31	0	0	0	364	False	False	False	False
NODE_0945->NODE_0946:JPN	NODE_0945	NODE_0946	JPN	0.01679605691271751	0.983032621799883	0.9899029015927596	Asia_other	0.7830505090754492	4	4	0	0	1950-01-01	1999-12-31	0	0	0	18261	False	False	False	False
NODE_0002->AUS__SAMEA751508:AUS	NODE_0002	AUS__SAMEA751508	AUS	0.40015054216322066	0.5998494578367793	1.0	Europe_other	0.5479541827346353	1	1	0	0	1971-01-01	1971-12-31	0	0	0	364	False	False	False	False
NODE_0002->AUS__SAMEA751511:AUS	NODE_0002	AUS__SAMEA751511	AUS	0.40015054216322066	0.5998494578367793	1.0	Europe_other	0.5479541827346353	1	1	0	0	1977-01-01	1977-12-31	0	0	0	364	False	False	False	False
NODE_0006->AUS__SAMEA751513:AUS	NODE_0006	AUS__SAMEA751513	AUS	0.9999893916025058	1.0608397494214982e-05	1.0	Europe_other	0.999992146343021	1	1	0	0	1974-01-01	1974-12-31	0	0	0	364	True	False	False	False
NODE_0006->NODE_0007:AUS	NODE_0006	NODE_0007	AUS	8.038333989488826e-06	1.0608397494214982e-05	8.038419264235607e-06	Europe_other	0.999992146343021	88	55	0	33	1977-01-01	2024-10-31	0	0	0	17470	False	False	False	False
NODE_0006->NODE_0007:BEL	NODE_0006	NODE_0007	BEL	2.519562187393541e-07	7.58153535873281e-07	2.51956409760997e-07	Europe_other	0.9999822961689551	113	19	17	77	2014-01-30	2023-12-31	0	0	0	3622	False	False	False	False
NODE_0006->NODE_0007:CHN	NODE_0006	NODE_0007	CHN	1.1559253390600569e-06	3.483790911876912e-06	1.1559293660762773e-06	Europe_other	0.9999850217675723	240	40	48	152	2013-01-01	2024-12-31	0	0	0	4382	False	False	False	False
NODE_0006->NODE_0007:FRA	NODE_0006	NODE_0007	FRA	1.8693020510917738e-07	5.624492354019953e-07	1.8693031024798746e-07	Europe_other	0.9999821004680093	53	6	0	47	2000-01-01	2024-12-31	0	0	0	9131	False	False	False	False
NODE_0006->NODE_0007:JPN	NODE_0006	NODE_0007	JPN	5.611990386141561e-07	1.6905816804643623e-06	5.611999873685738e-07	Europe_other	0.9999832285821685	83	23	1	59	1994-01-01	2025-12-31	0	0	0	11687	False	False	False	False
NODE_0765->NODE_0766:AUS	NODE_0765	NODE_0766	AUS	0.021664663077915598	0.0084022915015568	0.0218482383452882	Europe_other	0.9513324335969382	6	2	0	4	2013-01-01	2024-09-30	0	0	0	4290	False	False	False	False
NODE_0765->NODE_0766:BEL	NODE_0765	NODE_0766	BEL	0.005262325364243556	0.0035954326494615	0.0052813139729339	Europe_other	0.9467430119106444	6	1	0	5	2015-05-04	2023-12-05	0	0	0	3137	False	False	False	False
NODE_0765->NODE_0766:CHN	NODE_0765	NODE_0766	CHN	0.09018680299210044	0.028169147970379	0.0928009260086256	Europe_other	0.9706823560960778	146	115	30	1	2013-01-01	2023-12-31	0	0	0	4016	False	False	False	False
NODE_0765->NODE_0766:FRA	NODE_0765	NODE_0766	FRA	0.0034476159440580147	0.0025878785371456	0.0034565611043523	Europe_other	0.9457866421268504	6	0	0	6	2024-01-01	2024-12-31	0	0	0	365	False	True	False	False
NODE_0765->NODE_0766:JPN	NODE_0765	NODE_0766	JPN	0.006230918819565347	0.0100274678380587	0.0062940320232502	Europe_other	0.9528941768867768	3	2	0	1	2018-01-01	2024-12-12	0	0	0	2537	False	False	False	False
NODE_0765->JPN__SAMEA41226418:JPN	NODE_0765	JPN__SAMEA41226418	JPN	0.9899725321619413	0.0100274678380587	1.0	Europe_other	0.9528941768867768	1	1	0	0	1992-01-01	1992-12-31	0	0	0	365	True	False	False	False
NODE_0960->NODE_0961:JPN	NODE_0960	NODE_0961	JPN	0.6290945252226182	0.0959884184257824	0.695892108071373	Europe_other	0.4977830205671982	20	20	0	0	1982-01-01	2016-12-31	0	0	0	12783	False	False	False	False
NODE_0946->NODE_0947:JPN	NODE_0946	NODE_0947	JPN	0.010097093649270151	0.9899029015927596	0.9999995287784632	Asia_other	0.656791170657122	4	4	0	0	1950-01-01	1999-12-31	0	0	0	18261	False	False	False	False
NODE_0007->NODE_0008:AUS	NODE_0007	NODE_0008	AUS	7.757639219349461e-06	8.038419264235607e-06	7.75770157900728e-06	Europe_other	0.9999973768503784	88	55	0	33	1977-01-01	2024-10-31	0	0	0	17470	False	False	False	False
NODE_0007->NODE_0008:BEL	NODE_0007	NODE_0008	BEL	1.9534664537348668e-07	2.51956409760997e-07	1.953466945923385e-07	Europe_other	0.9999895904059871	113	19	17	77	2014-01-30	2023-12-31	0	0	0	3622	False	False	False	False
NODE_0007->NODE_0008:CHN	NODE_0007	NODE_0008	CHN	8.882125074537457e-07	1.1559293660762773e-06	8.882135341658532e-07	Europe_other	0.9999904943705784	240	40	48	152	2013-01-01	2024-12-31	0	0	0	4382	False	False	False	False
NODE_0007->NODE_0008:FRA	NODE_0007	NODE_0008	FRA	1.44983486194543e-07	1.8693031024798746e-07	1.449835132963561e-07	Europe_other	0.9999895253805524	53	6	0	47	2000-01-01	2024-12-31	0	0	0	9131	False	False	False	False
NODE_0007->NODE_0008:JPN	NODE_0007	NODE_0008	JPN	4.323644440342217e-07	5.611999873685738e-07	4.323646866772784e-07	Europe_other	0.9999898996465192	83	23	1	59	1994-01-01	2025-12-31	0	0	0	11687	False	False	False	False
NODE_0766->NODE_0767:AUS	NODE_0766	NODE_0767	AUS	0.08559198600186962	0.0218482383452882	0.0875037896543539	Europe_other	0.8848374708925095	6	2	0	4	2013-01-01	2024-09-30	0	0	0	4290	False	False	False	False
NODE_0766->NODE_0767:BEL	NODE_0766	NODE_0767	BEL	0.008016040036793848	0.0052813139729339	0.0080586000337544	Europe_other	0.8701006054168543	6	1	0	5	2015-05-04	2023-12-05	0	0	0	3137	False	False	False	False
NODE_0766->NODE_0767:CHN	NODE_0766	NODE_0767	CHN	0.010998553260027202	0.0928009260086256	0.012123638102536	Europe_other	0.9540412416027634	1	1	0	0	2013-01-01	2013-12-31	0	0	0	364	False	False	False	False
NODE_0766->NODE_0767:FRA	NODE_0766	NODE_0767	FRA	0.0033060376975575225	0.0034565611043523	0.0033175048558056	Europe_other	0.868507379759327	6	0	0	6	2024-01-01	2024-12-31	0	0	0	365	False	True	False	False
NODE_0766->NODE_0767:JPN	NODE_0766	NODE_0767	JPN	0.002310743005271362	0.0062940320232502	0.0023253790152596	Europe_other	0.8709873532246498	1	0	0	1	2024-12-12	2024-12-12	0	0	0	0	False	True	False	False
NODE_0766->NODE_0794:CHN	NODE_0766	NODE_0794	CHN	0.8079675779970603	0.0928009260086256	0.890617727862388	Europe_other	0.9540412416027634	145	114	30	1	2013-01-01	2023-12-31	0	0	0	4016	False	False	False	False
NODE_0766->NODE_0794:JPN	NODE_0766	NODE_0794	JPN	0.004002946563222643	0.0062940320232502	0.0040283008175677	Europe_other	0.8709873532246498	2	2	0	0	2018-01-01	2018-12-31	0	0	0	364	False	False	False	False
NODE_0961->NODE_0962:JPN	NODE_0961	NODE_0962	JPN	0.24087359983162443	0.695892108071373	0.7920662574852105	Unknown_other	0.46103495168992076	19	19	0	0	1982-01-01	2016-12-31	0	0	0	12783	False	False	False	False
NODE_0961->JPN__SAMEA751448:JPN	NODE_0961	JPN__SAMEA751448	JPN	0.30410789192862697	0.695892108071373	1.0	Unknown_other	0.46103495168992076	1	1	0	0	1991-01-01	1991-12-31	0	0	0	364	False	False	False	False
NODE_0947->JPN__SAMN04875532:JPN	NODE_0947	JPN__SAMN04875532	JPN	4.7122153679080014e-07	0.9999995287784632	1.0	Asia_other	0.656645606914548	1	1	0	0	1950-01-01	1950-12-31	0	0	0	364	False	False	False	False
NODE_0947->NODE_0948:JPN	NODE_0947	NODE_0948	JPN	4.7122153134608607e-07	0.9999995287784632	0.9999999884455322	Asia_other	0.656645606914548	3	3	0	0	1954-01-01	1999-12-31	0	0	0	16800	False	False	False	False
NODE_0008->NODE_0009:AUS	NODE_0008	NODE_0009	AUS	7.5168557234212816e-06	7.75770157900728e-06	7.516914037397179e-06	Europe_other	0.9999979725941918	86	53	0	33	1977-01-01	2024-10-31	0	0	0	17470	False	False	False	False
NODE_0008->NODE_0009:BEL	NODE_0008	NODE_0009	BEL	1.958878275334172e-07	1.953466945923385e-07	1.958878657994643e-07	Europe_other	0.999990410253162	113	19	17	77	2014-01-30	2023-12-31	0	0	0	3622	False	False	False	False
NODE_0008->NODE_0009:CHN	NODE_0008	NODE_0009	CHN	8.497073174906337e-07	8.882135341658532e-07	8.497080722128435e-07	Europe_other	0.9999911031139725	240	40	48	152	2013-01-01	2024-12-31	0	0	0	4382	False	False	False	False
NODE_0008->NODE_0009:FRA	NODE_0008	NODE_0009	FRA	1.45655566648522e-07	1.449835132963561e-07	1.4565558776618085e-07	Europe_other	0.9999903598904564	53	6	0	47	2000-01-01	2024-12-31	0	0	0	9131	False	False	False	False
NODE_0008->NODE_0009:JPN	NODE_0008	NODE_0009	JPN	4.1950924480724287e-07	4.323646866772784e-07	4.195094261883045e-07	Europe_other	0.9999906472689837	83	23	1	59	1994-01-01	2025-12-31	0	0	0	11687	False	False	False	False
NODE_0008->NODE_0762:AUS	NODE_0008	NODE_0762	AUS	0.11810522367022319	7.75770157900728e-06	0.1181061399024112	Europe_other	0.9999979725941918	2	2	0	0	1995-01-01	2000-12-31	0	0	0	2191	False	False	False	False
NODE_0767->NODE_0768:AUS	NODE_0767	NODE_0768	AUS	0.08004549744041926	0.0875037896543539	0.0877214573966271	Europe_other	0.9689298259509768	5	1	0	4	2013-01-01	2024-09-30	0	0	0	4290	False	False	False	False
NODE_0767->NODE_0768:BEL	NODE_0767	NODE_0768	BEL	0.005120859737855193	0.0080586000337544	0.0051624619539314	Europe_other	0.8913276472795862	5	0	0	5	2023-06-12	2023-12-05	0	0	0	176	False	True	False	False
NODE_0767->NODE_0768:CHN	NODE_0767	NODE_0768	CHN	0.007716590146472117	0.012123638102536	0.0078112914167219	Europe_other	0.8949953945379473	1	1	0	0	2013-01-01	2013-12-31	0	0	0	364	False	False	False	False
NODE_0767->NODE_0768:FRA	NODE_0767	NODE_0768	FRA	0.0025505049337744275	0.0033175048558056	0.0025589944101561	Europe_other	0.8870877120634286	5	0	0	5	2024-01-01	2024-12-31	0	0	0	365	False	True	False	False
NODE_0767->NODE_0768:JPN	NODE_0767	NODE_0768	JPN	0.001616775003956075	0.0023253790152596	0.0016205433815288	Europe_other	0.8862055580790963	1	0	0	1	2024-12-12	2024-12-12	0	0	0	0	False	True	False	False
NODE_0767->NODE_0791:AUS	NODE_0767	NODE_0791	AUS	0.3892651604092338	0.0875037896543539	0.4265937282761792	Europe_other	0.9689298259509768	1	1	0	0	2015-01-01	2015-12-31	0	0	0	364	False	False	False	False
NODE_0767->NODE_0791:BEL	NODE_0767	NODE_0791	BEL	0.36303914439249996	0.0080586000337544	0.3659884993255183	Europe_other	0.8913276472795862	1	1	0	0	2015-05-04	2015-05-04	0	0	0	0	False	False	False	False
NODE_0767->NODE_0791:FRA	NODE_0767	NODE_0791	FRA	0.06379904848217426	0.0033175048558056	0.0640114066345112	Europe_other	0.8870877120634286	1	0	0	1	2024-01-01	2024-12-31	0	0	0	365	False	True	False	False
NODE_0794->NODE_0795:CHN	NODE_0794	NODE_0795	CHN	0.10780770861792853	0.890617727862388	0.985604947777072	Europe_other	0.7989112415136825	114	86	27	1	2013-01-01	2023-12-31	0	0	0	4016	False	False	False	False
NODE_0794->NODE_0795:JPN	NODE_0794	NODE_0795	JPN	0.0010577685983810799	0.0040283008175677	0.0010620468425452	CHN	0.8942199146757621	2	2	0	0	2018-01-01	2018-12-31	0	0	0	364	False	False	False	False
NODE_0794->NODE_0910:CHN	NODE_0794	NODE_0910	CHN	0.10938207809663941	0.890617727862388	0.999998226029056	Europe_other	0.7989112415136825	31	28	3	0	2014-01-01	2022-12-31	0	0	0	3286	False	False	False	False
NODE_0962->NODE_0963:JPN	NODE_0962	NODE_0963	JPN	0.20791460121194957	0.7920662574852105	0.99990794518192	Unknown_other	0.7560310091569561	19	19	0	0	1982-01-01	2016-12-31	0	0	0	12783	False	False	False	False
NODE_0948->NODE_0949:JPN	NODE_0948	NODE_0949	JPN	1.1554467786576851e-08	0.9999999884455322	0.9999999965042344	Asia_other	0.6425321692191185	2	2	0	0	1954-01-01	1999-12-31	0	0	0	16800	False	False	False	False
NODE_0948->JPN__SAMN09862822:JPN	NODE_0948	JPN__SAMN09862822	JPN	1.1554467826968562e-08	0.9999999884455322	1.0	Asia_other	0.6425321692191185	1	1	0	0	1954-01-01	1954-12-31	0	0	0	364	False	False	False	False
NODE_0009->NODE_0010:AUS	NODE_0009	NODE_0010	AUS	0.00016199976737472086	7.516914037397179e-06	0.0001620009851222	Europe_other	0.9999980269644568	1	1	0	0	1977-01-01	1977-12-31	0	0	0	364	False	False	False	False
NODE_0009->NODE_0013:AUS	NODE_0009	NODE_0013	AUS	3.0828285627587323e-06	7.516914037397179e-06	3.082851736290224e-06	Europe_other	0.9999980269644568	85	52	0	33	1998-01-01	2024-10-31	0	0	0	9800	False	False	False	False
NODE_0009->NODE_0013:BEL	NODE_0009	NODE_0013	BEL	2.7185340289738106e-06	1.958878657994643e-07	2.718534561501744e-06	Europe_other	0.9999907059512958	113	19	17	77	2014-01-30	2023-12-31	0	0	0	3622	False	False	False	False
NODE_0009->NODE_0013:CHN	NODE_0009	NODE_0013	CHN	2.232500509760836e-06	8.497080722128435e-07	2.2325024067361524e-06	Europe_other	0.9999913597659811	240	40	48	152	2013-01-01	2024-12-31	0	0	0	4382	False	False	False	False
NODE_0009->NODE_0013:FRA	NODE_0009	NODE_0013	FRA	2.0845157807724515e-06	1.4565558776618085e-07	2.084516084393867e-06	Europe_other	0.9999906557194773	53	6	0	47	2000-01-01	2024-12-31	0	0	0	9131	False	False	False	False
NODE_0009->NODE_0013:JPN	NODE_0009	NODE_0013	JPN	2.5455499460429244e-06	4.195094261883045e-07	2.5455510139255697e-06	Europe_other	0.9999909295708717	83	23	1	59	1994-01-01	2025-12-31	0	0	0	11687	False	False	False	False
NODE_0762->NODE_0763:AUS	NODE_0762	NODE_0763	AUS	0.10415727868718565	0.1181061399024112	0.1181063656296006	Europe_other	0.9890095590031621	1	1	0	0	1995-01-01	1995-12-31	0	0	0	364	False	False	False	False
NODE_0762->AUS__SAMEA751475:AUS	NODE_0762	AUS__SAMEA751475	AUS	0.8818938600975887	0.1181061399024112	1.0	Europe_other	0.9890095590031621	1	1	0	0	2000-01-01	2000-12-31	0	0	0	365	False	False	False	False
NODE_0768->NODE_0769:AUS	NODE_0768	NODE_0769	AUS	0.0009735782569102669	0.0877214573966271	0.001067194076638	Europe_other	0.9792783698955935	1	1	0	0	2013-01-01	2013-12-31	0	0	0	364	False	False	False	False
NODE_0768->NODE_0769:BEL	NODE_0768	NODE_0769	BEL	0.00016347400418181487	0.0051624619539314	0.000164322311865	Europe_other	0.8980105895943671	4	0	0	4	2023-06-12	2023-10-31	0	0	0	141	False	True	False	False
NODE_0768->NODE_0769:CHN	NODE_0768	NODE_0769	CHN	0.0011448398624424579	0.0078112914167219	0.0011538529440404	Europe_other	0.900407993321136	1	1	0	0	2013-01-01	2013-12-31	0	0	0	364	False	False	False	False
NODE_0768->NODE_0781:AUS	NODE_0768	NODE_0781	AUS	0.4192373359223989	0.0877214573966271	0.4595497058672669	Europe_other	0.9792783698955935	4	0	0	4	2024-05-01	2024-09-30	0	0	0	152	False	True	False	False
NODE_0768->NODE_0781:BEL	NODE_0768	NODE_0781	BEL	0.014694847695423261	0.0051624619539314	0.0147711029524328	Europe_other	0.8980105895943671	1	0	0	1	2023-12-05	2023-12-05	0	0	0	0	False	True	False	False
NODE_0768->NODE_0781:FRA	NODE_0768	NODE_0781	FRA	0.019477704572346703	0.0025589944101561	0.0195276757855252	Europe_other	0.8956666500421799	5	0	0	5	2024-01-01	2024-12-31	0	0	0	365	False	True	False	False
