model_path	model_kind	model_sha256	data_path	data_sha256	observation_path	observation_sha256	project_index_path	project_index_sha256	chains	iterations_per_chain	warmup_per_chain	base_seed	parallel_fits	analysis_regex	n_analyses	started_at	finished_at	elapsed_minutes
/tmp/pertussis_gtd_current_compiled_model.rds	compiled_rds	8b19e9135b45fd9c2e02fc6e0085a67d6dd99fff571f42aae05e1530592e1c91		24ec6d976df180ca9fb7e6f848f7bbf1a59b1753d3641a5d3289cd1c175151bc		f49e70c123e62fdcedb6d306d0113a29852bcfe4aa2e59e2e7b9a155967ac123		34597e6a266fe6f5e96c04be1d3b5e88bc37d0eee1e47e19eda1308f7ea546d6	4	2000	1000	20261300	3	.*	12	2026-07-26T11:49:01+0800	2026-07-26T12:04:00+0800	14.9929542263349
