model_path	model_kind	model_sha256	data_path	data_sha256	observation_path	observation_sha256	project_index_path	project_index_sha256	chains	iterations_per_chain	warmup_per_chain	base_seed	parallel_fits	analysis_regex	adapt_delta	max_treedepth	init_mode	n_analyses	started_at	finished_at	elapsed_minutes	run_component
	compiled_rds	331c5bd8dbd70bab2fe0ed85b07d3cc9e2fa4798132e34068b572890fad84fc5		4679c33fb068f6d2ba7f47d28d9b22e4f871d60ec750eacb5a2d768505e68cf6		f49e70c123e62fdcedb6d306d0113a29852bcfe4aa2e59e2e7b9a155967ac123		34597e6a266fe6f5e96c04be1d3b5e88bc37d0eee1e47e19eda1308f7ea546d6	4	2000	1000	20261300	3	^(country_.*|omit_dominant_project_.*|omit_country_(AUS|CHN))$	0.95	13	random	11	2026-07-27T02:05:22Z	2026-07-27T02:22:27Z	17.088433555762	base_refits
	compiled_rds	331c5bd8dbd70bab2fe0ed85b07d3cc9e2fa4798132e34068b572890fad84fc5		4679c33fb068f6d2ba7f47d28d9b22e4f871d60ec750eacb5a2d768505e68cf6		f49e70c123e62fdcedb6d306d0113a29852bcfe4aa2e59e2e7b9a155967ac123		34597e6a266fe6f5e96c04be1d3b5e88bc37d0eee1e47e19eda1308f7ea546d6	4	2000	1000	20262300	3	^omit_country_.*_no_project$	0.95	13	random	3	2026-07-27T02:05:22Z	2026-07-27T02:11:44Z	6.38043972651164	no_project_country_omissions
	compiled_rds	331c5bd8dbd70bab2fe0ed85b07d3cc9e2fa4798132e34068b572890fad84fc5		4679c33fb068f6d2ba7f47d28d9b22e4f871d60ec750eacb5a2d768505e68cf6		f49e70c123e62fdcedb6d306d0113a29852bcfe4aa2e59e2e7b9a155967ac123		34597e6a266fe6f5e96c04be1d3b5e88bc37d0eee1e47e19eda1308f7ea546d6	4	4000	2000	20263300	1	^omit_country_JPN$	0.99	15	mode_audit	1	2026-07-27T02:05:22Z	2026-07-27T02:21:43Z	16.3482057094574	omit_japan_mode_audit
