country_iso3	model_month	lineage	mean	median	lower_95	upper_95
AUS	2019-01-01	L1_01.02	0.0484218874041375	0.0437558453085567	0.0117248700905271	0.11207290343405
AUS	2019-01-01	L1_02.05	0.268014239974727	0.266134546013308	0.162353487334596	0.383871724614525
AUS	2019-01-01	L1_02.06	0.599175144684273	0.599638220764868	0.477136237921369	0.718145030453401
AUS	2019-01-01	L1_02.07	0.000156421766932136	7.28329768500342e-05	1.18690732468217e-06	0.000827311147021843
AUS	2019-01-01	Other	0.08423230616993	0.0803582947771815	0.0325002524946186	0.16000035757981
AUS	2019-02-01	L1_01.02	0.0493590430672651	0.0447588132184647	0.0122020009574074	0.113291178448959
AUS	2019-02-01	L1_02.05	0.271388637871856	0.269834417680595	0.165750138227729	0.387082891683395
AUS	2019-02-01	L1_02.06	0.595147199062247	0.595178646630523	0.474160676224071	0.714296552878555
AUS	2019-02-01	L1_02.07	0.000172435414623197	8.15625163973346e-05	1.36666884582846e-06	0.000903773497120702
AUS	2019-02-01	Other	0.0839326845840093	0.0804442575370255	0.0325207034103233	0.158682957824235
AUS	2019-03-01	L1_01.02	0.0503161927248987	0.0457401235372595	0.0127967503461668	0.114442874981603
AUS	2019-03-01	L1_02.05	0.27478704125786	0.273476473447989	0.16864535542225	0.389494484589765
AUS	2019-03-01	L1_02.06	0.591075697017233	0.5910449868417	0.471023804357255	0.709011742115566
AUS	2019-03-01	L1_02.07	0.000190102425742353	9.13447320923999e-05	1.57615406779764e-06	0.000995205919159332
AUS	2019-03-01	Other	0.0836309665742659	0.0802410099311723	0.0325977437145456	0.156798085853346
AUS	2019-04-01	L1_01.02	0.0512936191958944	0.0467508568141259	0.0133405259577393	0.115607780686615
AUS	2019-04-01	L1_02.05	0.278208275784565	0.277337976835059	0.172036071948976	0.39123965071357
AUS	2019-04-01	L1_02.06	0.586961533517799	0.587449412359758	0.467938971878819	0.704626623619767
AUS	2019-04-01	L1_02.07	0.000209594372790473	0.000102189559009291	1.8185580284226e-06	0.0010831979952599
AUS	2019-04-01	Other	0.0833269771289508	0.0798688530619923	0.0328896404576414	0.155941260640093
AUS	2019-05-01	L1_01.02	0.05229160114063	0.0477208610175334	0.0138728327822305	0.116932734100808
AUS	2019-05-01	L1_02.05	0.281651100473736	0.281133980456893	0.175938415479358	0.394321145474653
AUS	2019-05-01	L1_02.06	0.582805653160987	0.583148497789192	0.463144962802617	0.699833895093556
AUS	2019-05-01	L1_02.07	0.000231100664740073	0.000114116348707346	2.06847267432386e-06	0.00118698112806379
AUS	2019-05-01	Other	0.0830205445599065	0.079585202429849	0.0329393565519749	0.155218010567699
AUS	2019-06-01	L1_01.02	0.0533104126709996	0.0487661519710397	0.0144143956684254	0.118199293343771
AUS	2019-06-01	L1_02.05	0.285114207830101	0.284763642388657	0.179641266848772	0.396286392135389
AUS	2019-06-01	L1_02.06	0.578609048088705	0.579029681770633	0.459965839482138	0.695787936914077
AUS	2019-06-01	L1_02.07	0.000254830397668318	0.000127566086388462	2.33717515808743e-06	0.00129791443905165
AUS	2019-06-01	Other	0.0827115010125257	0.0793002973215234	0.0327935913283291	0.154356162399188
AUS	2019-07-01	L1_01.02	0.0543503229516321	0.0498307574766441	0.0148633661212018	0.119810789789662
AUS	2019-07-01	L1_02.05	0.288596224148448	0.288733312798323	0.183297893079537	0.399192913839431
AUS	2019-07-01	L1_02.06	0.574372755547417	0.574910272904394	0.454613285688331	0.6913036635626
AUS	2019-07-01	L1_02.07	0.000281014399898356	0.000142741464282139	2.68037568314281e-06	0.00142499958433925
AUS	2019-07-01	Other	0.0823996829526049	0.0789301881529797	0.0324957939484783	0.153279278579041
AUS	2019-08-01	L1_01.02	0.0554115957833923	0.0510184412935168	0.015373397090396	0.121412195047757
AUS	2019-08-01	L1_02.05	0.29209571000628	0.291961440312483	0.186407774693515	0.403591358817572
AUS	2019-08-01	L1_02.06	0.570097855105724	0.570624377440078	0.450248979193978	0.687983096559122
AUS	2019-08-01	L1_02.07	0.000309907485765209	0.00016019739979513	3.11901343032597e-06	0.00156192850459194
AUS	2019-08-01	Other	0.0820849316188378	0.0785335049267704	0.0322015260064309	0.152368596635832
AUS	2019-09-01	L1_01.02	0.0564944891673604	0.0522507937193412	0.0159313049926988	0.122117717690837
AUS	2019-09-01	L1_02.05	0.295611160924411	0.295808451253493	0.190078035196543	0.406655578671738
AUS	2019-09-01	L1_02.06	0.565785465527278	0.566677175511601	0.446430791894134	0.682770381732061
AUS	2019-09-01	L1_02.07	0.00034179094467994	0.000179407543051802	3.51714810912723e-06	0.00170810829023912
AUS	2019-09-01	Other	0.0817670934362709	0.0782681547076849	0.0325194312693937	0.151434267740196
AUS	2019-10-01	L1_01.02	0.057599254839806	0.0534579719390614	0.0165617449461527	0.123539771465158
AUS	2019-10-01	L1_02.05	0.29914100817662	0.299434178763796	0.194002813797365	0.409957944604135
AUS	2019-10-01	L1_02.06	0.561436741316848	0.562310819082594	0.441748856029378	0.679036216372746
AUS	2019-10-01	L1_02.07	0.000376975285946166	0.000200284736724636	3.99540401717811e-06	0.00186237565299552
AUS	2019-10-01	Other	0.0814460203807799	0.0779851619791599	0.0325302690280725	0.150612378483592
AUS	2019-11-01	L1_01.02	0.0587261377711348	0.0546949938799743	0.0170557139153798	0.124916974017844
AUS	2019-11-01	L1_02.05	0.302683619722696	0.302706418589398	0.197297027798617	0.413944982130982
AUS	2019-11-01	L1_02.06	0.557052868951573	0.557919224960576	0.437389665244541	0.675245947961356
AUS	2019-11-01	L1_02.07	0.00041580326676838	0.000223424038148245	4.61957204771525e-06	0.00204621273141269
AUS	2019-11-01	Other	0.0811215702878275	0.0777835645309805	0.0325417937367798	0.149774921453797
AUS	2019-12-01	L1_01.02	0.0598753756196649	0.0559383719857042	0.0178022186511376	0.126060733938959
AUS	2019-12-01	L1_02.05	0.306237301234839	0.306388874223942	0.199680218908386	0.419163657850959
AUS	2019-12-01	L1_02.06	0.552635062814734	0.553541778551145	0.432074129858226	0.670779916191024
AUS	2019-12-01	L1_02.07	0.000458653232385313	0.000249657902338856	5.11043092516948e-06	0.00221483872008837
AUS	2019-12-01	Other	0.0807936070983764	0.077418252454561	0.0322986288114598	0.148949210566548
AUS	2020-01-01	L1_01.02	0.0610471981300951	0.0570770945919358	0.0185103590946263	0.127713612461467
AUS	2020-01-01	L1_02.05	0.309800297182598	0.310417214363747	0.202042797672714	0.422872102872501
AUS	2020-01-01	L1_02.06	0.548184560851348	0.549219229510889	0.426453945862372	0.667458379965913
AUS	2020-01-01	L1_02.07	0.000505942800434828	0.000279450984229555	5.69923354058249e-06	0.00243327269115092
AUS	2020-01-01	Other	0.0804620010355239	0.077132758313579	0.0322295949737217	0.148863110663802
AUS	2020-02-01	L1_01.02	0.0622418264640176	0.0581471020875537	0.0190043722701963	0.129442928654154
AUS	2020-02-01	L1_02.05	0.313370791938126	0.314067084798147	0.205162310750564	0.42771489416852
AUS	2020-02-01	L1_02.06	0.543702619969972	0.545014865533205	0.420027449462674	0.662570188961105
AUS	2020-02-01	L1_02.07	0.000558132922959828	0.000311545714186923	6.30101822508965e-06	0.00266611490748739
AUS	2020-02-01	Other	0.0801266287049248	0.0768344290333583	0.0323024078209682	0.149135772025552
AUS	2020-03-01	L1_01.02	0.0634594724505243	0.0592130277060332	0.0196433025486074	0.131159089549698
AUS	2020-03-01	L1_02.05	0.316946910858151	0.317441278437437	0.208340278736528	0.432396518018111
AUS	2020-03-01	L1_02.06	0.539190511211529	0.540175604547193	0.413705361363205	0.65932626725953
AUS	2020-03-01	L1_02.07	0.00061573236538766	0.000347561048076006	7.04567609913435e-06	0.00293694438845717
AUS	2020-03-01	Other	0.0797873731144085	0.0762902785697197	0.0322998754748063	0.148843470125586
AUS	2020-04-01	L1_01.02	0.0647003377429871	0.0603654762433247	0.0204846824912811	0.132557430931967
AUS	2020-04-01	L1_02.05	0.320526721295848	0.320895808156512	0.211572932330604	0.437408279738746
AUS	2020-04-01	L1_02.06	0.53464951470834	0.535678870740768	0.406827647333851	0.655957396442047
AUS	2020-04-01	L1_02.07	0.00067930264452365	0.000388914799942601	7.99346282344196e-06	0.00323122921182901
AUS	2020-04-01	Other	0.0794441236083015	0.0760170333022322	0.0322961060884744	0.148110000682674
AUS	2020-05-01	L1_01.02	0.0659646128672737	0.0616448121743496	0.0211215320492743	0.134350241606751
AUS	2020-05-01	L1_02.05	0.324108233492165	0.324331789220994	0.213917982396692	0.442312759481867
AUS	2020-05-01	L1_02.06	0.530080914455348	0.530803841073027	0.399645319799979	0.651928234848826
AUS	2020-05-01	L1_02.07	0.000749463472128408	0.000434747325541614	9.03740487261457e-06	0.00352929558937682
AUS	2020-05-01	Other	0.0790967757130854	0.0755810440480005	0.0321304184039541	0.147548017114295
AUS	2020-06-01	L1_01.02	0.0672524761425446	0.062901498950944	0.0217994960311333	0.136248656097934
AUS	2020-06-01	L1_02.05	0.327689401296	0.328206410552096	0.215707715174926	0.448432406351165
AUS	2020-06-01	L1_02.06	0.525485992921717	0.526199154369231	0.392630110990241	0.648445194893396
AUS	2020-06-01	L1_02.07	0.00082689875061351	0.000486468028962917	1.04389894549461e-05	0.00384261273994806
AUS	2020-06-01	Other	0.0787452308891247	0.0752077898465241	0.0320212155798128	0.146197529493301
AUS	2020-07-01	L1_01.02	0.0685640924587821	0.0641909382696596	0.0225697778800493	0.138968585108516
AUS	2020-07-01	L1_02.05	0.331268122656875	0.331719380075826	0.218485639973519	0.454386251831429
AUS	2020-07-01	L1_02.06	0.520866025519054	0.521329502292817	0.384365750120476	0.64513582512666
AUS	2020-07-01	L1_02.07	0.000912363177653576	0.000544750778848207	1.19419751255078e-05	0.00420810016270286
AUS	2020-07-01	Other	0.0783893961876346	0.0748088205035687	0.0318054817713871	0.14612395292677
AUS	2020-08-01	L1_01.02	0.0698996118994063	0.0654235307907651	0.0230618714560905	0.141641767664516
AUS	2020-08-01	L1_02.05	0.334842239825635	0.334868595612967	0.219930524363878	0.459619229658955
AUS	2020-08-01	L1_02.06	0.516222274927192	0.516949078696191	0.376127438942066	0.641968320466644
AUS	2020-08-01	L1_02.07	0.00100668952997707	0.00060671622207995	1.35996439648653e-05	0.00467405533638771
AUS	2020-08-01	Other	0.0780291838177893	0.0743758367697739	0.0315697460680269	0.144458703017817
AUS	2020-09-01	L1_01.02	0.0712591681764709	0.0666871745988822	0.023682404401786	0.143726907202302
AUS	2020-09-01	L1_02.05	0.33840953921582	0.338274218428145	0.222317422529014	0.464350653434947
AUS	2020-09-01	L1_02.06	0.511555985323299	0.512744984121891	0.369317751561609	0.639086396675681
AUS	2020-09-01	L1_02.07	0.00111079667331319	0.000675656838112276	1.51815183005824e-05	0.00511551522606526
AUS	2020-09-01	Other	0.0776645106110968	0.0739143861008984	0.0312444169123113	0.144643408141025
AUS	2020-10-01	L1_01.02	0.072642876862024	0.0680685491696508	0.0242218599021507	0.146460236184007
AUS	2020-10-01	L1_02.05	0.341967750861845	0.341731057694823	0.224192400013012	0.471215961636083
AUS	2020-10-01	L1_02.06	0.506868376514949	0.508444504300685	0.360790088927105	0.636255130279348
AUS	2020-10-01	L1_02.07	0.00122569837476595	0.000752414911466765	1.73885401452998e-05	0.00561761384929461
AUS	2020-10-01	Other	0.0772952973864154	0.0734230443820632	0.0310065674623549	0.145070167620757
AUS	2020-11-01	L1_01.02	0.0740508334170375	0.0695704460173231	0.0248560270275766	0.149635836462555
AUS	2020-11-01	L1_02.05	0.345514547385393	0.345301478096039	0.226220513833051	0.477528115757967
AUS	2020-11-01	L1_02.06	0.502160637928693	0.504296842426104	0.353138917883921	0.63369524475025
AUS	2020-11-01	L1_02.07	0.00135251303085546	0.000838436591505239	1.95958561378553e-05	0.00610013793728506
AUS	2020-11-01	Other	0.0769214682380209	0.0730603105324754	0.0305750804001146	0.145120756240196
AUS	2020-12-01	L1_01.02	0.0754831109075468	0.0709764361224623	0.0257233970319729	0.152680134779939
AUS	2020-12-01	L1_02.05	0.349047542504018	0.348417902383505	0.227707211581753	0.482257111910043
AUS	2020-12-01	L1_02.06	0.497433922665703	0.500144371522804	0.345083966547723	0.629550115467079
AUS	2020-12-01	L1_02.07	0.0014924742613963	0.000936199976989498	2.20006399083439e-05	0.00661965576119447
AUS	2020-12-01	Other	0.0765429496613362	0.0724678870463744	0.0303055206689971	0.145406309104108
AUS	2021-01-01	L1_01.02	0.0769397575810777	0.0722879629163209	0.0263045698543516	0.155072122155043
AUS	2021-01-01	L1_02.05	0.352564288793401	0.351519452942404	0.228829817370718	0.486874287388641
AUS	2021-01-01	L1_02.06	0.492689341154655	0.495970905179183	0.336356696467673	0.62655008564893
AUS	2021-01-01	L1_02.07	0.00164694276002821	0.00104137778689718	2.46945249085401e-05	0.00731695735253218
AUS	2021-01-01	Other	0.0761596697108385	0.0719640021346957	0.0299065122492147	0.145038322236248
AUS	2021-02-01	L1_01.02	0.0784207940222556	0.0737661710297213	0.0272062446666025	0.158069993347383
AUS	2021-02-01	L1_02.05	0.356062274921181	0.355112529106462	0.230530622755685	0.492167375075448
AUS	2021-02-01	L1_02.06	0.487927955001274	0.491272752374248	0.329104208612616	0.623693074143262
AUS	2021-02-01	L1_02.07	0.00181741911825034	0.00116488835095844	2.77792968278111e-05	0.00792751940611924
AUS	2021-02-01	Other	0.0757715569370392	0.0715261705246066	0.0296495992467344	0.144755522444224
AUS	2021-03-01	L1_01.02	0.0799262100310352	0.0750701351952494	0.0279641421586467	0.161395890309486
AUS	2021-03-01	L1_02.05	0.359538922097833	0.358293381482937	0.231743606766807	0.497408883652269
AUS	2021-03-01	L1_02.06	0.4831507706235	0.486669332895658	0.320480325900721	0.62204786331754
AUS	2021-03-01	L1_02.07	0.00200555797658024	0.00129687575795735	3.1539218685042e-05	0.00854983478358204
AUS	2021-03-01	Other	0.0753785392710515	0.0710432901547528	0.0294674497000211	0.144434618525806
AUS	2021-04-01	L1_01.02	0.0814559611749692	0.0762943104094428	0.0287318640937436	0.165040478068133
AUS	2021-04-01	L1_02.05	0.36299157968609	0.361966300174332	0.232866613311877	0.503756216051555
AUS	2021-04-01	L1_02.06	0.478358732706464	0.482360925773457	0.313589551110039	0.619728754792144
AUS	2021-04-01	L1_02.07	0.00221318359478945	0.00144352697297689	3.60396563492053e-05	0.00928587717114968
AUS	2021-04-01	Other	0.074980542837687	0.0706129138573546	0.0291967744164207	0.14478493897667
AUS	2021-05-01	L1_01.02	0.0830099649251803	0.0778314998416962	0.0292357612676606	0.168267842437759
AUS	2021-05-01	L1_02.05	0.366417519971196	0.365201331474294	0.233378834664103	0.51008496684203
AUS	2021-05-01	L1_02.06	0.473552717600921	0.47742593299333	0.306776057826875	0.616683068266211
AUS	2021-05-01	L1_02.07	0.00244230686928788	0.00160842214327207	4.06648029061009e-05	0.0100435099564063
AUS	2021-05-01	Other	0.0745774906334155	0.0701631526742711	0.0287636141002916	0.144835516574775
AUS	2021-06-01	L1_01.02	0.0845880963938476	0.079414788019607	0.0297962968491801	0.171531116926847
AUS	2021-06-01	L1_02.05	0.36981393195411	0.368625127634995	0.235114264572747	0.517544450846448
AUS	2021-06-01	L1_02.06	0.468733526529204	0.472570032950667	0.299545221440295	0.614229317279381
AUS	2021-06-01	L1_02.07	0.00269514400339774	0.00178644955259996	4.61406779846164e-05	0.0110351096095008
AUS	2021-06-01	Other	0.0741693011194402	0.0696732588580822	0.0282224886214483	0.144717840833557
AUS	2021-07-01	L1_01.02	0.0861901836284561	0.0809448357773172	0.0302927785315668	0.174782277157905
AUS	2021-07-01	L1_02.05	0.373177914098344	0.371861103381008	0.2369930867085	0.522716318913444
AUS	2021-07-01	L1_02.06	0.463901878600808	0.46753443848621	0.291516216067289	0.611062466210872
AUS	2021-07-01	L1_02.07	0.0029741369549279	0.00199186227159714	5.0982706458366e-05	0.0120149307935976
AUS	2021-07-01	Other	0.0737558867174647	0.0689219808658695	0.0278245784986969	0.145248410429649
AUS	2021-08-01	L1_01.02	0.0878160024190036	0.0823668201932198	0.0310039090392828	0.177869070987563
AUS	2021-08-01	L1_02.05	0.376506465956602	0.374807445004517	0.238161001524477	0.528442927373881
AUS	2021-08-01	L1_02.06	0.459058403630038	0.463090175243643	0.283566624861093	0.608843780028645
AUS	2021-08-01	L1_02.07	0.00328197579608729	0.00222147553786579	5.69781303371931e-05	0.0131817609129843
AUS	2021-08-01	Other	0.0733371521982701	0.0683790118969548	0.0274432176030512	0.145568126903526
AUS	2021-09-01	L1_01.02	0.089465270555461	0.0837179800161722	0.0315591441049743	0.181359657463108
AUS	2021-09-01	L1_02.05	0.379796478629674	0.378282433860397	0.238875134243594	0.535066792524118
AUS	2021-09-01	L1_02.06	0.454203634784744	0.458453464273477	0.274203530490508	0.606494039936014
AUS	2021-09-01	L1_02.07	0.00362162309650665	0.00247266974917178	6.53997598145295e-05	0.0144525314051003
AUS	2021-09-01	Other	0.0729129929336139	0.0678871321600789	0.0269833020050738	0.145684306417132
AUS	2021-10-01	L1_01.02	0.0911376415645499	0.0849708213495535	0.0322346055114088	0.184580139669418
AUS	2021-10-01	L1_02.05	0.383044723859193	0.381511653310191	0.238951543515064	0.541703667338531
AUS	2021-10-01	L1_02.06	0.449338000878634	0.453623865541631	0.265003191649772	0.603778797634127
AUS	2021-10-01	L1_02.07	0.00399634060764495	0.00275472345281625	7.2266444833796e-05	0.015999974467345
AUS	2021-10-01	Other	0.0724832930899776	0.0672900934516596	0.0263248460233706	0.146157730979092
AUS	2021-11-01	L1_01.02	0.0928326977721824	0.0868923735226377	0.0332449030633867	0.188076134739062
AUS	2021-11-01	L1_02.05	0.386247841831746	0.384462797469242	0.239297351728702	0.547916107955548
AUS	2021-11-01	L1_02.06	0.444461818530909	0.448760105920579	0.255988430507166	0.601841649833636
AUS	2021-11-01	L1_02.07	0.00440971822789525	0.0030755234914529	8.16072817268386e-05	0.0173745300255074
AUS	2021-11-01	Other	0.0720479236372676	0.0667914830612381	0.025747158139217	0.146539773933806
AUS	2021-12-01	L1_01.02	0.0945499427401858	0.0886978331720775	0.0337486260104751	0.191473112500924
AUS	2021-12-01	L1_02.05	0.3894023274537	0.38722149978348	0.240019789306013	0.554554393664071
AUS	2021-12-01	L1_02.06	0.439575283953439	0.443900037665648	0.248509002448679	0.600019802337399
AUS	2021-12-01	L1_02.07	0.00486570557038517	0.00341677438068962	9.09766979477817e-05	0.0188953565911189
AUS	2021-12-01	Other	0.0716067402822903	0.0662484052334823	0.0254120873702499	0.146174514019792
AUS	2022-01-01	L1_01.02	0.0962887929702037	0.0903354034909456	0.033995695583382	0.194672891510863
AUS	2022-01-01	L1_02.05	0.392504515092054	0.390143619123428	0.240623645616005	0.560780934796621
AUS	2022-01-01	L1_02.06	0.434678464475808	0.438807595720094	0.240569796089674	0.597663580354664
AUS	2022-01-01	L1_02.07	0.0053686462010187	0.00380723158598821	0.00010242344927968	0.0205439085237874
AUS	2022-01-01	Other	0.0711595812609164	0.0656820084464647	0.0250720565612352	0.14684097589951
AUS	2022-02-01	L1_01.02	0.0980485687956928	0.0920171032308152	0.0344041650088193	0.200154719161614
AUS	2022-02-01	L1_02.05	0.395550561746969	0.393207002518799	0.24049465666534	0.567272978365971
AUS	2022-02-01	L1_02.06	0.429771289856051	0.43444328159899	0.232992560156932	0.59463848845196
AUS	2022-02-01	L1_02.07	0.00592331464581808	0.0042256903840745	0.00011632843714771	0.0223920957675622
AUS	2022-02-01	Other	0.0707062649554692	0.0651830840184535	0.0246799548363844	0.1467851741039
AUS	2022-03-01	L1_01.02	0.099828484495793	0.0935990717204634	0.034700933240029	0.204813691631871
AUS	2022-03-01	L1_02.05	0.398536428413408	0.396643259639844	0.241121242222628	0.573029904870777
AUS	2022-03-01	L1_02.06	0.424853543176645	0.429460474570617	0.226139138774911	0.591782834885562
AUS	2022-03-01	L1_02.07	0.00653495646424687	0.00469943764456512	0.000132097686505094	0.0243794260510113
AUS	2022-03-01	Other	0.0702465874499073	0.0646719485216891	0.0240154444367787	0.145826407551605
AUS	2022-04-01	L1_01.02	0.101627637458634	0.0952286297125609	0.0352830277995186	0.208576809669024
AUS	2022-04-01	L1_02.05	0.401457859768152	0.39958780148515	0.241243321616374	0.578188244501944
AUS	2022-04-01	L1_02.06	0.419924851594734	0.424907712776143	0.218210901140472	0.589110518981559
AUS	2022-04-01	L1_02.07	0.00720933129778025	0.00525827096656462	0.00015004279111795	0.0268525398211138
AUS	2022-04-01	Other	0.0697803198807003	0.0641179635030069	0.0234657807867097	0.145671209526385
AUS	2022-05-01	L1_01.02	0.10344499642194	0.096788187637898	0.0356846728689162	0.212128395589276
AUS	2022-05-01	L1_02.05	0.404310361972882	0.40261143398339	0.24151316206163	0.583833902973371
AUS	2022-05-01	L1_02.06	0.414984676786723	0.420002646886401	0.211559402492774	0.586106309509696
AUS	2022-05-01	L1_02.07	0.00795275912377245	0.00584822925282959	0.000165467397500984	0.029397517742415
AUS	2022-05-01	Other	0.069307205694683	0.0635329639751576	0.0230155162984768	0.145160198608452
AUS	2022-06-01	L1_01.02	0.105279388637898	0.098199807956296	0.0361680397486584	0.216945728967797
AUS	2022-06-01	L1_02.05	0.407089178755922	0.405289240036585	0.240720844610313	0.589097094864193
AUS	2022-06-01	L1_02.06	0.410032305351651	0.415495826018977	0.205242324658841	0.584207561259128
AUS	2022-06-01	L1_02.07	0.00877216956539741	0.00653595048585329	0.000185522336614915	0.0322936977937676
AUS	2022-06-01	Other	0.0688269576891323	0.0630641354739305	0.0222808233548061	0.145698244235164
AUS	2022-07-01	L1_01.02	0.107129486080741	0.0999232325346739	0.0363805341945916	0.221064754794053
