country_iso3	log_rmse	log_correlation	expected_interval_coverage	posterior_predictive_coverage
AUS	0.253767727728213	0.990263251117038	0.547619047619048	0.976190476190476
CHN	0.298322837007453	0.980279179240279	0.535714285714286	0.988095238095238
JPN	0.429621991110173	0.972740445441104	0.392857142857143	0.964285714285714
