lineage	mean	median	lower_95	upper_95
L1_01.02	1.00329096331054	1.00344931292801	0.980787038823736	1.02596221346222
L1_02.05	0.988012882673762	0.988187283118824	0.972145155685489	1.00214963241588
L1_02.06	0.971656211561779	0.972170219515244	0.955815318372033	0.984682445638981
L1_02.07	1.06957678138144	1.06922458355748	1.05312275819996	1.08819566559443
Other	0.97088001139239	0.970868638790086	0.956761004430804	0.984835746764719
