country_iso3	model_month	observed_cases	fitted_median	fitted_lower_95	fitted_upper_95	baseline_median	baseline_lower_95	baseline_upper_95	no_new_exposure_median	no_new_exposure_lower_95	no_new_exposure_upper_95	equal_lineage_median	equal_lineage_lower_95	equal_lineage_upper_95	l10207_reference_median	l10207_reference_lower_95	l10207_reference_upper_95
CHN	2023-02-01	538	967.203787302646	811.156263786361	1158.8303891832	1440.48520608644	1028.21733482758	2035.14472585251	1440.48520608644	1028.21733482758	2035.14472585251	1270.83650332079	901.017816075668	1814.12530868773	1257.27900141732	893.204263794553	1795.27919023923
CHN	2023-03-01	821	623.586839656213	520.483117025361	753.451935823012	1586.61999995311	974.506650600241	2597.39056080871	1586.61999995311	974.506650600241	2597.39056080871	1315.42112254176	807.288327992752	2163.45140606766	1297.29245897073	796.132294943485	2141.19081919345
CHN	2023-04-01	1074	972.413318163117	815.858359351334	1171.66563791713	1807.4908278607	971.717243822277	3358.22311128614	1807.4908278607	971.717243822277	3358.22311128614	1415.25153999924	751.591718266989	2675.80136757385	1391.69605087377	739.193902042928	2626.64474237076
CHN	2023-05-01	1334	1312.41383886145	1097.43832739054	1577.33705568735	2126.92955502998	1012.3248396084	4411.19883229757	2126.92955502998	1012.3248396084	4411.19883229757	1588.86274063195	738.255901291818	3387.29883027609	1555.57149135781	724.883366331375	3309.36361013533
CHN	2023-06-01	1512	1689.75271198919	1413.12155477278	2028.22778854992	2610.94426668672	1114.17086450598	5959.96099444564	2610.94426668672	1114.17086450598	5959.96099444564	1849.61797942254	762.444473257242	4362.2577328288	1809.53195104858	745.314195789855	4265.28224290193
CHN	2023-07-01	2767	1999.93278632624	1670.75126864859	2407.30461532396	3313.07414041783	1270.86436996507	8396.62512892769	3313.07414041783	1270.86436996507	8396.62512892769	2241.75158879996	818.585771123124	5692.24101041334	2184.14206014071	794.941525106569	5553.6119435753
CHN	2023-08-01	4793	3681.80310984337	3101.37342224077	4387.55170950867	4344.73106922556	1520.88704729023	11467.5869697195	4344.73106922556	1520.88704729023	11467.5869697195	2807.05122109803	912.434555130213	7633.92129344024	2729.01828869202	879.265649437913	7407.73281429836
CHN	2023-09-01	4517	6375.58781685387	5375.09837139076	7576.59428042231	5851.04041857933	1883.80904172851	16285.8720200349	5851.04041857933	1883.80904172851	16285.8720200349	3633.98476980876	1055.99791550749	10278.9615184404	3520.6233901301	1010.49455136711	9963.01225204942
CHN	2023-10-01	4430	6298.28916521385	5312.7182283073	7501.80788951517	8006.19626918389	2416.96707319615	23402.4439006085	8006.19626918389	2416.96707319615	23402.4439006085	4792.80721633728	1310.51211127476	14163.8559160528	4632.35472049703	1257.23306718073	13745.6095647191
CHN	2023-11-01	6410	6395.9559904089	5362.52678249377	7672.63959616705	10879.352149255	3154.67830722813	33586.6597837501	10879.352149255	3154.67830722813	33586.6597837501	6351.13845450294	1661.77267157979	19685.2159168476	6131.96115317654	1593.27259228311	18966.5607830986
CHN	2023-12-01	9126	9154.32874115844	7684.91044576087	10922.9980723778	14620.058813929	4172.16621450786	46968.8655183787	14620.058813929	4172.16621450786	46968.8655183787	8420.21138708236	2048.52165564433	26796.259463247	8124.48721054683	1961.16023100062	25684.6531422263
CHN	2024-01-01	15275	14768.6379054113	8973.81194702049	26293.4632440018	22938.5837860347	6439.39012069202	80480.9532673697	22938.5837860347	6439.39012069202	80480.9532673697	12867.3607731951	3062.67374197351	41387.5698015402	12420.6746127042	2931.38447255006	40025.7520439254
CHN	2024-02-01	17105	20115.322448116	16932.5607720732	23942.9559352702	28567.3202349713	8249.76244303118	102782.097394798	28567.3202349713	8249.76244303118	102782.097394798	15909.2198503613	3673.43900281579	49760.8363982919	15443.9478590446	3527.2054981747	48137.9414286072
CHN	2024-03-01	27078	21839.4163158652	18414.3835080468	25861.2959643216	34258.7761439224	10047.6650961858	123362.375229242	34258.7761439224	10047.6650961858	123362.375229242	18837.4716393381	4300.83554372732	59255.3046200902	18180.0223172024	4126.3928496279	56602.4067474078
CHN	2024-04-01	91272	31808.6766508128	26992.1074227587	37691.445819664	39166.858456266	11733.706715409	142868.377716417	39166.858456266	11733.706715409	142868.377716417	21235.7744355661	4895.31089253686	68413.8947002407	20537.3761471304	4679.26122960463	65340.4419621794
CHN	2024-05-01	97669	90423.2548822512	72564.871961107	113559.709327666	42150.8182835397	12840.7665973702	161814.979679341	42150.8182835397	12840.7665973702	161814.979679341	22646.1198473601	5082.87321419487	73976.2462043278	21899.6664193663	4852.37194904427	70785.5636275129
CHN	2024-06-01	85817	91329.3907084993	73238.1001117222	115178.193676744	42841.5044089271	13321.7438401379	170028.429991662	42841.5044089271	13321.7438401379	170028.429991662	22762.9804946635	5130.57721358452	75246.3587201333	21929.2473389715	4861.16160267909	71591.2419179975
CHN	2024-07-01	74964	77286.2290413655	62293.3643880714	96913.4159353892	41412.0836133565	13162.1775905667	173599.468607239	41412.0836133565	13162.1775905667	173599.468607239	21636.092946517	4885.30867987996	72824.8285287553	20850.4981234363	4659.70514499061	68837.2930964898
CHN	2024-08-01	43216	64864.4666365886	52392.3504195603	81285.0095754944	38174.768539848	12450.8448257974	169894.290669578	38174.768539848	12450.8448257974	169894.290669578	19563.1938283303	4455.36026104666	67930.1292826394	18947.8829295738	4238.23658754503	65077.5656846406
CHN	2024-09-01	17316	37682.525580337	30990.3489318108	46425.5256029219	33890.9698949802	10769.5065753464	159594.764264707	33890.9698949802	10769.5065753464	159594.764264707	17012.6770585301	3756.59753158019	59329.6416084209	16468.4722568636	3542.09267794803	56801.9831648933
