parameter	mean	se_mean	sd	2.5%	50%	97.5%	n_eff	Rhat
lineage_relative_transmission[1]	1.00329096331054	0.000178838126850843	0.0113024154251022	0.980787038823736	1.00344931292801	1.02596221346222	3994.13102033273	0.999478469784202
lineage_relative_transmission[2]	0.988012882673762	0.000116701136240764	0.00764843832379292	0.972145155685489	0.988187283118824	1.00214963241588	4295.31846390563	0.999979648676014
lineage_relative_transmission[3]	0.971656211561779	0.000124670212677616	0.00725960816865496	0.955815318372033	0.972170219515244	0.984682445638981	3390.79052242594	1.00011279838245
lineage_relative_transmission[4]	1.06957678138144	0.00013628595744381	0.0089453148047488	1.05312275819996	1.06922458355748	1.08819566559443	4308.13236956557	0.999307633366097
lineage_relative_transmission[5]	0.97088001139239	0.000107176342806301	0.00714213909478478	0.956761004430804	0.970868638790086	0.984835746764719	4440.77470863319	0.999740401570332
post_import_fraction[1]	0.00711933211185755	0.000125658972678663	0.0076581332091155	0.000224278159446443	0.00457182548499955	0.0280139716163616	3714.1447311491	1.00120631667774
post_import_fraction[2]	0		0	0	0	0		
post_import_fraction[3]	0.00297423697765324	6.41328861227256e-05	0.00363245444655081	3.81858083199197e-05	0.00175009778309875	0.0126564232299286	3208.032682943	1.00080096548286
import_scale[1]	116.003867828064	2.03174411536098	109.622909147621	5.32896376562007	82.5440192025055	415.092737226033	2911.15027878743	1.00145346007677
import_scale[2]	311.15535871814	12.7645271803439	753.045475112553	5.087990334512	97.3429962877343	1918.86552696225	3480.43030645627	1.00063438860154
import_scale[3]	15.7315995689751	0.223011463646267	13.3294062474555	1.76054435188918	12.1758501110119	51.1013179159363	3572.45883130351	1.00035375501971
density_feedback[1]	0.191644508247738	0.00286780114801439	0.0956418402463477	0.0278160154333942	0.186593541361559	0.387008627317376	1112.2381286617	1.00057925869722
density_feedback[2]	0.106115047578268	0.0015002061270978	0.0542697092645194	0.0125458266712494	0.103034284391089	0.215880642931039	1308.61869454821	1.00236494401591
density_feedback[3]	0.173805178508828	0.00241572704624779	0.0984952179840408	0.0164430461813248	0.166144606034632	0.389386097823551	1662.39631711646	1.00215262339305
reporting_jump[1]	-0.00511698152826831	0.00615420005767895	0.505846719722374	-0.995086876922503	-0.0108748536550409	0.978356910624313	6756.07801942775	0.999249607123676
reporting_jump[2]	0.152643264628148	0.00377831126142858	0.274854101940936	-0.368267409527701	0.144359080886443	0.705982995939006	5291.86772596339	0.999437010679283
reporting_jump[3]	0.0107133778162127	0.00617510476474097	0.499483053622757	-0.982385167910685	0.0142101120259185	0.984361169622666	6542.63746342141	0.999717822029907
phi_cases[1]	19.125683464014	0.058926125441218	4.06560224349006	12.4051511295616	18.7578088268055	28.2804284744698	4760.2964866126	0.999234379737181
phi_cases[2]	10.1655619814341	0.0265432440716088	1.70773966539928	7.13104581523288	10.0968110075535	13.6402691583046	4139.38032040502	1.00027372527302
phi_cases[3]	6.17864617690643	0.0169101354221736	1.12229139537552	4.22697010792979	6.09293035411338	8.56814273007746	4404.70771650208	0.999099023496351
sigma_project	0.397237192164959	0.00422123205682067	0.304173199497161	0.0109627214171838	0.337525338522757	1.13835098202974	5192.34375433671	0.999532424059583
genome_concentration	10.4764337948555	0.145459549634249	8.47932227188042	2.52823529336166	7.96456061150169	33.4546915018519	3398.11291832809	1.00095166668481
