node	AUS	Africa_other	Asia_other	BEL	CHN	Europe_other	FRA	JPN	Unknown_other
NODE_0001	9.8494745937293e-05	7.922953976962379e-06	0.0008507456359071914	9.671854522720982e-05	7.935891490586135e-05	0.9944462460934376	7.41618476047402e-05	9.045241793301527e-05	0.0042558988450703324
NODE_0952	0.16776045386100163	0.013993629419646087	0.05570206631824665	0.16472958553045783	0.13765965844260084	0.04926048159512937	0.12631135270986238	0.1552267455581937	0.1293560265648616
NODE_0988	9.8494745937293e-05	7.922953976962379e-06	0.0008507456359071914	9.671854522720982e-05	7.935891490586135e-05	0.9944462460934376	7.41618476047402e-05	9.045241793301527e-05	0.0042558988450703324
NODE_0941	0.11967981169728015	0.02275211694075909	0.05683582833711273	0.11737510649954	0.16198977006519527	0.1852911476487663	0.0900008483531799	0.14053774367157099	0.10553762678659559
NODE_0954	0.07693748647804176	0.0061903061477614225	0.13317975411380917	0.07555002175281018	0.061996983081285206	0.22481399859174203	0.05793024684365345	0.07065868767811594	0.2927425153127808
NODE_0953	4.9400573989607365e-05	3.973800535557187e-06	0.0008368014402114123	4.850971089062826e-05	3.980289415678963e-05	0.9968093766354755	3.7196276866752073e-05	4.5366900763251185e-05	0.0021295717671104383
USA__SAMN03996251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
NODE_0940	0.020094787590117714	0.0019585816128691717	0.09883304557160079	0.018964904433585842	0.01761914825275125	0.6862139636819629	0.01454171256066039	0.0501815879152888	0.09159226838116308
NODE_0942	0.12026579974645481	0.024231546785292393	0.05540942942099305	0.11796425276700659	0.16962709168378684	0.174301776595656	0.09045259746304737	0.14312584461325592	0.10462166092450696
NODE_0955	4.900878653255215e-05	3.942473931162434e-06	3.0214305678088397e-05	4.812498660737248e-05	3.948816795601285e-05	0.9878587561346965	3.6901277974347063e-05	4.5007544570274465e-05	0.0118885563220536
NODE_0957	0.07286922104091619	0.005862751349602533	0.15368337909433966	0.071555124573446	0.05871760286923824	0.1802582845066053	0.0548670395235593	0.0669219008818016	0.33526469616049126
DEU__SAMN22091640	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
IRN__SAMN12675072	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
NODE_0004	0.002361315464332187	5.990072543315966e-05	0.0016841913118962094	0.0006536688830940933	0.0006361809831174387	0.991221260973494	0.0005007925199867081	0.0011574569766163432	0.0017252321620299198
NODE_0958	0.008691597633561837	0.0007613498858755063	0.22798461089101052	0.008395344185565846	0.007262624560063501	0.46327410176536843	0.006437346306527988	0.08338062646746947	0.19381239830455682
NODE_0943	0.10125585172056543	0.011546835246438734	0.03793423044962754	0.09939884009764118	0.3441652033542935	0.05900207082800312	0.07621703617896373	0.1902110641174373	0.0802688680070295
NODE_0951	0.023917639368306775	0.5823374918717028	0.007828481079313044	0.023485658346668895	0.019634280198010983	0.28443969428586396	0.018008333299793868	0.022128014235605946	0.01822040731473385
NODE_0956	1.8783308570171839e-07	1.511007854788771e-08	1.1513492781186965e-07	1.8444579795111153e-07	1.5134392858942517e-07	0.9999540177058545	1.414293518027213e-07	1.7249774115452173e-07	4.501449923394878e-05
USA__SAMN45987640	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
IND__SAMN19416303	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
USA__SAMN03877216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
NODE_0003	0.0027458733372333188	5.8934440881160466e-05	0.0014124149004852017	0.0006562719664120284	0.0006197829028355108	0.9914445858522066	0.0005028679147462677	0.0010585048668180495	0.0015007638183819044
NODE_0005	0.00017983396097711495	4.430288052854895e-06	4.396899659634214e-05	5.6638034429852777e-05	0.0003356944977122245	0.9991228707319074	4.152090918271754e-05	0.00015222274391973455	6.281983722181691e-05
NODE_0959	0.0073604058297320266	0.000636778988874999	0.262360078651068	0.007127390192463265	0.006117044574458078	0.45156584706729014	0.005465114601837234	0.09558134587240968	0.1637859942218665
NODE_0985	4.406219950649048e-05	3.582698110853124e-06	0.03573299920874512	4.318165046017898e-05	3.566164838157502e-05	0.000295093560998438	3.3110804527591465e-05	8.691798725374372e-05	0.9637253902420161
NODE_0944	0.06002197327263677	0.00569478295306232	0.02074888448528376	0.05893166772300188	0.6595200770804308	0.023579479676738787	0.0451876230580019	0.07988832176149226	0.04642718998935152
NODE_0945	9.72322672880324e-05	8.136825912448087e-06	0.013286877777042818	9.547595726162209e-05	0.00010268931864957704	2.7411320503500586e-05	7.320905524645298e-05	0.9830322483034677	0.0032767191746280394
KEN__SAMEA1931748	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NLD__SAMEA751360	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
DNK__SAMEA3923585	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
DNK__SAMEA3923584	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
NODE_0002	0.6001898791126865	0.003134261737954124	0.012867566102333255	0.03824779095095077	0.0314000258315309	0.2191955386811788	0.029327568134490653	0.03586380266010263	0.02977356678877227
NODE_0987	0.0012246700723616605	3.7706534906229825e-05	0.0005930491540962531	0.0004365818002764488	0.00038874866037384443	0.9956988309516664	0.00033463141596537456	0.0005752903397301652	0.0007104910706236601
NODE_0006	1.056971353509917e-05	5.976578753332106e-08	4.9831639245745e-07	7.547781842373528e-07	3.470358173359638e-06	0.9999816084141854	5.599403886972562e-07	1.6842914018939013e-06	7.944219513023575e-07
NODE_0765	0.008399058792648708	0.0002653701892520708	0.001087817558909659	0.0035902536850799713	0.028152708671000167	0.943378360104795	0.002584072517833368	0.010022701949084384	0.0025196565313965994
NODE_0960	0.007370281238279761	0.0006374627475574451	0.26324613342701725	0.0071373356608524915	0.006124539524690206	0.4504554648829764	0.005472740651985841	0.0959300616512593	0.16362598021538138
AUT__SAMN15702625	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
NODE_0986	2.8185902830884694e-05	2.2673813688874456e-06	0.9974066048510376	2.7677396288198233e-05	2.271027226143053e-05	7.758081834172215e-06	2.1222474297983305e-05	2.600189041734765e-05	0.002457571749663225
USA__SAMN05333716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CHN__SAMN03249373	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
CHN__SAMN22851881	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
NODE_0946	4.887320786486069e-05	4.088817126329281e-06	0.006631966637568835	4.799041942222126e-05	5.153056320049722e-05	1.376714397219383e-05	3.679809417781136e-05	0.9899026438784747	0.003262341238192355
IND__SAMN19416302	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
AUS__SAMEA751508	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AUS__SAMEA751511	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NOR__SAMEA10057937	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
POL__SAMEA1931348	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
AUS__SAMEA751513	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NODE_0007	8.003053163900907e-06	1.981353007324517e-08	1.6509110659568383e-07	2.5020707252488623e-07	1.1485893285420576e-06	0.9999893909311399	1.8563087672974867e-07	5.57712111657856e-07	2.789716699503271e-07
NODE_0766	0.021846673818039678	0.0003309412771998755	0.001343203527312192	0.00527365031408686	0.09274797677990872	0.8655866325959023	0.0034513192581461464	0.00628786292938636	0.003131739500017715
JPN__SAMEA41226418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
NODE_0961	0.009818506640176536	0.0007975107003981448	0.048258913585219866	0.009624158195683179	0.007943113242499328	0.0799772934856765	0.007379607729504117	0.6960930183160873	0.14010787810475508
NODE_0984	1.1548195443773926e-07	9.456201467136971e-09	0.9999967566591619	1.1302527443596955e-07	9.374212975075607e-08	1.7067263969568035e-06	8.666542557136088e-08	4.3952964251461253e-07	6.787138130516719e-07
IRN__SAMN12675069	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
IRN__SAMN12675070	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
NODE_0947	2.3019198447659433e-09	1.9250729976292185e-10	3.092002467193121e-07	2.2603413446433828e-09	2.421268688299022e-09	6.476839633490826e-10	1.733184554001595e-09	0.9999995291296457	1.521132017380609e-07
NODE_0950	1.8640626147271314e-09	1.499651815741587e-10	1.4144343839481235e-09	1.8304469468589325e-09	1.5033965200782689e-09	4.657730789762999e-10	1.4035501381688841e-09	1.2300553557759049e-07	0.9999998683628355
NODE_0008	7.72317980501355e-06	1.5358706740025678e-08	1.2724828214502114e-07	1.9387830380635607e-07	8.82039570962035e-07	0.9999902638451476	1.4389263133595835e-07	4.294203344075943e-07	2.211372180741067e-07
NODE_0764	1.4694125620159797e-07	1.1818485296173032e-08	4.758411160495241e-08	1.442728140622656e-07	1.1838015947018251e-07	0.9999991739352279	1.1062549539824322e-07	1.3492656774801235e-07	1.11515882362584e-07
NODE_0767	0.08751746621225459	0.00017150926862896488	0.0007119507321428711	0.008048018869952574	0.01210971455499464	0.8841700975125586	0.0033126929379200544	0.002320939337453385	0.001637610574094459
NODE_0794	0.00587302395047681	0.00033013353478792237	0.0013302657844190395	0.00415313946440177	0.8907818434138647	0.08727087339027607	0.0031254472636358197	0.004019327326360231	0.003115945871777475
NODE_0962	0.00441386859611503	0.0003570755901315359	0.013259456622742583	0.004329734761367419	0.003564773125522306	0.02144706281428573	0.003319952921937025	0.7921970089891492	0.15711106657874918
JPN__SAMEA751448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
IND__SAMN10525643	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
IND__SAMN19416301	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
JPN__SAMN04875532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
NODE_0948	1.1057920763498258e-10	9.070556741712231e-12	7.411995076031179e-09	1.085834818184212e-10	1.0264420551055865e-10	2.935851837656203e-11	8.325964345647017e-11	0.9999999884648253	3.679684109790596e-09
USA__SAMN16357507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
USA__SAMN16357510	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
