genome_record_id	sample_id	biosample_accession	assembly_accession	run_accession	country_iso3	country_name	collection_date_raw	date_lower	date_upper	year	month	quarter	date_resolution	date_month_or_quarter	project_id	project_id_source	source_dataset	source_role	model_denominator_role	genome_candidate	genome_qc_status	genome_observation_eligible	sampling_process_observed	sequencing_success	ct_value	specimen_type	preliminary_lineage_id	lineage_definition_status	published_branch	published_lineage	published_sublineage	ptxP_label	fim3_label	marker_23s_status	duplicate_of_focal	duplicate_group_size	data_freeze_date	provenance_note
CHN::SAMN39683412	SRS20312726	SAMN39683412	RRASM_SRR27796171		CHN	China		2022-01-01	2022-12-31	2022			year	False	PRJNA1071282	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-PG2	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN39682971	SRS20312777	SAMN39682971	RRASM_SRR27796120		CHN	China		2018-01-01	2018-12-31	2018			year	False	PRJNA1071282	study_accession	current_2406_archive	historical_tree_anchor	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP1/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN39682877	SRS20312802	SAMN39682877	RRASM_SRR27796093		CHN	China		2017-01-01	2017-12-31	2017			year	False	PRJNA1071282	study_accession	current_2406_archive	historical_tree_anchor	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP1/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN39682878	SRS20312814	SAMN39682878	RRASM_SRR27796082		CHN	China		2017-01-01	2017-12-31	2017			year	False	PRJNA1071282	study_accession	current_2406_archive	historical_tree_anchor	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP1/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN39683296	SRS20312923	SAMN39683296	RRASM_SRR27796613		CHN	China		2021-01-01	2021-12-31	2021			year	False	PRJNA1071282	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-1	MS	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN39683299	SRS20312925	SAMN39683299	RRASM_SRR27796610		CHN	China		2021-01-01	2021-12-31	2021			year	False	PRJNA1071282	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-1	MS	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN39683481	SRS20312947	SAMN39683481	RRASM_SRR27796588		CHN	China		2019-01-01	2019-12-31	2019			year	False	PRJNA1071282	study_accession	current_2406_archive	historical_tree_anchor	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-others	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN39683486	SRS20312953	SAMN39683486	RRASM_SRR27796582		CHN	China		2019-01-01	2019-12-31	2019			year	False	PRJNA1071282	study_accession	current_2406_archive	historical_tree_anchor	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP1/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN39683227	SRS20313061	SAMN39683227	RRASM_SRR27796474		CHN	China		2018-01-01	2018-12-31	2018			year	False	PRJNA1071282	study_accession	current_2406_archive	historical_tree_anchor	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-1	MS	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN40924133	SRS20990015	SAMN40924133	RRASM_SRR28622232		CHN	China		2024-01-01	2024-12-31	2024			year	False	PRJNA1071282	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-PG1	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN40924154	SRS20990038	SAMN40924154	RRASM_SRR28622209		CHN	China		2024-01-01	2024-12-31	2024			year	False	PRJNA1071282	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-PG2	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN45156013	SRS23447260	SAMN45156013	RRASM_SRR31615326		CHN	China		2020-01-01	2020-12-31	2020			year	False	PRJNA1193776	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MS-MT28	ptxP3	fim3-1	MS	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN45156014	SRS23447261	SAMN45156014	RRASM_SRR31615325		CHN	China		2022-01-01	2022-12-31	2022			year	False	PRJNA1193776	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN45156023	SRS23447262	SAMN45156023	RRASM_SRR31615324		CHN	China		2023-01-01	2023-12-31	2023			year	False	PRJNA1193776	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-PG2	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN45156024	SRS23447263	SAMN45156024	RRASM_SRR31615323		CHN	China		2023-01-01	2023-12-31	2023			year	False	PRJNA1193776	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-PG1	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN45156025	SRS23447264	SAMN45156025	RRASM_SRR31615322		CHN	China		2023-01-01	2023-12-31	2023			year	False	PRJNA1193776	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN45156026	SRS23447265	SAMN45156026	RRASM_SRR31615321		CHN	China		2023-01-01	2023-12-31	2023			year	False	PRJNA1193776	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN45156027	SRS23447266	SAMN45156027	RRASM_SRR31615320		CHN	China		2023-01-01	2023-12-31	2023			year	False	PRJNA1193776	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-others	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN45156028	SRS23447267	SAMN45156028	RRASM_SRR31615319		CHN	China		2023-01-01	2023-12-31	2023			year	False	PRJNA1193776	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-PG2	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN45156029	SRS23447268	SAMN45156029	RRASM_SRR31615318		CHN	China		2023-01-01	2023-12-31	2023			year	False	PRJNA1193776	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-others	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN45156030	SRS23447269	SAMN45156030	RRASM_SRR31615317		CHN	China		2023-01-01	2023-12-31	2023			year	False	PRJNA1193776	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-others	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN07329785	SRS2344727	SAMN07329785	RRASM_SRR5814350		CHN	China		2015-01-01	2015-12-31	2015			year	False	PRJNA393244	study_accession	current_2406_archive	historical_tree_anchor	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MS-MT28	ptxP3	fim3-1	MS	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN45156031	SRS23447270	SAMN45156031	RRASM_SRR31615316		CHN	China		2024-01-01	2024-12-31	2024			year	False	PRJNA1193776	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-others	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN45156032	SRS23447271	SAMN45156032	RRASM_SRR31615315		CHN	China		2024-01-01	2024-12-31	2024			year	False	PRJNA1193776	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-others	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN45156015	SRS23447272	SAMN45156015	RRASM_SRR31615314		CHN	China		2022-01-01	2022-12-31	2022			year	False	PRJNA1193776	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-1	MS	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN45156033	SRS23447273	SAMN45156033	RRASM_SRR31615313		CHN	China		2024-01-01	2024-12-31	2024			year	False	PRJNA1193776	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-others	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN45156034	SRS23447274	SAMN45156034	RRASM_SRR31615312		CHN	China		2024-01-01	2024-12-31	2024			year	False	PRJNA1193776	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-others	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN45156035	SRS23447275	SAMN45156035	RRASM_SRR31615311		CHN	China		2024-01-01	2024-12-31	2024			year	False	PRJNA1193776	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-PG1	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN45156036	SRS23447276	SAMN45156036	RRASM_SRR31615310		CHN	China		2024-01-01	2024-12-31	2024			year	False	PRJNA1193776	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-PG2	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN45156037	SRS23447277	SAMN45156037	RRASM_SRR31615309		CHN	China		2024-01-01	2024-12-31	2024			year	False	PRJNA1193776	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-others	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN45156038	SRS23447278	SAMN45156038	RRASM_SRR31615308		CHN	China		2024-01-01	2024-12-31	2024			year	False	PRJNA1193776	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-others	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN45156039	SRS23447279	SAMN45156039	RRASM_SRR31615307		CHN	China		2024-01-01	2024-12-31	2024			year	False	PRJNA1193776	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-others	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN07329787	SRS2344728	SAMN07329787	RRASM_SRR5814348		CHN	China		2015-01-01	2015-12-31	2015			year	False	PRJNA393244	study_accession	current_2406_archive	historical_tree_anchor	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP1/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN45156040	SRS23447280	SAMN45156040	RRASM_SRR31615306		CHN	China		2024-01-01	2024-12-31	2024			year	False	PRJNA1193776	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-PG1	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN45156041	SRS23447281	SAMN45156041	RRASM_SRR31615305		CHN	China		2024-01-01	2024-12-31	2024			year	False	PRJNA1193776	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-others	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN45156042	SRS23447282	SAMN45156042	RRASM_SRR31615304		CHN	China		2024-01-01	2024-12-31	2024			year	False	PRJNA1193776	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-others	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN45156016	SRS23447283	SAMN45156016	RRASM_SRR31615303		CHN	China		2022-01-01	2022-12-31	2022			year	False	PRJNA1193776	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN45156043	SRS23447284	SAMN45156043	RRASM_SRR31615302		CHN	China		2024-01-01	2024-12-31	2024			year	False	PRJNA1193776	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-PG2	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN45156052	SRS23447293	SAMN45156052	RRASM_SRR31615293		CHN	China		2024-01-01	2024-12-31	2024			year	False	PRJNA1193776	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-others	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN45156017	SRS23447294	SAMN45156017	RRASM_SRR31615292		CHN	China		2022-01-01	2022-12-31	2022			year	False	PRJNA1193776	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP1/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN45156053	SRS23447295	SAMN45156053	RRASM_SRR31615291		CHN	China		2024-01-01	2024-12-31	2024			year	False	PRJNA1193776	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-others	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN45156054	SRS23447296	SAMN45156054	RRASM_SRR31615290		CHN	China		2024-01-01	2024-12-31	2024			year	False	PRJNA1193776	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-others	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN45156057	SRS23447299	SAMN45156057	RRASM_SRR31615287		CHN	China		2024-01-01	2024-12-31	2024			year	False	PRJNA1193776	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-others	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN07329789	SRS2344730	SAMN07329789	RRASM_SRR5814346		CHN	China		2016-01-01	2016-12-31	2016			year	False	PRJNA393244	study_accession	current_2406_archive	historical_tree_anchor	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP1/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN45156059	SRS23447301	SAMN45156059	RRASM_SRR31615285		CHN	China		2024-01-01	2024-12-31	2024			year	False	PRJNA1193776	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-others	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN45156060	SRS23447302	SAMN45156060	RRASM_SRR31615284		CHN	China		2024-01-01	2024-12-31	2024			year	False	PRJNA1193776	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-others	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN45156061	SRS23447303	SAMN45156061	RRASM_SRR31615283		CHN	China		2024-01-01	2024-12-31	2024			year	False	PRJNA1193776	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-others	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN45156062	SRS23447304	SAMN45156062	RRASM_SRR31615282		CHN	China		2024-01-01	2024-12-31	2024			year	False	PRJNA1193776	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-others	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN45156018	SRS23447305	SAMN45156018	RRASM_SRR31615281		CHN	China		2023-01-01	2023-12-31	2023			year	False	PRJNA1193776	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-others	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN45156063	SRS23447306	SAMN45156063	RRASM_SRR31615280		CHN	China		2024-01-01	2024-12-31	2024			year	False	PRJNA1193776	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-others	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN45156064	SRS23447307	SAMN45156064	RRASM_SRR31615279		CHN	China		2024-01-01	2024-12-31	2024			year	False	PRJNA1193776	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-others	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN45156065	SRS23447308	SAMN45156065	RRASM_SRR31615278		CHN	China		2024-01-01	2024-12-31	2024			year	False	PRJNA1193776	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-PG2	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN45156066	SRS23447309	SAMN45156066	RRASM_SRR31615277		CHN	China		2024-01-01	2024-12-31	2024			year	False	PRJNA1193776	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-others	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN45156067	SRS23447310	SAMN45156067	RRASM_SRR31615276		CHN	China		2024-01-01	2024-12-31	2024			year	False	PRJNA1193776	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-others	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN45156070	SRS23447313	SAMN45156070	RRASM_SRR31615273		CHN	China		2024-01-01	2024-12-31	2024			year	False	PRJNA1193776	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-others	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN45156071	SRS23447314	SAMN45156071	RRASM_SRR31615272		CHN	China		2024-01-01	2024-12-31	2024			year	False	PRJNA1193776	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-others	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN45156072	SRS23447315	SAMN45156072	RRASM_SRR31615271		CHN	China		2024-01-01	2024-12-31	2024			year	False	PRJNA1193776	study_accession	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-others	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
