tree_sample_id	genome_record_id	country_iso3	country_name	collection_lower	collection_upper	collection_upper_effective	temporal_consistency_status	date_resolution	year	month	project_id	run_accession	biosample_accession	assembly_accession	sequence_acquisition	primary_model_lineage_id	display_lineage	epidemic_period	public_date	public_date_source	ena_first_public_date	assembly_release_date	public_route	subnational_location	location_source	location_resolution	nas_snapshot_record_id	lag_from_collection_lower_days	lag_from_collection_upper_days	lag_min_days	lag_max_days	first_post2022_month_above_2019_max	post2022_peak_month	public_lead_to_2019max_threshold_days	public_lead_to_post2022_peak_days	collection_lead_to_2019max_threshold_days	collection_lead_to_post2022_peak_days
CHN__SAMN44590233	CHN::SAMN44590233	CHN	China	2024-06-13	2024-06-13	2024-06-13	ok	day	2024	6	PRJNA1182239		SAMN44590233	GCA_050980975	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-06-18	ncbi_assembly_release;ncbi_assembly_release		2025-06-18	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN44590233	370	370	370	370	2023-08-01	2024-05-01	-687	-413	-317	-43
CHN__SAMN44590238	CHN::SAMN44590238	CHN	China	2024-06-13	2024-06-13	2024-06-13	ok	day	2024	6	PRJNA1182239		SAMN44590238	GCA_050980765	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-06-18	ncbi_assembly_release;ncbi_assembly_release		2025-06-18	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN44590238	370	370	370	370	2023-08-01	2024-05-01	-687	-413	-317	-43
CHN__SAMN44590242	CHN::SAMN44590242	CHN	China	2024-06-19	2024-06-19	2024-06-19	ok	day	2024	6	PRJNA1182239		SAMN44590242	GCA_050980565	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-06-18	ncbi_assembly_release;ncbi_assembly_release		2025-06-18	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN44590242	364	364	364	364	2023-08-01	2024-05-01	-687	-413	-323	-49
CHN__SAMN44590252	CHN::SAMN44590252	CHN	China	2024-06-21	2024-06-21	2024-06-21	ok	day	2024	6	PRJNA1182239		SAMN44590252	GCA_050980245	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-06-18	ncbi_assembly_release;ncbi_assembly_release		2025-06-18	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN44590252	362	362	362	362	2023-08-01	2024-05-01	-687	-413	-325	-51
CHN__SAMN44590257	CHN::SAMN44590257	CHN	China	2024-06-27	2024-06-27	2024-06-27	ok	day	2024	6	PRJNA1182239		SAMN44590257	GCA_050980045	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-06-18	ncbi_assembly_release;ncbi_assembly_release		2025-06-18	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN44590257	356	356	356	356	2023-08-01	2024-05-01	-687	-413	-331	-57
CHN__SAMN44590261	CHN::SAMN44590261	CHN	China	2024-07-01	2024-07-01	2024-07-01	ok	day	2024	7	PRJNA1182239		SAMN44590261	GCA_050979945	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-06-18	ncbi_assembly_release;ncbi_assembly_release		2025-06-18	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN44590261	352	352	352	352	2023-08-01	2024-05-01	-687	-413	-335	-61
CHN__SAMN44590265	CHN::SAMN44590265	CHN	China	2024-07-04	2024-07-04	2024-07-04	ok	day	2024	7	PRJNA1182239		SAMN44590265	GCA_050979805	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-06-18	ncbi_assembly_release;ncbi_assembly_release		2025-06-18	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN44590265	349	349	349	349	2023-08-01	2024-05-01	-687	-413	-338	-64
CHN__SAMN44590268	CHN::SAMN44590268	CHN	China	2024-07-04	2024-07-04	2024-07-04	ok	day	2024	7	PRJNA1182239		SAMN44590268	GCA_050979685	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-06-18	ncbi_assembly_release;ncbi_assembly_release		2025-06-18	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN44590268	349	349	349	349	2023-08-01	2024-05-01	-687	-413	-338	-64
CHN__SAMN44590275	CHN::SAMN44590275	CHN	China	2024-07-04	2024-07-04	2024-07-04	ok	day	2024	7	PRJNA1182239		SAMN44590275	GCA_050979385	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-06-18	ncbi_assembly_release;ncbi_assembly_release		2025-06-18	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN44590275	349	349	349	349	2023-08-01	2024-05-01	-687	-413	-338	-64
CHN__SAMN44590276	CHN::SAMN44590276	CHN	China	2024-07-04	2024-07-04	2024-07-04	ok	day	2024	7	PRJNA1182239		SAMN44590276	GCA_050979345	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-06-18	ncbi_assembly_release;ncbi_assembly_release		2025-06-18	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN44590276	349	349	349	349	2023-08-01	2024-05-01	-687	-413	-338	-64
CHN__SAMN44590282	CHN::SAMN44590282	CHN	China	2024-07-19	2024-07-19	2024-07-19	ok	day	2024	7	PRJNA1182239		SAMN44590282	GCA_050979165	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-06-18	ncbi_assembly_release;ncbi_assembly_release		2025-06-18	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN44590282	334	334	334	334	2023-08-01	2024-05-01	-687	-413	-353	-79
CHN__SAMN44590283	CHN::SAMN44590283	CHN	China	2024-07-19	2024-07-19	2024-07-19	ok	day	2024	7	PRJNA1182239		SAMN44590283	GCA_050979185	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-06-18	ncbi_assembly_release;ncbi_assembly_release		2025-06-18	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN44590283	334	334	334	334	2023-08-01	2024-05-01	-687	-413	-353	-79
CHN__SAMN44590291	CHN::SAMN44590291	CHN	China	2024-07-19	2024-07-19	2024-07-19	ok	day	2024	7	PRJNA1182239		SAMN44590291	GCA_050979015	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-06-18	ncbi_assembly_release;ncbi_assembly_release		2025-06-18	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN44590291	334	334	334	334	2023-08-01	2024-05-01	-687	-413	-353	-79
CHN__SAMN44590292	CHN::SAMN44590292	CHN	China	2024-08-01	2024-08-01	2024-08-01	ok	day	2024	8	PRJNA1182239		SAMN44590292	GCA_050978975	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-06-18	ncbi_assembly_release;ncbi_assembly_release		2025-06-18	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN44590292	321	321	321	321	2023-08-01	2024-05-01	-687	-413	-366	-92
CHN__SAMN44590294	CHN::SAMN44590294	CHN	China	2024-08-01	2024-08-01	2024-08-01	ok	day	2024	8	PRJNA1182239		SAMN44590294	GCA_050978925	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-06-18	ncbi_assembly_release;ncbi_assembly_release		2025-06-18	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN44590294	321	321	321	321	2023-08-01	2024-05-01	-687	-413	-366	-92
CHN__SAMN44590295	CHN::SAMN44590295	CHN	China	2024-08-01	2024-08-01	2024-08-01	ok	day	2024	8	PRJNA1182239		SAMN44590295	GCA_050978905	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-06-18	ncbi_assembly_release;ncbi_assembly_release		2025-06-18	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN44590295	321	321	321	321	2023-08-01	2024-05-01	-687	-413	-366	-92
CHN__SAMN44590307	CHN::SAMN44590307	CHN	China	2024-08-27	2024-08-27	2024-08-27	ok	day	2024	8	PRJNA1182239		SAMN44590307	GCA_050978665	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-06-18	ncbi_assembly_release;ncbi_assembly_release		2025-06-18	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN44590307	295	295	295	295	2023-08-01	2024-05-01	-687	-413	-392	-118
CHN__SAMN44590310	CHN::SAMN44590310	CHN	China	2024-08-27	2024-08-27	2024-08-27	ok	day	2024	8	PRJNA1182239		SAMN44590310	GCA_050978605	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-06-18	ncbi_assembly_release;ncbi_assembly_release		2025-06-18	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN44590310	295	295	295	295	2023-08-01	2024-05-01	-687	-413	-392	-118
CHN__SAMN44590311	CHN::SAMN44590311	CHN	China	2024-08-27	2024-08-27	2024-08-27	ok	day	2024	8	PRJNA1182239		SAMN44590311	GCA_050978585	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-06-18	ncbi_assembly_release;ncbi_assembly_release		2025-06-18	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN44590311	295	295	295	295	2023-08-01	2024-05-01	-687	-413	-392	-118
CHN__SAMN44590312	CHN::SAMN44590312	CHN	China	2024-08-27	2024-08-27	2024-08-27	ok	day	2024	8	PRJNA1182239		SAMN44590312	GCA_050978565	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-06-18	ncbi_assembly_release;ncbi_assembly_release		2025-06-18	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN44590312	295	295	295	295	2023-08-01	2024-05-01	-687	-413	-392	-118
CHN__SAMN44590314	CHN::SAMN44590314	CHN	China	2024-08-30	2024-08-30	2024-08-30	ok	day	2024	8	PRJNA1182239		SAMN44590314	GCA_050978525	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-06-18	ncbi_assembly_release;ncbi_assembly_release		2025-06-18	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN44590314	292	292	292	292	2023-08-01	2024-05-01	-687	-413	-395	-121
CHN__SAMN45156031	CHN::SAMN45156031	CHN	China	2024-01-01	2024-12-31	2024-12-31	ok	year	2024		PRJNA1193776	SRR31615316	SAMN45156031	RRASM_SRR31615316	local_fasta	L1_02.07	MT28-associated genomic lineage	resurgence	2025-03-23	ena_first_public_biosample_accession;ena_first_public_run	2025-03-23		ena_read_only	Guangzhou	ena_country	subnational	CHN__SAMN45156031	447	82	82	447	2023-08-01	2024-05-01	-600	-326	-153	121
CHN__SAMN45156034	CHN::SAMN45156034	CHN	China	2024-01-01	2024-12-31	2024-12-31	ok	year	2024		PRJNA1193776	SRR31615312	SAMN45156034	RRASM_SRR31615312	local_fasta	L1_02.07	MT28-associated genomic lineage	resurgence	2025-03-23	ena_first_public_biosample_accession;ena_first_public_run	2025-03-23		ena_read_only	Guangzhou	ena_country	subnational	CHN__SAMN45156034	447	82	82	447	2023-08-01	2024-05-01	-600	-326	-153	121
CHN__SAMN45156054	CHN::SAMN45156054	CHN	China	2024-01-01	2024-12-31	2024-12-31	ok	year	2024		PRJNA1193776	SRR31615290	SAMN45156054	RRASM_SRR31615290	local_fasta	L1_02.07	MT28-associated genomic lineage	resurgence	2025-03-23	ena_first_public_biosample_accession;ena_first_public_run	2025-03-23		ena_read_only	Guangzhou	ena_country	subnational	CHN__SAMN45156054	447	82	82	447	2023-08-01	2024-05-01	-600	-326	-153	121
CHN__SAMN45156057	CHN::SAMN45156057	CHN	China	2024-01-01	2024-12-31	2024-12-31	ok	year	2024		PRJNA1193776	SRR31615287	SAMN45156057	RRASM_SRR31615287	local_fasta	L1_02.07	MT28-associated genomic lineage	resurgence	2025-03-23	ena_first_public_biosample_accession;ena_first_public_run	2025-03-23		ena_read_only	Guangzhou	ena_country	subnational	CHN__SAMN45156057	447	82	82	447	2023-08-01	2024-05-01	-600	-326	-153	121
CHN__SAMN45156063	CHN::SAMN45156063	CHN	China	2024-01-01	2024-12-31	2024-12-31	ok	year	2024		PRJNA1193776	SRR31615280	SAMN45156063	RRASM_SRR31615280	local_fasta	L1_02.07	MT28-associated genomic lineage	resurgence	2025-03-23	ena_first_public_biosample_accession;ena_first_public_run	2025-03-23		ena_read_only	Guangzhou	ena_country	subnational	CHN__SAMN45156063	447	82	82	447	2023-08-01	2024-05-01	-600	-326	-153	121
CHN__SAMN45156066	CHN::SAMN45156066	CHN	China	2024-01-01	2024-12-31	2024-12-31	ok	year	2024		PRJNA1193776	SRR31615277	SAMN45156066	RRASM_SRR31615277	local_fasta	L1_02.07	MT28-associated genomic lineage	resurgence	2025-03-23	ena_first_public_biosample_accession;ena_first_public_run	2025-03-23		ena_read_only	Guangzhou	ena_country	subnational	CHN__SAMN45156066	447	82	82	447	2023-08-01	2024-05-01	-600	-326	-153	121
CHN__SAMN50152057	CHN::SAMN50152057	CHN	China	2024-01-01	2024-12-31	2024-12-31	ok	year	2024		PRJNA1295129		SAMN50152057	GCA_053472445	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-11-13	ncbi_assembly_release;ncbi_assembly_release		2025-11-13	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN50152057	682	317	317	682	2023-08-01	2024-05-01	-835	-561	-153	121
CHN__SAMN50152059	CHN::SAMN50152059	CHN	China	2024-01-01	2024-12-31	2024-12-31	ok	year	2024		PRJNA1295129		SAMN50152059	GCA_053472405	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-11-13	ncbi_assembly_release;ncbi_assembly_release		2025-11-13	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN50152059	682	317	317	682	2023-08-01	2024-05-01	-835	-561	-153	121
CHN__SAMN50152066	CHN::SAMN50152066	CHN	China	2024-01-01	2024-12-31	2024-12-31	ok	year	2024		PRJNA1295129		SAMN50152066	GCA_053472265	ncbi_assembly_download	L1_02.06	Comparator genomic lineage C	resurgence	2025-11-13	ncbi_assembly_release;ncbi_assembly_release		2025-11-13	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN50152066	682	317	317	682	2023-08-01	2024-05-01	-835	-561	-153	121
CHN__SAMN50152069	CHN::SAMN50152069	CHN	China	2024-01-01	2024-12-31	2024-12-31	ok	year	2024		PRJNA1295129		SAMN50152069	GCA_053472205	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-11-13	ncbi_assembly_release;ncbi_assembly_release		2025-11-13	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN50152069	682	317	317	682	2023-08-01	2024-05-01	-835	-561	-153	121
CHN__SAMN50152080	CHN::SAMN50152080	CHN	China	2024-01-01	2024-12-31	2024-12-31	ok	year	2024		PRJNA1295129		SAMN50152080	GCA_053472025	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-11-13	ncbi_assembly_release;ncbi_assembly_release		2025-11-13	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN50152080	682	317	317	682	2023-08-01	2024-05-01	-835	-561	-153	121
CHN__SAMN50152085	CHN::SAMN50152085	CHN	China	2024-01-01	2024-12-31	2024-12-31	ok	year	2024		PRJNA1295129		SAMN50152085	GCA_053471905	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-11-13	ncbi_assembly_release;ncbi_assembly_release		2025-11-13	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN50152085	682	317	317	682	2023-08-01	2024-05-01	-835	-561	-153	121
CHN__SAMN50152092	CHN::SAMN50152092	CHN	China	2024-01-01	2024-12-31	2024-12-31	ok	year	2024		PRJNA1295129		SAMN50152092	GCA_053471785	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-11-13	ncbi_assembly_release;ncbi_assembly_release		2025-11-13	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN50152092	682	317	317	682	2023-08-01	2024-05-01	-835	-561	-153	121
CHN__SAMN50152101	CHN::SAMN50152101	CHN	China	2024-01-01	2024-12-31	2024-12-31	ok	year	2024		PRJNA1295129		SAMN50152101	GCA_053470665	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-11-13	ncbi_assembly_release;ncbi_assembly_release		2025-11-13	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN50152101	682	317	317	682	2023-08-01	2024-05-01	-835	-561	-153	121
FRA__SAMEA751372	FRA::SAMEA751372	FRA	France	2000-01-01	2000-12-31	2000-12-31	ok	year	2000		PRJEB2274	ERR028841	SAMEA751372	GCA_001332595	ncbi_assembly_download	L1_02.05	Comparator genomic lineage B	prepandemic	2011-02-01	ena_first_public_biosample_accession;ena_first_public_run	2011-02-01		ena_read_only		ena_country	country		4049	3684	3684	4049						
FRA__SAMN03366100	FRA::SAMN03366100	FRA	France	2007-01-01	2007-12-31	2007-12-31	ok	year	2007		PRJNA266616	SRR3205797	SAMN03366100	GCA_001509895	ncbi_assembly_download	L1_02.05	Comparator genomic lineage B	prepandemic	2016-05-02	ena_first_public_biosample_accession;ena_first_public_run	2016-05-02		ena_read_only		ena_country	country		3409	3045	3045	3409						
FRA__SAMN03491902	FRA::SAMN03491902	FRA	France	2008-01-01	2008-12-31	2008-12-31	ok	year	2008		PRJNA281570		SAMN03491902	GCA_001307565	ncbi_assembly_download	L1_02.05	Comparator genomic lineage B	prepandemic					not_publicly_dated			missing											
FRA__SAMN03491903	FRA::SAMN03491903	FRA	France	2009-01-01	2009-12-31	2009-12-31	ok	year	2009		PRJNA281570		SAMN03491903	GCA_001307525	ncbi_assembly_download	L1_02.05	Comparator genomic lineage B	prepandemic					not_publicly_dated			missing											
FRA__SAMEA4700352	FRA::SAMEA4700352	FRA	France	2014-01-01	2014-12-31	2014-12-31	ok	year	2014		PRJEB27048		SAMEA4700352	GCA_900492145	ncbi_assembly_download	L1_02.06	Comparator genomic lineage C	prepandemic					not_publicly_dated			missing											
FRA__SAMN09862835	FRA::SAMN09862835	FRA	France	2014-01-01	2014-12-31	2014-12-31	ok	year	2014		PRJNA486745	SRR7908034	SAMN09862835	GCA_003431425	ncbi_assembly_download	L1_02.06	Comparator genomic lineage C	prepandemic	2018-09-28	ena_first_public_biosample_accession;ena_first_public_run	2018-09-28		ena_read_only		ena_country	country		1731	1367	1367	1731						
FRA__SAMEA115874185	FRA::SAMEA115874185	FRA	France	2023-01-01	2023-12-31	2023-12-31	ok	year	2023		PRJEB42353	ERR13476594	SAMEA115874185		legacy_read_assembly	L1_02.06	Comparator genomic lineage C	resurgence	2024-08-08	ena_first_public_biosample_accession;ena_first_public_run	2024-08-08		ena_read_only		ena_country	country		585	221	221	585						
FRA__SAMEA115874186	FRA::SAMEA115874186	FRA	France	2023-01-01	2023-12-31	2023-12-31	ok	year	2023		PRJEB42353	ERR13476595	SAMEA115874186		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2024-08-08	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2024-08-08		ena_read_only		ena_country	country		585	221	221	585						
FRA__SAMEA115874187	FRA::SAMEA115874187	FRA	France	2023-01-01	2023-12-31	2023-12-31	ok	year	2023		PRJEB42353	ERR13476596	SAMEA115874187		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2024-08-08	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2024-08-08		ena_read_only		ena_country	country		585	221	221	585						
FRA__SAMEA115874188	FRA::SAMEA115874188	FRA	France	2023-01-01	2023-12-31	2023-12-31	ok	year	2023		PRJEB42353	ERR13476597	SAMEA115874188		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2024-08-08	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2024-08-08		ena_read_only		ena_country	country		585	221	221	585						
FRA__SAMEA115874189	FRA::SAMEA115874189	FRA	France	2023-01-01	2023-12-31	2023-12-31	ok	year	2023		PRJEB42353	ERR13476598	SAMEA115874189		ena_fastq_download	L1_02.05	Comparator genomic lineage B	resurgence	2024-08-08	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2024-08-08		ena_read_only		ena_country	country		585	221	221	585						
FRA__SAMEA115874190	FRA::SAMEA115874190	FRA	France	2023-01-01	2023-12-31	2023-12-31	ok	year	2023		PRJEB42353	ERR13476599	SAMEA115874190		legacy_read_assembly	L1_02.06	Comparator genomic lineage C	resurgence	2024-08-08	ena_first_public_biosample_accession;ena_first_public_run	2024-08-08		ena_read_only		ena_country	country		585	221	221	585						
FRA__SAMEA115874191	FRA::SAMEA115874191	FRA	France	2023-01-01	2023-12-31	2023-12-31	ok	year	2023		PRJEB42353	ERR13476600	SAMEA115874191		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2024-08-08	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2024-08-08		ena_read_only		ena_country	country		585	221	221	585						
FRA__SAMEA115874193	FRA::SAMEA115874193	FRA	France	2024-01-01	2024-12-31	2024-08-08	ok	year	2024		PRJEB42353	ERR13476602	SAMEA115874193		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2024-08-08	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2024-08-08		ena_read_only		ena_country	country		220	-145	0	220						
FRA__SAMEA115874194	FRA::SAMEA115874194	FRA	France	2024-01-01	2024-12-31	2024-08-08	ok	year	2024		PRJEB42353	ERR13476603	SAMEA115874194		ena_fastq_download	L1_02.05	Comparator genomic lineage B	resurgence	2024-08-08	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2024-08-08		ena_read_only		ena_country	country		220	-145	0	220						
FRA__SAMEA115874195	FRA::SAMEA115874195	FRA	France	2024-01-01	2024-12-31	2024-08-08	ok	year	2024		PRJEB42353	ERR13476604	SAMEA115874195		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2024-08-08	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2024-08-08		ena_read_only		ena_country	country		220	-145	0	220						
FRA__SAMEA115874196	FRA::SAMEA115874196	FRA	France	2024-01-01	2024-12-31	2024-08-08	ok	year	2024		PRJEB42353	ERR13476605	SAMEA115874196		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2024-08-08	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2024-08-08		ena_read_only		ena_country	country		220	-145	0	220						
FRA__SAMEA115874197	FRA::SAMEA115874197	FRA	France	2024-01-01	2024-12-31	2024-08-08	ok	year	2024		PRJEB42353	ERR13476606	SAMEA115874197		ena_fastq_download	L1_02.07	MT28-associated genomic lineage	resurgence	2024-08-08	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2024-08-08		ena_read_only		ena_country	country		220	-145	0	220						
FRA__SAMEA115874198	FRA::SAMEA115874198	FRA	France	2024-01-01	2024-12-31	2024-08-08	ok	year	2024		PRJEB42353	ERR13476607	SAMEA115874198		legacy_read_assembly	L1_02.06	Comparator genomic lineage C	resurgence	2024-08-08	ena_first_public_biosample_accession;ena_first_public_run	2024-08-08		ena_read_only		ena_country	country		220	-145	0	220						
FRA__SAMEA115874199	FRA::SAMEA115874199	FRA	France	2024-01-01	2024-12-31	2024-08-08	ok	year	2024		PRJEB42353	ERR13476608	SAMEA115874199		ena_fastq_download	L1_02.07	MT28-associated genomic lineage	resurgence	2024-08-08	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2024-08-08		ena_read_only		ena_country	country		220	-145	0	220						
FRA__SAMEA115874200	FRA::SAMEA115874200	FRA	France	2024-01-01	2024-12-31	2024-08-08	ok	year	2024		PRJEB42353	ERR13476609	SAMEA115874200		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2024-08-08	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2024-08-08		ena_read_only		ena_country	country		220	-145	0	220						
FRA__SAMEA115874201	FRA::SAMEA115874201	FRA	France	2024-01-01	2024-12-31	2024-08-08	ok	year	2024		PRJEB42353	ERR13476610	SAMEA115874201		legacy_read_assembly	L1_02.06	Comparator genomic lineage C	resurgence	2024-08-08	ena_first_public_biosample_accession;ena_first_public_run	2024-08-08		ena_read_only		ena_country	country		220	-145	0	220						
FRA__SAMEA115874203	FRA::SAMEA115874203	FRA	France	2024-01-01	2024-12-31	2024-08-08	ok	year	2024		PRJEB42353	ERR13476612	SAMEA115874203		legacy_read_assembly	L1_02.06	Comparator genomic lineage C	resurgence	2024-08-08	ena_first_public_biosample_accession;ena_first_public_run	2024-08-08		ena_read_only		ena_country	country		220	-145	0	220						
FRA__SAMEA115874206	FRA::SAMEA115874206	FRA	France	2024-01-01	2024-12-31	2024-08-08	ok	year	2024		PRJEB42353	ERR13476615	SAMEA115874206		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2024-08-08	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2024-08-08		ena_read_only		ena_country	country		220	-145	0	220						
FRA__SAMEA115874207	FRA::SAMEA115874207	FRA	France	2024-01-01	2024-12-31	2024-08-08	ok	year	2024		PRJEB42353	ERR13476616	SAMEA115874207		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2024-08-08	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2024-08-08		ena_read_only		ena_country	country		220	-145	0	220						
FRA__SAMEA115874208	FRA::SAMEA115874208	FRA	France	2024-01-01	2024-12-31	2024-08-08	ok	year	2024		PRJEB42353	ERR13476617	SAMEA115874208		ena_fastq_download	L1_02.06	Comparator genomic lineage C	resurgence	2024-08-08	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2024-08-08		ena_read_only		ena_country	country		220	-145	0	220						
FRA__SAMEA115874210	FRA::SAMEA115874210	FRA	France	2024-01-01	2024-12-31	2024-08-08	ok	year	2024		PRJEB42353	ERR13476619	SAMEA115874210		ena_fastq_download	L1_02.07	MT28-associated genomic lineage	resurgence	2024-08-08	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2024-08-08		ena_read_only		ena_country	country		220	-145	0	220						
FRA__SAMEA115874211	FRA::SAMEA115874211	FRA	France	2024-01-01	2024-12-31	2024-08-08	ok	year	2024		PRJEB42353	ERR13476620	SAMEA115874211		legacy_read_assembly	L1_02.05	Comparator genomic lineage B	resurgence	2024-08-08	ena_first_public_biosample_accession;ena_first_public_run	2024-08-08		ena_read_only		ena_country	country		220	-145	0	220						
FRA__SAMEA115874212	FRA::SAMEA115874212	FRA	France	2024-01-01	2024-12-31	2024-08-08	ok	year	2024		PRJEB42353	ERR13476621	SAMEA115874212		legacy_read_assembly	L1_02.06	Comparator genomic lineage C	resurgence	2024-08-08	ena_first_public_biosample_accession;ena_first_public_run	2024-08-08		ena_read_only		ena_country	country		220	-145	0	220						
FRA__SAMEA115874213	FRA::SAMEA115874213	FRA	France	2024-01-01	2024-12-31	2024-08-08	ok	year	2024		PRJEB42353	ERR13476622	SAMEA115874213		legacy_read_assembly	L1_01.02	Comparator genomic lineage A	resurgence	2024-08-08	ena_first_public_biosample_accession;ena_first_public_run	2024-08-08		ena_read_only		ena_country	country		220	-145	0	220						
