query_project_id	run_accession	sample_accession	study_accession	collection_date	country	first_public
PRJEB42353	ERR6044867	SAMEA8901819	PRJEB42353	2017	France	2021-06-21
PRJEB42353	ERR6044868	SAMEA8901820	PRJEB42353	2017	France	2021-06-21
PRJEB42353	ERR6044870	SAMEA8901822	PRJEB42353	2017	France	2021-06-21
PRJEB42353	ERR6044872	SAMEA8901824	PRJEB42353	2017	France	2021-06-21
PRJEB42353	ERR6044874	SAMEA8901826	PRJEB42353	2017	France	2021-06-21
PRJEB42353	ERR6044875	SAMEA8901827	PRJEB42353	2017	France	2021-06-21
PRJEB42353	ERR6044877	SAMEA8901829	PRJEB42353	2017	France	2021-06-21
PRJEB42353	ERR6044879	SAMEA8901831	PRJEB42353	2017	France	2021-06-21
PRJEB42353	ERR6044881	SAMEA8901833	PRJEB42353	2017	France	2021-06-21
PRJEB42353	ERR6044891	SAMEA8901843	PRJEB42353	2018	France	2021-06-21
PRJEB42353	ERR6044893	SAMEA8901845	PRJEB42353	2018	France	2021-06-21
PRJEB42353	ERR6044895	SAMEA8901847	PRJEB42353	2018	France	2021-06-21
PRJEB42353	ERR6044896	SAMEA8901848	PRJEB42353	2018	France	2021-06-21
PRJEB42353	ERR6044899	SAMEA8901851	PRJEB42353	2018	France	2021-06-21
PRJEB42353	ERR6044901	SAMEA8901853	PRJEB42353	2018	France	2021-06-21
PRJEB42353	ERR6044904	SAMEA8901856	PRJEB42353	2018	France	2021-06-21
PRJEB42353	ERR6044906	SAMEA8901858	PRJEB42353	2018	France	2021-06-21
PRJEB42353	ERR6044910	SAMEA8901862	PRJEB42353	2018	France	2021-06-21
PRJEB42353	ERR6044911	SAMEA8901863	PRJEB42353	2018	France	2021-06-21
PRJEB42353	ERR6044912	SAMEA8901864	PRJEB42353	2018	France	2021-06-21
PRJEB42353	ERR6044913	SAMEA8901865	PRJEB42353	2018	France	2021-06-21
PRJEB42353	ERR6044914	SAMEA8901866	PRJEB42353	2018	France	2021-06-21
PRJEB42353	ERR6044915	SAMEA8901867	PRJEB42353	2018	France	2021-06-21
PRJEB42353	ERR6044921	SAMEA8901503	PRJEB42353	2012	France	2021-06-21
PRJEB42353	ERR6044924	SAMEA8901506	PRJEB42353	2012	France	2021-06-21
PRJEB42353	ERR6044933	SAMEA8901515	PRJEB42353	2012	France	2021-06-21
PRJEB42353	ERR6044938	SAMEA8901520	PRJEB42353	2012	France	2021-06-21
PRJEB42353	ERR6044939	SAMEA8901521	PRJEB42353	2012	France	2021-06-21
PRJEB42353	ERR6044940	SAMEA8901522	PRJEB42353	2012	France	2021-06-21
PRJEB42353	ERR6044946	SAMEA8901528	PRJEB42353	2012	France	2021-06-21
PRJEB42353	ERR6044948	SAMEA8901530	PRJEB42353	2012	France	2021-06-21
PRJEB42353	ERR6044949	SAMEA8901531	PRJEB42353	2012	France	2021-06-21
PRJEB42353	ERR6044962	SAMEA8901544	PRJEB42353	2012	France	2021-06-21
PRJEB42353	ERR6044963	SAMEA8901545	PRJEB42353	2012	France	2021-06-21
PRJEB42353	ERR6044964	SAMEA8901546	PRJEB42353	2012	France	2021-06-21
PRJEB42353	ERR6044966	SAMEA8901548	PRJEB42353	2012	France	2021-06-21
PRJEB42353	ERR8052264	SAMEA12219264	PRJEB42353	2011	France	2022-01-20
PRJEB42353	ERR8052266	SAMEA12219266	PRJEB42353	2019	France	2022-01-20
PRJEB42353	ERR8052267	SAMEA12219267	PRJEB42353	2019	France	2022-01-20
PRJEB42353	ERR13848220	SAMEA116143314	PRJEB42353	1996	France	2024-10-18
PRJEB42353	ERR13848221	SAMEA116143315	PRJEB42353	1996	France	2024-10-18
PRJEB42353	ERR13848224	SAMEA116143318	PRJEB42353	1996	France	2024-10-18
PRJEB42353	ERR13848226	SAMEA116143320	PRJEB42353	1996	France	2024-10-18
PRJEB42353	ERR13848229	SAMEA116143323	PRJEB42353	1996	France	2024-10-18
PRJEB42353	ERR13848231	SAMEA116143325	PRJEB42353	1996	France	2024-10-18
PRJEB42353	ERR13848233	SAMEA116143327	PRJEB42353	1996	France	2024-10-18
PRJEB42353	ERR13848238	SAMEA116143332	PRJEB42353	1996	France	2024-10-18
PRJEB42353	ERR13848240	SAMEA116143334	PRJEB42353	1996	France	2024-10-18
PRJEB42353	ERR13848245	SAMEA116143339	PRJEB42353	1997	France	2024-10-18
PRJEB42353	ERR13848246	SAMEA116143340	PRJEB42353	1997	France	2024-10-18
PRJEB42353	ERR13848247	SAMEA116143341	PRJEB42353	1997	France	2024-10-18
PRJEB42353	ERR13848249	SAMEA116143343	PRJEB42353	1997	France	2024-10-18
PRJEB42353	ERR13848250	SAMEA116143344	PRJEB42353	1997	France	2024-10-18
PRJEB42353	ERR13848259	SAMEA116143353	PRJEB42353	1997	France	2024-10-18
PRJEB42353	ERR13848261	SAMEA116143355	PRJEB42353	1997	France	2024-10-18
PRJEB42353	ERR13848262	SAMEA116143356	PRJEB42353	1997	France	2024-10-18
PRJEB42353	ERR13848266	SAMEA116143360	PRJEB42353	1997	France	2024-10-18
PRJEB42353	ERR13848271	SAMEA116143365	PRJEB42353	1997	France	2024-10-18
PRJEB42353	ERR13848272	SAMEA116143366	PRJEB42353	1997	France	2024-10-18
PRJEB42353	ERR13848273	SAMEA116143367	PRJEB42353	1997	France	2024-10-18
PRJEB42353	ERR13848276	SAMEA116143370	PRJEB42353	1998	France	2024-10-18
PRJEB42353	ERR13848281	SAMEA116143375	PRJEB42353	1998	France	2024-10-18
PRJEB42353	ERR13848282	SAMEA116143376	PRJEB42353	1998	France	2024-10-18
PRJEB42353	ERR13848286	SAMEA116143380	PRJEB42353	2000	France	2024-10-18
PRJEB42353	ERR13848288	SAMEA116143382	PRJEB42353	2000	France	2024-10-18
PRJEB42353	ERR13848289	SAMEA116143383	PRJEB42353	2000	France	2024-10-18
PRJEB42353	ERR13848291	SAMEA116143385	PRJEB42353	2000	France	2024-10-18
PRJEB42353	ERR13848293	SAMEA116143387	PRJEB42353	2000	France	2024-10-18
PRJEB42353	ERR13848295	SAMEA116143389	PRJEB42353	2000	France	2024-10-18
PRJEB42353	ERR13848304	SAMEA116143398	PRJEB42353	2001	France	2024-10-18
PRJEB42353	ERR13848307	SAMEA116143401	PRJEB42353	1997	France	2024-10-18
PRJEB42353	ERR13848308	SAMEA116143402	PRJEB42353	2000	France	2024-10-18
PRJEB42353	ERR13848309	SAMEA116143403	PRJEB42353	1998	France	2024-10-18
PRJEB42353	ERR13848310	SAMEA116143404	PRJEB42353	1996	France	2024-10-18
PRJEB42353	ERR13848311	SAMEA116143405	PRJEB42353	1996	France	2024-10-18
PRJEB42353	ERR13848316	SAMEA116143410	PRJEB42353	2004	France	2024-10-18
PRJEB42353	ERR13848324	SAMEA116143418	PRJEB42353	2004	France	2024-10-18
PRJEB42353	ERR13848325	SAMEA116143419	PRJEB42353	2004	France	2024-10-18
PRJEB42353	ERR13848327	SAMEA116143421	PRJEB42353	2004	France	2024-10-18
PRJEB42353	ERR13848333	SAMEA116143427	PRJEB42353	2004	France	2024-10-18
PRJEB42353	ERR13848334	SAMEA116143428	PRJEB42353	2004	France	2024-10-18
PRJEB42353	ERR13848340	SAMEA116143434	PRJEB42353	2005	France	2024-10-18
PRJEB42353	ERR13848343	SAMEA116143437	PRJEB42353	2005	France	2024-10-18
PRJEB42353	ERR13848346	SAMEA116143440	PRJEB42353	2005	France	2024-10-18
PRJEB42353	ERR13848347	SAMEA116143441	PRJEB42353	2005	France	2024-10-18
PRJEB42353	ERR13848351	SAMEA116143445	PRJEB42353	2006	France	2024-10-18
PRJEB42353	ERR13848357	SAMEA116143451	PRJEB42353	2007	France	2024-10-18
PRJEB42353	ERR13848362	SAMEA116143456	PRJEB42353	2007	France	2024-10-18
PRJEB42353	ERR13848364	SAMEA116143458	PRJEB42353	2008	France	2024-10-18
PRJEB42353	ERR13848371	SAMEA116143466	PRJEB42353	2009	France	2024-10-18
PRJEB42353	ERR13848372	SAMEA116143468	PRJEB42353	2009	France	2024-10-18
PRJEB42353	ERR13848378	SAMEA116143474	PRJEB42353	2009	France	2024-10-18
PRJEB42353	ERR13848380	SAMEA116143476	PRJEB42353	2019	France	2024-10-18
PRJEB42353	ERR13848383	SAMEA116143479	PRJEB42353	2019	France	2024-10-18
PRJEB42353	ERR13848392	SAMEA116143488	PRJEB42353	2019	France	2024-10-18
PRJEB42353	ERR13848394	SAMEA116143490	PRJEB42353	2019	France	2024-10-18
PRJEB42353	ERR13848397	SAMEA116143493	PRJEB42353	2019	France	2024-10-18
PRJEB42353	ERR13848398	SAMEA116143494	PRJEB42353	2019	France	2024-10-18
PRJEB42353	ERR13848400	SAMEA116143496	PRJEB42353	2019	France	2024-10-18
PRJEB42353	ERR13848408	SAMEA116143504	PRJEB42353	2019	France	2024-10-18
PRJEB42353	ERR13848409	SAMEA116143505	PRJEB42353	2019	France	2024-10-18
PRJEB42353	ERR13848417	SAMEA116143513	PRJEB42353	2019	France	2024-10-18
PRJEB42353	ERR13848419	SAMEA116143515	PRJEB42353	2019	France	2024-10-18
PRJEB42353	ERR13848427	SAMEA116143523	PRJEB42353	2020	France	2024-10-18
PRJEB42353	ERR13848430	SAMEA116143526	PRJEB42353	2020	France	2024-10-18
PRJEB42353	ERR13848434	SAMEA116143530	PRJEB42353	2022	France	2024-10-18
PRJEB42353	ERR13856775	SAMEA116143465	PRJEB42353	2009	France	2024-10-18
PRJEB42353	ERR13856776	SAMEA116143467	PRJEB42353	2009	France	2024-10-18
PRJEB42353	ERR13476596	SAMEA115874187	PRJEB42353	2023	France	2024-08-08
PRJEB42353	ERR13476597	SAMEA115874188	PRJEB42353	2023	France	2024-08-08
PRJEB42353	ERR13476599	SAMEA115874190	PRJEB42353	2023	France	2024-08-08
PRJEB42353	ERR13476603	SAMEA115874194	PRJEB42353	2024	France	2024-08-08
PRJEB42353	ERR13476607	SAMEA115874198	PRJEB42353	2024	France	2024-08-08
PRJEB42353	ERR13476613	SAMEA115874204	PRJEB42353	2024	France	2024-08-08
PRJEB42353	ERR13476614	SAMEA115874205	PRJEB42353	2024	France	2024-08-08
PRJEB42353	ERR13476615	SAMEA115874206	PRJEB42353	2024	France	2024-08-08
PRJEB42353	ERR13476616	SAMEA115874207	PRJEB42353	2024	France	2024-08-08
PRJEB42353	ERR13476618	SAMEA115874209	PRJEB42353	2024	France	2024-08-08
PRJEB42353	ERR13476626	SAMEA115874217	PRJEB42353	2024	France	2024-08-08
PRJEB42353	ERR13476629	SAMEA115874220	PRJEB42353	2024	France	2024-08-08
PRJEB42353	ERR13476633	SAMEA115874224	PRJEB42353	2024	France	2024-08-08
PRJEB42353	ERR13476635	SAMEA115874226	PRJEB42353	2024	France	2024-08-08
PRJEB42353	ERR13476638	SAMEA115874229	PRJEB42353	2024	France	2024-08-08
PRJEB42353	ERR13476643	SAMEA115874234	PRJEB42353	2024	France	2024-08-08
PRJEB42353	ERR13476646	SAMEA115874237	PRJEB42353	2024	France	2024-08-08
PRJEB42353	ERR13476651	SAMEA115874242	PRJEB42353	2024	France	2024-08-08
PRJEB42353	ERR13476654	SAMEA115874245	PRJEB42353	2024	France	2024-08-08
PRJEB42353	ERR13848225	SAMEA116143319	PRJEB42353	1996	France	2024-10-18
PRJEB42353	ERR13848227	SAMEA116143321	PRJEB42353	1996	France	2024-10-18
PRJEB42353	ERR13848228	SAMEA116143322	PRJEB42353	1996	France	2024-10-18
PRJEB42353	ERR13848234	SAMEA116143328	PRJEB42353	1996	France	2024-10-18
PRJEB42353	ERR13848236	SAMEA116143330	PRJEB42353	1996	France	2024-10-18
PRJEB42353	ERR13848241	SAMEA116143335	PRJEB42353	1996	France	2024-10-18
PRJEB42353	ERR13848242	SAMEA116143336	PRJEB42353	1997	France	2024-10-18
PRJEB42353	ERR13848252	SAMEA116143346	PRJEB42353	1997	France	2024-10-18
PRJEB42353	ERR13848253	SAMEA116143347	PRJEB42353	1997	France	2024-10-18
PRJEB42353	ERR13848254	SAMEA116143348	PRJEB42353	1997	France	2024-10-18
PRJEB42353	ERR13848260	SAMEA116143354	PRJEB42353	1997	France	2024-10-18
PRJEB42353	ERR13848264	SAMEA116143358	PRJEB42353	1997	France	2024-10-18
PRJEB42353	ERR13848268	SAMEA116143362	PRJEB42353	1997	France	2024-10-18
PRJEB42353	ERR13848275	SAMEA116143369	PRJEB42353	1997	France	2024-10-18
PRJEB42353	ERR13848284	SAMEA116143378	PRJEB42353	1999	France	2024-10-18
PRJEB42353	ERR13848287	SAMEA116143381	PRJEB42353	2000	France	2024-10-18
PRJEB42353	ERR13848300	SAMEA116143394	PRJEB42353	2000	France	2024-10-18
PRJEB42353	ERR13848301	SAMEA116143395	PRJEB42353	2001	France	2024-10-18
PRJEB42353	ERR13848303	SAMEA116143397	PRJEB42353	2001	France	2024-10-18
PRJEB42353	ERR13848305	SAMEA116143399	PRJEB42353	2001	France	2024-10-18
PRJEB42353	ERR13848306	SAMEA116143400	PRJEB42353	2000	France	2024-10-18
PRJEB42353	ERR13848312	SAMEA116143406	PRJEB42353	2001	France	2024-10-18
PRJEB42353	ERR13848313	SAMEA116143407	PRJEB42353	2001	France	2024-10-18
PRJEB42353	ERR13848318	SAMEA116143412	PRJEB42353	2004	France	2024-10-18
PRJEB42353	ERR13848319	SAMEA116143413	PRJEB42353	2004	France	2024-10-18
PRJEB42353	ERR13848320	SAMEA116143414	PRJEB42353	2004	France	2024-10-18
PRJEB42353	ERR13848321	SAMEA116143415	PRJEB42353	2004	France	2024-10-18
PRJEB42353	ERR13848323	SAMEA116143417	PRJEB42353	2004	France	2024-10-18
PRJEB42353	ERR13848328	SAMEA116143422	PRJEB42353	2004	France	2024-10-18
PRJEB42353	ERR13848329	SAMEA116143423	PRJEB42353	2004	France	2024-10-18
PRJEB42353	ERR13848331	SAMEA116143425	PRJEB42353	2004	France	2024-10-18
PRJEB42353	ERR13848338	SAMEA116143432	PRJEB42353	2005	France	2024-10-18
PRJEB42353	ERR13848342	SAMEA116143436	PRJEB42353	2005	France	2024-10-18
PRJEB42353	ERR13848344	SAMEA116143438	PRJEB42353	2005	France	2024-10-18
PRJEB42353	ERR13848345	SAMEA116143439	PRJEB42353	2005	France	2024-10-18
PRJEB42353	ERR13848350	SAMEA116143444	PRJEB42353	2006	France	2024-10-18
PRJEB42353	ERR13848353	SAMEA116143447	PRJEB42353	2007	France	2024-10-18
PRJEB42353	ERR13848354	SAMEA116143448	PRJEB42353	2007	France	2024-10-18
PRJEB42353	ERR13848359	SAMEA116143453	PRJEB42353	2007	France	2024-10-18
PRJEB42353	ERR13848361	SAMEA116143455	PRJEB42353	2007	France	2024-10-18
PRJEB42353	ERR13848375	SAMEA116143471	PRJEB42353	2009	France	2024-10-18
PRJEB42353	ERR13848381	SAMEA116143477	PRJEB42353	2019	France	2024-10-18
PRJEB42353	ERR13848384	SAMEA116143480	PRJEB42353	2019	France	2024-10-18
PRJEB42353	ERR13848387	SAMEA116143483	PRJEB42353	2019	France	2024-10-18
PRJEB42353	ERR13848389	SAMEA116143485	PRJEB42353	2019	France	2024-10-18
PRJEB42353	ERR13848393	SAMEA116143489	PRJEB42353	2019	France	2024-10-18
PRJEB42353	ERR13848395	SAMEA116143491	PRJEB42353	2019	France	2024-10-18
PRJEB42353	ERR13848396	SAMEA116143492	PRJEB42353	2019	France	2024-10-18
PRJEB42353	ERR13848401	SAMEA116143497	PRJEB42353	2019	France	2024-10-18
PRJEB42353	ERR13848403	SAMEA116143499	PRJEB42353	2019	France	2024-10-18
PRJEB42353	ERR13848404	SAMEA116143500	PRJEB42353	2019	France	2024-10-18
PRJEB42353	ERR13848405	SAMEA116143501	PRJEB42353	2019	France	2024-10-18
PRJEB42353	ERR13848406	SAMEA116143502	PRJEB42353	2019	France	2024-10-18
PRJEB42353	ERR13848407	SAMEA116143503	PRJEB42353	2019	France	2024-10-18
PRJEB42353	ERR13848410	SAMEA116143506	PRJEB42353	2019	France	2024-10-18
PRJEB42353	ERR13848411	SAMEA116143507	PRJEB42353	2019	France	2024-10-18
PRJEB42353	ERR13848412	SAMEA116143508	PRJEB42353	2019	France	2024-10-18
PRJEB42353	ERR13848413	SAMEA116143509	PRJEB42353	2019	France	2024-10-18
PRJEB42353	ERR13848414	SAMEA116143510	PRJEB42353	2019	France	2024-10-18
PRJEB42353	ERR13848416	SAMEA116143512	PRJEB42353	2019	France	2024-10-18
PRJEB42353	ERR13848420	SAMEA116143516	PRJEB42353	2019	France	2024-10-18
PRJEB42353	ERR13848421	SAMEA116143517	PRJEB42353	2019	France	2024-10-18
PRJEB42353	ERR13848423	SAMEA116143519	PRJEB42353	2020	France	2024-10-18
PRJEB42353	ERR13848428	SAMEA116143524	PRJEB42353	2020	France	2024-10-18
PRJEB42353	ERR13848429	SAMEA116143525	PRJEB42353	2020	France	2024-10-18
PRJEB42353	ERR13848433	SAMEA116143529	PRJEB42353	2020	France	2024-10-18
PRJEB42353	ERR13848435	SAMEA116143531	PRJEB42353	2022	France	2024-10-18
PRJEB42353	ERR15984894	SAMEA117700949	PRJEB42353	2024	France	2025-12-02
PRJEB42353	ERR15984895	SAMEA117700962	PRJEB42353	2024	France	2025-12-02
PRJEB42353	ERR15984896	SAMEA117700974	PRJEB42353	2024	France	2025-12-02
PRJEB42353	ERR15984898	SAMEA117701018	PRJEB42353	2024	France	2025-12-02
PRJEB42353	ERR15984899	SAMEA117701019	PRJEB42353	2024	France	2025-12-02
PRJEB42353	ERR15984900	SAMEA117701022	PRJEB42353	2024	France	2025-12-02
PRJEB42353	ERR15998553	SAMEA117700762	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15998557	SAMEA117700766	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15998561	SAMEA117700770	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15998562	SAMEA117700771	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15998564	SAMEA117700773	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15998569	SAMEA117700778	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15998570	SAMEA117700779	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15998572	SAMEA117700781	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15998573	SAMEA117700782	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15998576	SAMEA117700785	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15998578	SAMEA117700787	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15998580	SAMEA117700789	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15998581	SAMEA117700790	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15998582	SAMEA117700791	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15998584	SAMEA117700793	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15998585	SAMEA117700794	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15998587	SAMEA117700796	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15998588	SAMEA117700797	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15999876	SAMEA117700798	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15999877	SAMEA117700802	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15999878	SAMEA120655465	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15999883	SAMEA117700807	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15999886	SAMEA117700813	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15999888	SAMEA120655467	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15999893	SAMEA117700820	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15999900	SAMEA117700832	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15999907	SAMEA117700839	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15999909	SAMEA117700843	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15999910	SAMEA117700844	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15999919	SAMEA120655471	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15999923	SAMEA117700858	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15999927	SAMEA117700841	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15999929	SAMEA117700853	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15999930	SAMEA117700854	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15999934	SAMEA117700863	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15999940	SAMEA117700869	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15999942	SAMEA117700871	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15999943	SAMEA117700872	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15999944	SAMEA117700873	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15999946	SAMEA117700875	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15999950	SAMEA117700879	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15999954	SAMEA117700884	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15999962	SAMEA117700892	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15999965	SAMEA117700895	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15999969	SAMEA117700899	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15999970	SAMEA117700900	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15999972	SAMEA117700902	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15999975	SAMEA117700905	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15999976	SAMEA117700906	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15999978	SAMEA117700910	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15999983	SAMEA117700915	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15999988	SAMEA117700918	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15999991	SAMEA117700921	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15999992	SAMEA117700922	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR15999996	SAMEA117700926	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR16000001	SAMEA117700931	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR16000003	SAMEA117700933	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR16000004	SAMEA117700934	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR16000005	SAMEA117700935	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR16000009	SAMEA117700939	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR16000010	SAMEA117700940	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR16000021	SAMEA117700955	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR16000026	SAMEA117700960	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR16000028	SAMEA117700963	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR16000029	SAMEA117700964	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR16000033	SAMEA117700968	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR16000038	SAMEA117700973	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR16000041	SAMEA117700977	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR16000045	SAMEA117700982	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR16000051	SAMEA117700986	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR16000052	SAMEA117700987	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR16000053	SAMEA117700988	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR16000055	SAMEA117700990	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR16000056	SAMEA117700991	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR16000058	SAMEA117700993	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR16000060	SAMEA117700995	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR16000063	SAMEA117700999	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR16000065	SAMEA117701001	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR16000070	SAMEA117701006	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR16000075	SAMEA117701011	PRJEB42353	2024	France	2025-12-08
PRJEB42353	ERR16000972	SAMEA120655472	PRJEB42353	2024	France	2025-12-09
PRJEB42353	ERR16000980	SAMEA120655480	PRJEB42353	2024	France	2025-12-09
PRJEB42353	ERR16000984	SAMEA117701015	PRJEB42353	2024	France	2025-12-09
PRJEB42353	ERR16000985	SAMEA117701016	PRJEB42353	2024	France	2025-12-09
PRJEB42353	ERR16000986	SAMEA117701020	PRJEB42353	2024	France	2025-12-09
PRJEB42353	ERR16000990	SAMEA117701025	PRJEB42353	2024	France	2025-12-09
PRJEB42353	ERR16000991	SAMEA117701026	PRJEB42353	2024	France	2025-12-09
PRJEB42353	ERR16000992	SAMEA117701027	PRJEB42353	2024	France	2025-12-09
PRJEB42353	ERR16000993	SAMEA117701028	PRJEB42353	2024	France	2025-12-09
PRJEB42353	ERR16000997	SAMEA120655486	PRJEB42353	2024	France	2025-12-09
PRJEB42353	ERR16000999	SAMEA120655488	PRJEB42353	2024	France	2025-12-09
PRJEB42353	ERR16001001	SAMEA120655490	PRJEB42353	2024	France	2025-12-09
PRJEB42353	ERR16001008	SAMEA120655497	PRJEB42353	2024	France	2025-12-09
PRJEB42353	ERR16001009	SAMEA120655498	PRJEB42353	2024	France	2025-12-09
PRJEB42353	ERR16001209	SAMEA117700812	PRJEB42353	2024	France	2025-12-09
PRJEB42353	ERR16001210	SAMEA117700816	PRJEB42353	2024	France	2025-12-09
PRJEB42353	ERR16001212	SAMEA117700818	PRJEB42353	2024	France	2025-12-09
PRJEB42353	ERR16001214	SAMEA117700822	PRJEB42353	2024	France	2025-12-09
PRJEB42353	ERR16001217	SAMEA117700825	PRJEB42353	2024	France	2025-12-09
PRJEB42353	ERR5101983	SAMEA7765869	PRJEB42353	1996	France	2021-01-20
PRJEB42353	ERR5101985	SAMEA7765871	PRJEB42353	2005	France	2021-01-20
PRJEB42353	ERR5101986	SAMEA7765872	PRJEB42353	2007	France	2021-01-20
PRJEB42353	ERR5101987	SAMEA7765873	PRJEB42353	2018	France	2021-01-20
PRJEB42353	ERR5101992	SAMEA7765878	PRJEB42353	2013	France	2021-01-20
PRJEB42353	ERR5101994	SAMEA7765880	PRJEB42353	2004	France	2021-01-20
PRJEB42353	ERR5101999	SAMEA7765885	PRJEB42353	2007	France	2021-01-20
PRJEB42353	ERR5102000	SAMEA7765886	PRJEB42353	2007	France	2021-01-20
PRJEB42353	ERR5102002	SAMEA7765888	PRJEB42353	2007	France	2021-01-20
PRJEB42353	ERR5102004	SAMEA7765890	PRJEB42353	2009	France	2021-01-20
PRJEB42353	ERR5102008	SAMEA7765894	PRJEB42353	2009	France	2021-01-20
PRJEB42353	ERR5102012	SAMEA7765898	PRJEB42353	2010	France	2021-01-20
PRJEB42353	ERR5102026	SAMEA7765912	PRJEB42353	2011	France	2021-01-20
PRJEB42353	ERR5102028	SAMEA7765914	PRJEB42353	2011	France	2021-01-20
PRJEB42353	ERR5102031	SAMEA7765917	PRJEB42353	2011	France	2021-01-20
PRJEB42353	ERR5102040	SAMEA7765927	PRJEB42353	2012	France	2021-01-20
PRJEB42353	ERR5102041	SAMEA7765928	PRJEB42353	2012	France	2021-01-20
PRJEB42353	ERR5102043	SAMEA7765930	PRJEB42353	2012	France	2021-01-20
