nas_snapshot_record_id	tree_sample_id	country_iso3	project_id	run_accession	biosample_accession	assembly_accession	assembly_release_date	collection_date_raw	geo_raw	sequencing_tech	source_database	match_status
CHN__SAMN42391148	CHN__SAMN42391148	CHN	PRJNA1133929	SRR31303428	SAMN42391148	GCA_047323285	2025-01-30	2023-11-22	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391149	CHN__SAMN42391149	CHN	PRJNA1133929	SRR31303427	SAMN42391149	GCA_047323275	2025-01-30	2023-12-19	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391150	CHN__SAMN42391150	CHN	PRJNA1133929	SRR31303426	SAMN42391150	GCA_047323265	2025-01-30	2023-12-29	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN43024010	CHN__SAMN43024010	CHN	PRJNA1143937		SAMN43024010	GCA_042611075	2024-10-04	2024-04-22	China:Zhejiang	Illumina	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN43024011	CHN__SAMN43024011	CHN	PRJNA1143937		SAMN43024011	GCA_042611065	2024-10-04	2024-04-22	China:Zhejiang	Illumina	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN43024012	CHN__SAMN43024012	CHN	PRJNA1143937		SAMN43024012	GCA_042611025	2024-10-04	2024-04-22	China:Zhejiang	Illumina	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN43024013	CHN__SAMN43024013	CHN	PRJNA1143937		SAMN43024013	GCA_042611045	2024-10-04	2024-04-23	China:Zhejiang	Illumina	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN43024014	CHN__SAMN43024014	CHN	PRJNA1143937		SAMN43024014	GCA_042610965	2024-10-04	2024-04-20	China:Zhejiang	Illumina	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN43024015	CHN__SAMN43024015	CHN	PRJNA1143937		SAMN43024015	GCA_042610985	2024-10-04	2024-04-20	China:Zhejiang	Illumina	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN43024016	CHN__SAMN43024016	CHN	PRJNA1143937		SAMN43024016	GCA_042610975	2024-10-04	2024-04-29	China:Zhejiang	Illumina	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN43024017	CHN__SAMN43024017	CHN	PRJNA1143937		SAMN43024017	GCA_042610945	2024-10-04	2024-05-02	China:Zhejiang	Illumina	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN43024018	CHN__SAMN43024018	CHN	PRJNA1143937		SAMN43024018	GCA_042610925	2024-10-04	2024-05-02	China:Zhejiang	Illumina	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN43024019	CHN__SAMN43024019	CHN	PRJNA1143937		SAMN43024019	GCA_042610855	2024-10-04	2024-05-02	China:Zhejiang	Illumina	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN43024020	CHN__SAMN43024020	CHN	PRJNA1143937		SAMN43024020	GCA_042610865	2024-10-04	2024-05-02	China:Zhejiang	Illumina	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN43024021	CHN__SAMN43024021	CHN	PRJNA1143937		SAMN43024021	GCA_042610875	2024-10-04	2024-05-02	China:Zhejiang	Illumina	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN43024023	CHN__SAMN43024023	CHN	PRJNA1143937		SAMN43024023	GCA_042610825	2024-10-04	2024-05-13	China:Zhejiang	Illumina	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN43024024	CHN__SAMN43024024	CHN	PRJNA1143937		SAMN43024024	GCA_042610775	2024-10-04	2024-05-16	China:Zhejiang	Illumina	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN43024025	CHN__SAMN43024025	CHN	PRJNA1143937		SAMN43024025	GCA_042610795	2024-10-04	2024-05-16	China:Zhejiang	Illumina	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN43024027	CHN__SAMN43024027	CHN	PRJNA1143937		SAMN43024027	GCA_042610755	2024-10-04	2024-06-03	China:Zhejiang	Illumina	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN43024031	CHN__SAMN43024031	CHN	PRJNA1143937		SAMN43024031	GCA_042610645	2024-10-04	2024-05-30	China:Zhejiang	Illumina	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN43024032	CHN__SAMN43024032	CHN	PRJNA1143937		SAMN43024032	GCA_042610585	2024-10-04	2024-05	China:Xinjiang	Illumina	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN43024034	CHN__SAMN43024034	CHN	PRJNA1143937		SAMN43024034	GCA_042610605	2024-10-04	2024-05	China:Xinjiang	Illumina	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44583814	CHN__SAMN44583814	CHN	PRJNA1182239		SAMN44583814	GCA_050978505	2025-06-18	2023-02-04	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44583815	CHN__SAMN44583815	CHN	PRJNA1182239		SAMN44583815	GCA_050978485	2025-06-18	2023-02-07	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44583816	CHN__SAMN44583816	CHN	PRJNA1182239		SAMN44583816	GCA_050978445	2025-06-18	2023-03-27	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44583817	CHN__SAMN44583817	CHN	PRJNA1182239		SAMN44583817	GCA_050978465	2025-06-18	2023-03-27	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44583818	CHN__SAMN44583818	CHN	PRJNA1182239		SAMN44583818	GCA_050978425	2025-06-18	2023-03-27	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44583819	CHN__SAMN44583819	CHN	PRJNA1182239		SAMN44583819	GCA_050978385	2025-06-18	2023-04-06	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44583820	CHN__SAMN44583820	CHN	PRJNA1182239		SAMN44583820	GCA_050978405	2025-06-18	2023-04-23	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44583821	CHN__SAMN44583821	CHN	PRJNA1182239		SAMN44583821	GCA_050978365	2025-06-18	2023-04-21	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44583822	CHN__SAMN44583822	CHN	PRJNA1182239		SAMN44583822	GCA_050978345	2025-06-18	2023-06-08	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44583823	CHN__SAMN44583823	CHN	PRJNA1182239		SAMN44583823	GCA_050978325	2025-06-18	2023-06-12	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44583824	CHN__SAMN44583824	CHN	PRJNA1182239		SAMN44583824	GCA_050978305	2025-06-18	2023-06-12	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44583825	CHN__SAMN44583825	CHN	PRJNA1182239		SAMN44583825	GCA_050978285	2025-06-18	2023-06-23	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44583826	CHN__SAMN44583826	CHN	PRJNA1182239		SAMN44583826	GCA_050978265	2025-06-18	2023-07-21	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44583827	CHN__SAMN44583827	CHN	PRJNA1182239		SAMN44583827	GCA_050978245	2025-06-18	2023-07-30	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44583828	CHN__SAMN44583828	CHN	PRJNA1182239		SAMN44583828	GCA_050978225	2025-06-18	2023-09-23	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44583829	CHN__SAMN44583829	CHN	PRJNA1182239		SAMN44583829	GCA_050978205	2025-06-18	2023-11-10	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44583830	CHN__SAMN44583830	CHN	PRJNA1182239		SAMN44583830	GCA_050978175	2025-06-18	2023-11-14	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44583831	CHN__SAMN44583831	CHN	PRJNA1182239		SAMN44583831	GCA_050978155	2025-06-18	2023-11-14	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44583832	CHN__SAMN44583832	CHN	PRJNA1182239		SAMN44583832	GCA_050978125	2025-06-18	2023-11-16	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44583833	CHN__SAMN44583833	CHN	PRJNA1182239		SAMN44583833	GCA_050978105	2025-06-18	2024-01-18	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44583834	CHN__SAMN44583834	CHN	PRJNA1182239		SAMN44583834	GCA_050978065	2025-06-18	2024-01-18	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44583835	CHN__SAMN44583835	CHN	PRJNA1182239		SAMN44583835	GCA_050978085	2025-06-18	2024-01-24	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44583837	CHN__SAMN44583837	CHN	PRJNA1182239		SAMN44583837	GCA_050978025	2025-06-18	2024-01-25	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44583838	CHN__SAMN44583838	CHN	PRJNA1182239		SAMN44583838	GCA_050978005	2025-06-18	2024-01-30	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44583839	CHN__SAMN44583839	CHN	PRJNA1182239		SAMN44583839	GCA_050977985	2025-06-18	2024-01-30	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44583840	CHN__SAMN44583840	CHN	PRJNA1182239		SAMN44583840	GCA_050977965	2025-06-18	2024-01-31	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44583843	CHN__SAMN44583843	CHN	PRJNA1182239		SAMN44583843	GCA_050977905	2025-06-18	2024-02-02	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44583845	CHN__SAMN44583845	CHN	PRJNA1182239		SAMN44583845	GCA_050977865	2025-06-18	2024-02-02	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44583846	CHN__SAMN44583846	CHN	PRJNA1182239		SAMN44583846	GCA_050977845	2025-06-18	2024-02-02	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44583859	CHN__SAMN44583859	CHN	PRJNA1182239		SAMN44583859	GCA_050977605	2025-06-18	2024-02-06	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44583863	CHN__SAMN44583863	CHN	PRJNA1182239		SAMN44583863	GCA_050977505	2025-06-18	2024-01-31	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44583865	CHN__SAMN44583865	CHN	PRJNA1182239		SAMN44583865	GCA_050977465	2025-06-18	2024-02-08	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44583870	CHN__SAMN44583870	CHN	PRJNA1182239		SAMN44583870	GCA_050977355	2025-06-18	2024-02-23	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44583871	CHN__SAMN44583871	CHN	PRJNA1182239		SAMN44583871	GCA_050977345	2025-06-18	2024-02-26	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44583872	CHN__SAMN44583872	CHN	PRJNA1182239		SAMN44583872	GCA_050977325	2025-06-18	2024-02-26	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44583886	CHN__SAMN44583886	CHN	PRJNA1182239		SAMN44583886	GCA_050977025	2025-06-18	2024-03-05	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44583912	CHN__SAMN44583912	CHN	PRJNA1182239		SAMN44583912	GCA_050976505	2025-06-18	2024-03-15	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44583924	CHN__SAMN44583924	CHN	PRJNA1182239		SAMN44583924	GCA_050976225	2025-06-18	2024-03-15	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44583927	CHN__SAMN44583927	CHN	PRJNA1182239		SAMN44583927	GCA_050976185	2025-06-18	2024-03-18	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44583945	CHN__SAMN44583945	CHN	PRJNA1182239		SAMN44583945	GCA_050975825	2025-06-18	2024-03-20	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44583946	CHN__SAMN44583946	CHN	PRJNA1182239		SAMN44583946	GCA_050975785	2025-06-18	2024-03-20	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44583959	CHN__SAMN44583959	CHN	PRJNA1182239		SAMN44583959	GCA_050975545	2025-06-18	2024-03-22	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44583972	CHN__SAMN44583972	CHN	PRJNA1182239		SAMN44583972	GCA_050975265	2025-06-18	2024-03-25	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44584005	CHN__SAMN44584005	CHN	PRJNA1182239		SAMN44584005	GCA_050974585	2025-06-18	2024-04-03	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44584012	CHN__SAMN44584012	CHN	PRJNA1182239		SAMN44584012	GCA_050974445	2025-06-17	2024-04-10	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44584022	CHN__SAMN44584022	CHN	PRJNA1182239		SAMN44584022	GCA_050974245	2025-06-17	2024-04-12	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44584026	CHN__SAMN44584026	CHN	PRJNA1182239		SAMN44584026	GCA_050974165	2025-06-17	2024-04-16	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44584033	CHN__SAMN44584033	CHN	PRJNA1182239		SAMN44584033	GCA_050974025	2025-06-17	2024-04-18	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44584039	CHN__SAMN44584039	CHN	PRJNA1182239		SAMN44584039	GCA_050973925	2025-06-17	2024-04-18	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44584040	CHN__SAMN44584040	CHN	PRJNA1182239		SAMN44584040	GCA_050973905	2025-06-17	2024-04-18	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44584044	CHN__SAMN44584044	CHN	PRJNA1182239		SAMN44584044	GCA_050973795	2025-06-17	2024-04-23	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44584067	CHN__SAMN44584067	CHN	PRJNA1182239		SAMN44584067	GCA_050973325	2025-06-17	2024-05-09	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44584068	CHN__SAMN44584068	CHN	PRJNA1182239		SAMN44584068	GCA_050973305	2025-06-17	2024-05-09	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44584073	CHN__SAMN44584073	CHN	PRJNA1182239		SAMN44584073	GCA_050973205	2025-06-17	2024-05-14	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44584075	CHN__SAMN44584075	CHN	PRJNA1182239		SAMN44584075	GCA_050973165	2025-06-17	2024-05-16	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44584082	CHN__SAMN44584082	CHN	PRJNA1182239		SAMN44584082	GCA_050973045	2025-06-17	2024-05-16	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44584094	CHN__SAMN44584094	CHN	PRJNA1182239		SAMN44584094	GCA_050972785	2025-06-17	2024-05-24	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44584104	CHN__SAMN44584104	CHN	PRJNA1182239		SAMN44584104	GCA_050972565	2025-06-17	2024-05-30	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44590209	CHN__SAMN44590209	CHN	PRJNA1182239		SAMN44590209	GCA_050984745	2025-06-18	2024-05-30	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44590214	CHN__SAMN44590214	CHN	PRJNA1182239		SAMN44590214	GCA_050981645	2025-06-18	2024-06-03	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44590219	CHN__SAMN44590219	CHN	PRJNA1182239		SAMN44590219	GCA_050981465	2025-06-18	2024-06-06	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44590224	CHN__SAMN44590224	CHN	PRJNA1182239		SAMN44590224	GCA_050981285	2025-06-18	2024-06-03	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44590233	CHN__SAMN44590233	CHN	PRJNA1182239		SAMN44590233	GCA_050980975	2025-06-18	2024-06-13	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44590238	CHN__SAMN44590238	CHN	PRJNA1182239		SAMN44590238	GCA_050980765	2025-06-18	2024-06-13	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44590242	CHN__SAMN44590242	CHN	PRJNA1182239		SAMN44590242	GCA_050980565	2025-06-18	2024-06-19	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44590252	CHN__SAMN44590252	CHN	PRJNA1182239		SAMN44590252	GCA_050980245	2025-06-18	2024-06-21	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44590257	CHN__SAMN44590257	CHN	PRJNA1182239		SAMN44590257	GCA_050980045	2025-06-18	2024-06-27	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44590261	CHN__SAMN44590261	CHN	PRJNA1182239		SAMN44590261	GCA_050979945	2025-06-18	2024-07-01	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44590265	CHN__SAMN44590265	CHN	PRJNA1182239		SAMN44590265	GCA_050979805	2025-06-18	2024-07-04	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44590268	CHN__SAMN44590268	CHN	PRJNA1182239		SAMN44590268	GCA_050979685	2025-06-18	2024-07-04	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44590275	CHN__SAMN44590275	CHN	PRJNA1182239		SAMN44590275	GCA_050979385	2025-06-18	2024-07-04	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44590276	CHN__SAMN44590276	CHN	PRJNA1182239		SAMN44590276	GCA_050979345	2025-06-18	2024-07-04	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44590282	CHN__SAMN44590282	CHN	PRJNA1182239		SAMN44590282	GCA_050979165	2025-06-18	2024-07-19	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44590283	CHN__SAMN44590283	CHN	PRJNA1182239		SAMN44590283	GCA_050979185	2025-06-18	2024-07-19	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44590291	CHN__SAMN44590291	CHN	PRJNA1182239		SAMN44590291	GCA_050979015	2025-06-18	2024-07-19	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44590292	CHN__SAMN44590292	CHN	PRJNA1182239		SAMN44590292	GCA_050978975	2025-06-18	2024-08-01	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44590294	CHN__SAMN44590294	CHN	PRJNA1182239		SAMN44590294	GCA_050978925	2025-06-18	2024-08-01	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44590295	CHN__SAMN44590295	CHN	PRJNA1182239		SAMN44590295	GCA_050978905	2025-06-18	2024-08-01	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44590307	CHN__SAMN44590307	CHN	PRJNA1182239		SAMN44590307	GCA_050978665	2025-06-18	2024-08-27	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44590310	CHN__SAMN44590310	CHN	PRJNA1182239		SAMN44590310	GCA_050978605	2025-06-18	2024-08-27	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44590311	CHN__SAMN44590311	CHN	PRJNA1182239		SAMN44590311	GCA_050978585	2025-06-18	2024-08-27	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44590312	CHN__SAMN44590312	CHN	PRJNA1182239		SAMN44590312	GCA_050978565	2025-06-18	2024-08-27	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN44590314	CHN__SAMN44590314	CHN	PRJNA1182239		SAMN44590314	GCA_050978525	2025-06-18	2024-08-30	China: Shanghai	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN45156013	CHN__SAMN45156013	CHN	PRJNA1193776	SRR31615326	SAMN45156013	RRASM_SRR31615326					local_fasta	unmatched_frozen_record
CHN__SAMN45156014	CHN__SAMN45156014	CHN	PRJNA1193776	SRR31615325	SAMN45156014	RRASM_SRR31615325					local_fasta	unmatched_frozen_record
CHN__SAMN45156015	CHN__SAMN45156015	CHN	PRJNA1193776	SRR31615314	SAMN45156015	RRASM_SRR31615314					local_fasta	unmatched_frozen_record
CHN__SAMN45156016	CHN__SAMN45156016	CHN	PRJNA1193776	SRR31615303	SAMN45156016	RRASM_SRR31615303					local_fasta	unmatched_frozen_record
CHN__SAMN45156018	CHN__SAMN45156018	CHN	PRJNA1193776	SRR31615281	SAMN45156018	RRASM_SRR31615281					local_fasta	unmatched_frozen_record
CHN__SAMN45156019	CHN__SAMN45156019	CHN	PRJNA1193776	SRR31615270	SAMN45156019	RRASM_SRR31615270					local_fasta	unmatched_frozen_record
CHN__SAMN45156020	CHN__SAMN45156020	CHN	PRJNA1193776	SRR31615267	SAMN45156020	RRASM_SRR31615267					local_fasta	unmatched_frozen_record
CHN__SAMN45156021	CHN__SAMN45156021	CHN	PRJNA1193776	SRR31615266	SAMN45156021	RRASM_SRR31615266					local_fasta	unmatched_frozen_record
CHN__SAMN45156022	CHN__SAMN45156022	CHN	PRJNA1193776	SRR31615265	SAMN45156022	RRASM_SRR31615265					local_fasta	unmatched_frozen_record
CHN__SAMN45156024	CHN__SAMN45156024	CHN	PRJNA1193776	SRR31615323	SAMN45156024	RRASM_SRR31615323					local_fasta	unmatched_frozen_record
CHN__SAMN45156025	CHN__SAMN45156025	CHN	PRJNA1193776	SRR31615322	SAMN45156025	RRASM_SRR31615322					local_fasta	unmatched_frozen_record
CHN__SAMN45156026	CHN__SAMN45156026	CHN	PRJNA1193776	SRR31615321	SAMN45156026	RRASM_SRR31615321					local_fasta	unmatched_frozen_record
CHN__SAMN45156027	CHN__SAMN45156027	CHN	PRJNA1193776	SRR31615320	SAMN45156027	RRASM_SRR31615320					local_fasta	unmatched_frozen_record
CHN__SAMN45156028	CHN__SAMN45156028	CHN	PRJNA1193776	SRR31615319	SAMN45156028	RRASM_SRR31615319					local_fasta	unmatched_frozen_record
CHN__SAMN45156030	CHN__SAMN45156030	CHN	PRJNA1193776	SRR31615317	SAMN45156030	RRASM_SRR31615317					local_fasta	unmatched_frozen_record
CHN__SAMN45156031	CHN__SAMN45156031	CHN	PRJNA1193776	SRR31615316	SAMN45156031	RRASM_SRR31615316					local_fasta	unmatched_frozen_record
CHN__SAMN45156034	CHN__SAMN45156034	CHN	PRJNA1193776	SRR31615312	SAMN45156034	RRASM_SRR31615312					local_fasta	unmatched_frozen_record
CHN__SAMN45156054	CHN__SAMN45156054	CHN	PRJNA1193776	SRR31615290	SAMN45156054	RRASM_SRR31615290					local_fasta	unmatched_frozen_record
CHN__SAMN45156057	CHN__SAMN45156057	CHN	PRJNA1193776	SRR31615287	SAMN45156057	RRASM_SRR31615287					local_fasta	unmatched_frozen_record
CHN__SAMN45156063	CHN__SAMN45156063	CHN	PRJNA1193776	SRR31615280	SAMN45156063	RRASM_SRR31615280					local_fasta	unmatched_frozen_record
CHN__SAMN45156066	CHN__SAMN45156066	CHN	PRJNA1193776	SRR31615277	SAMN45156066	RRASM_SRR31615277					local_fasta	unmatched_frozen_record
