country_iso3	country_name	time_resolution	date	year	month	week	cases	source_url	source_file	data_freeze_date	notes
AUS	Australia	monthly	2016-07-01	2016	7		1250	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2016-08-01	2016	8		1600	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2016-09-01	2016	9		1921	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2016-10-01	2016	10		1903	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2016-11-01	2016	11		2039	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2016-12-01	2016	12		1636	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2017-01-01	2017	1		1364	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2017-02-01	2017	2		1012	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2017-03-01	2017	3		1053	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2017-04-01	2017	4		843	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2017-05-01	2017	5		1043	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2017-06-01	2017	6		950	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2017-07-01	2017	7		1055	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2017-08-01	2017	8		1097	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2017-09-01	2017	9		977	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2017-10-01	2017	10		1020	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2017-11-01	2017	11		1002	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2017-12-01	2017	12		819	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2018-01-01	2018	1		877	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2018-02-01	2018	2		817	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2018-03-01	2018	3		772	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2018-04-01	2018	4		742	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2018-05-01	2018	5		780	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2018-06-01	2018	6		695	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2018-07-01	2018	7		729	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2018-08-01	2018	8		1171	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2018-09-01	2018	9		1207	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2018-10-01	2018	10		1429	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2018-11-01	2018	11		1827	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2018-12-01	2018	12		1535	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2019-01-01	2019	1		1315	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2019-02-01	2019	2		835	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2019-03-01	2019	3		935	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2019-04-01	2019	4		793	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2019-05-01	2019	5		985	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2019-06-01	2019	6		841	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2019-07-01	2019	7		959	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2019-08-01	2019	8		1057	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2019-09-01	2019	9		1034	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2019-10-01	2019	10		1020	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2019-11-01	2019	11		1177	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2019-12-01	2019	12		1074	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2020-01-01	2020	1		871	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2020-02-01	2020	2		762	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2020-03-01	2020	3		682	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2020-04-01	2020	4		371	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2020-05-01	2020	5		213	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2020-06-01	2020	6		194	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2020-07-01	2020	7		127	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2020-08-01	2020	8		70	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2020-09-01	2020	9		51	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2020-10-01	2020	10		24	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2020-11-01	2020	11		44	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2020-12-01	2020	12		48	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2021-01-01	2021	1		40	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2021-02-01	2021	2		54	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2021-03-01	2021	3		53	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2021-04-01	2021	4		48	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2021-05-01	2021	5		52	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2021-06-01	2021	6		57	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2021-07-01	2021	7		38	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2021-08-01	2021	8		51	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2021-09-01	2021	9		38	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2021-10-01	2021	10		41	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2021-11-01	2021	11		48	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2021-12-01	2021	12		30	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2022-01-01	2022	1		41	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2022-02-01	2022	2		43	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2022-03-01	2022	3		47	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2022-04-01	2022	4		22	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2022-05-01	2022	5		39	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2022-06-01	2022	6		35	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2022-07-01	2022	7		42	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2022-08-01	2022	8		64	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2022-09-01	2022	9		38	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2022-10-01	2022	10		40	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2022-11-01	2022	11		35	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2022-12-01	2022	12		36	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2023-01-01	2023	1		46	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2023-02-01	2023	2		34	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2023-03-01	2023	3		44	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2023-04-01	2023	4		43	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2023-05-01	2023	5		77	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2023-06-01	2023	6		92	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2023-07-01	2023	7		95	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2023-08-01	2023	8		156	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2023-09-01	2023	9		270	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2023-10-01	2023	10		367	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2023-11-01	2023	11		633	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2023-12-01	2023	12		585	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2024-01-01	2024	1		827	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2024-02-01	2024	2		846	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2024-03-01	2024	3		1375	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2024-04-01	2024	4		2038	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2024-05-01	2024	5		2578	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2024-06-01	2024	6		4465	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2024-07-01	2024	7		5233	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2024-08-01	2024	8		6661	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2024-09-01	2024	9		8312	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2024-10-01	2024	10		7940	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2024-11-01	2024	11		9308	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2024-12-01	2024	12		6843	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2025-01-01	2025	1		5010	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2025-02-01	2025	2		2881	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2025-03-01	2025	3		2362	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2025-04-01	2025	4		1929	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2025-05-01	2025	5		2008	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2025-06-01	2025	6		1756	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2025-07-01	2025	7		1572	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2025-08-01	2025	8		1704	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2025-09-01	2025	9		1748	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2025-10-01	2025	10		1587	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2025-11-01	2025	11		1496	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
AUS	Australia	monthly	2025-12-01	2025	12		919	https://nindss.health.gov.au/pbi-dashboard/	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
CHN	China	monthly	2015-01-01	2015	1		275	https://www.cdctj.com.cn/system/2015/02/12/013081051.shtml	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
CHN	China	monthly	2015-02-01	2015	2		315	https://www.cdctj.com.cn/system/2015/03/12/013081196.shtml	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
CHN	China	monthly	2015-03-01	2015	3		498	https://www.cdctj.com.cn/system/2015/04/14/013081323.shtml	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
CHN	China	monthly	2015-04-01	2015	4		507	https://www.cdctj.com.cn/system/2015/05/25/013081484.shtml	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
CHN	China	monthly	2015-05-01	2015	5		573	https://www.cdctj.com.cn/system/2015/06/15/013081604.shtml	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
CHN	China	monthly	2015-06-01	2015	6		723	https://www.cdctj.com.cn/system/2015/07/17/013081743.shtml	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
CHN	China	monthly	2015-07-01	2015	7		877	https://www.cdctj.com.cn/system/2015/08/13/013081861.shtml	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
CHN	China	monthly	2015-08-01	2015	8		999	https://www.cdctj.com.cn/system/2015/09/22/013082001.shtml	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
CHN	China	monthly	2015-09-01	2015	9		763	https://www.cdctj.com.cn/system/2015/11/03/013082122.shtml	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
CHN	China	monthly	2015-10-01	2015	10		466	https://www.cdctj.com.cn/system/2015/11/11/013082155.shtml	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
CHN	China	monthly	2015-11-01	2015	11		377	https://www.cdctj.com.cn/system/2015/12/11/013082233.shtml	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
CHN	China	monthly	2015-12-01	2015	12		446	https://www.cdctj.com.cn/system/2016/01/12/013082310.shtml	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
CHN	China	monthly	2016-01-01	2016	1		332	https://www.cdctj.com.cn/system/2016/02/04/013082403.shtml	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
CHN	China	monthly	2016-02-01	2016	2		384	https://www.cdctj.com.cn/system/2016/03/17/013082581.shtml	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
CHN	China	monthly	2016-03-01	2016	3		527	https://www.cdctj.com.cn/system/2016/04/14/013082695.shtml	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
CHN	China	monthly	2016-04-01	2016	4		433	https://www.cdctj.com.cn/system/2016/05/12/013082811.shtml	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
CHN	China	monthly	2016-05-01	2016	5		444	https://www.cdctj.com.cn/system/2016/06/16/013082953.shtml	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
CHN	China	monthly	2016-06-01	2016	6		476	https://www.cdctj.com.cn/system/2016/07/14/013083005.shtml	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
CHN	China	monthly	2016-07-01	2016	7		581	https://www.cdctj.com.cn/system/2016/08/12/013083102.shtml	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
CHN	China	monthly	2016-08-01	2016	8		711	https://www.cdctj.com.cn/system/2016/09/18/013083164.shtml	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
CHN	China	monthly	2016-09-01	2016	9		545	https://www.cdctj.com.cn/system/2016/10/13/013083220.shtml	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
CHN	China	monthly	2016-10-01	2016	10		374	https://www.cdctj.com.cn/system/2017/03/22/014002640.shtml	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
CHN	China	monthly	2016-11-01	2016	11		410	https://www.cdctj.com.cn/system/2017/03/22/014002644.shtml	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
CHN	China	monthly	2016-12-01	2016	12		466	https://www.cdctj.com.cn/system/2017/03/22/014002657.shtml	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
CHN	China	monthly	2017-01-01	2017	1		413	https://www.cdctj.com.cn/system/2017/03/22/014002659.shtml	Pertussis incidence.xlsx	2026-04-10	high_resolution_national_surveillance_monthly
